"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.029273,1.3034,-0.51766,0.23019,0.83423,1.2012,1.4403
0.029273,1.0212,0.25783,-0.040186,-0.063776,0.27883,-0.44225
0.029273,0.072274,0.70292,-0.21002,-1.0774,-0.43405,-1.4321
0.029273,-0.28947,0.46848,0.054236,-0.37953,-0.7351,-0.070155
0.029273,-0.16189,-0.98162,1.0982,0.082388,-0.65123,0.039146
0.029273,-0.3398,1.418,2.0509,0.022931,-0.38652,-0.18959
0.029273,-0.85121,3.0151,0.83748,0.10315,-0.17578,-0.0034211
0.029273,-1.0874,-0.010378,-1.0824,0.12624,-0.11401,0.08246
0.029273,-0.82698,-1.6867,-0.70829,-0.15173,-0.063306,0.2599
0.029273,-0.46942,-1.1405,-0.15196,-0.20025,0.272,1.3093
0.029273,-0.17389,1.1086,-2.0666,-0.063529,1.1108,2.1635
0.029273,0.24429,-0.97876,-3.3756,0.49555,2.3528,0.72427
0.029273,0.55981,-1.6052,-1.4103,0.29907,3.5322,-1.0487
1.6342,-0.11145,0.05251,-0.049138,2.5191,2.9819,0.8764
0.88753,-0.11145,0.05251,-0.049138,-0.45157,2.9221,-0.77388
-0.40827,-0.11145,0.05251,-0.049138,-2.7854,-0.96211,-1.4954
0.33133,-0.11145,0.05251,-0.049138,-0.24742,-1.6184,-0.68597
0.76605,-0.11145,0.05251,-0.049138,-0.063204,-0.8026,-0.03835
-0.36211,-0.11145,0.05251,-0.049138,0.068183,-1.1947,0.36106
-1.5904,-0.11145,0.05251,-0.049138,0.029433,0.29793,0.67748
-1.2984,-0.11145,0.05251,-0.049138,-0.094156,0.31409,0.72992
-0.23941,-0.11145,0.05251,-0.049138,-0.044611,-1.767,0.17764
0.032088,-0.11145,0.05251,-0.049138,0.036083,0.98556,-0.42018
0.0040426,-0.11145,0.05251,-0.049138,-0.2606,0.90122,-0.34253
0.44107,-0.11145,0.05251,-0.049138,1.3829,-1.3063,0.20407
0.72652,-0.11145,0.05251,-0.049138,0.99473,0.23279,0.51345
1.502,1.8423,-0.80137,-0.83203,0.94753,-0.038997,-0.12312
0.52372,1.3602,-0.45292,0.10707,-0.051164,-0.038997,-0.96943
-1.0192,-0.016078,0.96149,1.2271,-1.1107,-0.038997,-1.1255
-0.89372,-0.52574,1.2402,1.7301,-0.41367,-0.038997,-0.56779
-0.28378,-0.1936,0.12716,1.3413,-0.064836,-0.038997,-0.018298
-0.15071,-0.2293,-0.27902,0.46422,0.025379,-0.038997,0.050354
-0.34638,-0.92604,0.29569,-0.3797,0.19606,-0.038997,-0.087243
-0.41269,-1.186,0.74355,-0.98902,0.0037441,-0.038997,0.025255
-0.16046,-0.65842,-0.00083891,-1.3735,-0.31426,-0.038997,0.44476
-0.028535,-0.31649,-0.88549,-1.5104,-0.17107,-0.038997,0.94209
0.13928,-0.28631,-0.84254,-1.3327,-0.034848,-0.038997,1.3155
0.56972,0.042262,-0.72043,-0.84476,0.3493,-0.038997,1.3807
0.60786,0.44873,0.15086,-0.18722,0.37933,-0.038997,0.95481
