"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.073362,-0.77817,-0.22977,0.98737,2.3079,-0.46013,1.2348
-0.073362,-0.68625,1.9605,1.1861,-0.54211,0.054256,1.6667
-0.073362,-0.22611,1.743,0.42998,-2.6431,0.79178,0.97257
-0.073362,0.076053,0.28863,-0.75148,-0.59253,1.382,-0.41111
-0.073362,0.12038,0.21316,-1.3965,-0.19751,1.4522,-1.3432
-0.073362,0.047486,0.065062,-1.2539,-0.0023777,0.89702,-1.2678
-0.073362,0.1094,-1.2665,-0.78441,0.11198,-0.025956,-0.64417
-0.073362,0.21703,-1.7404,-0.40177,-0.14537,-0.86014,-0.11321
-0.073362,0.06764,-0.90345,-0.21468,-0.15176,-1.2549,0.085229
-0.073362,0.42231,-0.30515,-0.14839,0.0056775,-1.1673,0.043818
-0.073362,1.8642,-0.12862,0.0052921,-0.36606,-0.80717,0.026942
-0.073362,2.4371,-0.01039,0.35637,1.8849,-0.4141,0.17114
-0.073362,0.72823,0.16423,0.66948,1.5747,-0.098796,0.3138
1.7046,0.12682,-0.31591,1.209,2.5976,-0.58106,0.38011
1.2389,0.12682,0.10753,2.6329,-0.57329,-1.0285,0.6181
0.12133,0.12682,1.0814,1.6577,-3.0064,-0.75717,0.81448
0.33033,0.12682,1.9909,-0.69489,-0.47742,0.5782,0.99573
0.6058,0.12682,1.6896,-1.7964,-0.016998,1.975,0.55717
-0.56512,0.12682,0.014113,-1.284,-0.016239,2.0416,-0.37624
-2.0167,0.12682,-1.6583,-0.58708,-0.034755,0.70927,-1.4874
-1.7027,0.12682,-1.8452,-0.36939,-0.085991,-0.88622,-1.7941
-0.36902,0.12682,-0.80322,-0.25457,-0.025663,-1.6799,-0.47345
0.019192,0.12682,-0.04732,-0.070535,-0.033688,-1.3375,0.93666
-0.13484,0.12682,-0.086934,-0.021427,-0.22292,-0.37146,0.84457
0.18142,0.12682,-0.15311,-0.048681,1.1964,0.26108,-0.026841
0.56105,0.12682,0.15687,0.08618,0.97802,0.2684,-0.31389
1.4768,-0.73106,-0.25529,-0.16816,2.7626,-0.011598,0.34118
1.2912,-2.5577,0.11317,2.3368,0.020863,-0.011598,0.50363
0.002447,-0.93516,0.98229,2.3458,-2.8385,-0.011598,0.55012
0.015947,0.20095,1.8063,-0.71498,-0.60261,-0.011598,0.82776
0.57012,-0.12103,1.7304,-1.6136,-0.27826,-0.011598,0.82463
-0.25937,0.12741,0.49567,-0.97239,-0.13747,-0.011598,-0.21968
-1.9284,0.19097,-1.169,-1.0575,-0.019446,-0.011598,-1.6515
-1.8667,0.042567,-1.9706,-0.40925,-0.075845,-0.011598,-1.644
-0.37327,0.20896,-1.3681,-0.067875,-0.032053,-0.011598,-0.31955
0.060278,0.13152,-0.31681,-0.40192,-0.034226,-0.011598,0.34773
-0.13136,-0.22191,0.086998,-0.24255,-0.17098,-0.011598,0.091565
0.26908,1.6586,-0.0066251,-0.0797,0.89384,-0.011598,-0.0065782
0.64857,2.649,0.060164,0.072013,0.7533,-0.011598,0.23707
1.3641,0.75468,-0.38465,-0.028528,-0.040644,2.4816,-0.48265
0.28289,0.75946,-0.11472,-0.028528,-0.040644,0.28241,-2.0346
-1.2875,0.48669,0.48508,-0.028528,-0.040644,-1.8845,-1.2782
-1.0488,0.16129,0.98017,-0.028528,-0.040644,-1.2585,0.13371
-0.33082,-0.17487,0.91599,-0.028528,-0.040644,-0.77076,0.1645
0.0034962,-0.49423,0.32704,-0.028528,-0.040644,-0.60075,0.12682
-0.25081,-0.62066,-0.12013,-0.028528,-0.040644,-0.149,0.027156
-0.52953,-0.49519,-0.20423,-0.028528,-0.040644,0.12364,0.055851
-0.31962,-0.27254,-0.57942,-0.028528,-0.040644,0.33876,0.9461
-0.15148,-0.064514,-1.34,-0.028528,-0.040644,0.24688,1.568
-0.0032499,0.15927,-1.5062,-0.028528,-0.040644,0.91398,0.74871
0.35107,0.39305,-0.6145,-0.028528,-0.040644,2.1983,-1.177
0.40378,0.52065,0.49726,-0.028528,-0.040644,1.1297,-1.7607
-0.073362,0.54239,-0.019801,1.0277,0.0067793,-0.6174,-0.40215
-0.073362,0.10189,0.91917,1.6965,0.73683,-0.66552,-0.19416
