"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.026511,1.2458,2.8447,0,0.10155,1.7188,2.6646,1.7429
0.024299,1.1783,1.1207,0,0.66279,4.0527,2.5919,2.6884
0.014746,0.23446,0,0.15271,2.8376,1.4144,2.6646,2.6656
0.031885,0.23446,0,1.069,3.5392,0.24748,2.3859,2.4947
0.027226,0.23446,0,3.0542,3.5392,0.09527,2.6767,2.8137
0,0.23446,0,3.665,2.2764,0.09527,2.7494,3.1668
0.0083211,0.099623,0.17809,3.0542,1.224,0.24748,2.81,3.1099
0.021492,0.099623,0.00091805,1.6798,0.80311,0.24748,2.7373,1.4353
0.013587,0.099623,4.918e-07,0.53448,0.73295,0.09527,2.701,1.2872
0.019099,0.099623,4.127e-10,0.076354,0.31201,0.09527,2.6404,1.2758
0.031603,0.099623,7.0181e-07,0.076354,0.03139,0.09527,2.7979,1.367
0.022449,0.099623,0.0021731,0,0.03139,0.09527,2.6646,1.2303
0.024412,0.84125,2.7677,0,0.03139,1.0085,2.5555,1.4923
0.35748,0.15042,3.1156,0,0.03139,1.6173,3.016,1.7885
2.2087,0.13428,1.1207,0,1.0136,3.799,2.907,3.5313
2.5172,0.12711,0.070067,0.22906,2.1361,1.11,3.0524,3.3833
2.1779,0.063188,0.070068,0.9926,3.0481,0.50116,3.2342,3.9073
2.4761,0.11191,0,2.6724,3.2586,0.19674,2.8827,3.725
2.6407,0.1206,0,4.1231,1.9958,0.09527,2.9797,3.4174
2.219,0.040341,0.10685,4.1231,1.0837,0.09527,3.2099,3.3035
0.46032,0.17833,0.00099053,2.2143,0.45233,0.09527,3.1493,1.6859
0.090076,0,5.563e-07,0.68719,0.10155,0.09527,3.1009,1.1391
0.028368,0.068209,4.4974e-10,0.38177,0.03139,0.09527,3.1736,1.2986
0.018084,0.12749,7.174e-07,0.15271,0.03139,0.09527,2.8827,1.2872
0.018084,0.12209,0.00229,0,0.03139,0.09527,3.2099,1.3442
0.46032,0.031509,2.9078,0,0.03139,1.3129,2.8464,1.5948
0.4089,1.3806,3.0479,0,0.1717,1.8203,0.0099453,1.5948
1.8899,1.1109,0.84051,0.076354,1.0136,3.799,0.01241,2.3808
