"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.090496,0.98464,2.8774,0.96288,0.63639,1.8126,1.6731,2.1682
0.031108,2.8096,1.3623,0.19258,0.51502,4.0293,1.8567,1.8429
0.12704,2.9556,0.14345,0.57773,1.1461,1.7644,1.6731,0.36136
0.0055547,3.1381,0,0.19258,1.9229,0.4151,0.93869,0.036136
0.043644,2.8826,0,0.96288,2.7967,0.31872,0.66329,0.18068
0,3.2111,0,1.5406,2.9423,0.31872,0.43379,0.072272
0.056516,2.5176,0.14584,2.3109,3.355,0.31872,0.43379,0.036136
0.051824,1.7511,0.0011376,3.6589,3.1608,0.4151,0.38789,0.10841
0.06087,1.3496,5.2821e-07,2.3109,2.918,0.31872,0.34199,0.14454
0.025892,0.91164,4.4413e-10,2.5035,2.9423,0.60785,0.43379,0.9034
0.047199,0.43715,7.4237e-07,2.1183,2.7724,0.89699,0.47969,0.86727
0.010684,0.40065,0.0022963,1.7332,2.5054,0.36691,0.43379,1.2286
0.024666,0.65615,3.0484,1.348,1.7287,2.3427,0.66329,1.8791
0.4167,0.086773,2.808,0,0.029565,1.7644,2.3157,0.25295
2.078,0.027865,0.86041,0,0.029565,3.5956,2.0403,0.65045
2.078,0.12584,0.21518,0,0.029565,0.99337,1.3518,0.795
2.4171,0,0,0,0.029565,0.55966,1.3059,0.75886
2.7561,0.059396,0,0,0.029565,0.22234,1.2141,1.5539
3.2308,0.11404,0,0,0.029565,0.12596,1.5813,2.4211
2.451,0.060554,0.072922,0,0.029565,0.22234,2.8206,2.6741
0.3489,0.1229,0.0011129,0,0.029565,0.12596,4.5648,1.7345
0.077658,0.061441,5.9423e-07,0,0.029565,0.12596,5.5286,0.795
0.043753,0.11012,4.8205e-10,0,0.029565,0.12596,4.8401,0.18068
0.043753,0.095767,7.6632e-07,0,0.029565,0.12596,4.2435,0.10841
0.043753,0.062588,0.0023442,0,0.029565,0.12596,2.7747,0.072272
0.24718,0.045928,3.1559,0,0.029565,1.8608,2.178,0.43363
1.4678,0.65615,3.016,0.38515,0.8063,1.5716,0.12443,5.0591
5.8415,2.1526,1.3623,0.19258,0.46648,4.3184,0.19439,5.9625
3.3325,2.3716,0.14345,0.38515,0.92766,2.5354,0.18011,1.9152
2.9935,2.5176,0,0.38515,1.3403,1.0897,0.17212,1.3732
2.3493,2.0431,0,2.1183,1.8986,1.1379,0.062799,1.1202
2.078,1.2766,0,1.5406,2.3355,0.94518,0.10234,1.59
2.5527,1.7511,0.14584,2.8886,2.1413,1.1379,0.088036,1.4093
0.65404,1.0576,0.0011129,1.9258,2.2869,0.8488,0.12932,0.86727
0.17937,0.58315,6.0248e-07,1.9258,2.4083,0.80061,0,0.72272
0.043753,0.47365,4.8205e-10,2.6961,1.8258,0.89699,0.15242,1.1202
0.043753,0.36415,7.5035e-07,1.9258,1.4617,0.51147,0.12944,1.4816
0.043753,0.25466,0.0022963,1.348,1.1461,0.51147,0.13027,2.385
0.99308,0.47365,2.6539,1.5406,0.92766,1.3307,0.060988,3.7943
0.62013,0.36415,2.9467,1.348,0.0657,0.0738,1.1223,2.2043
2.4171,1.2036,1.2189,1.7332,0.0067393,0.072979,1.9485,2.1682
1.4678,0.87514,0.2869,0.7703,0.048865,0.13558,2.1321,0.65045
1.0948,0.83864,0.14345,0.38515,0.038573,0.16827,1.4895,0.072272
1.1965,1.0211,0,0.19258,0,0.099881,1.0305,0.43363
1.366,2.3716,0,0.38515,0.024764,0.12124,0.89279,0.25295
1.1965,2.4081,0.10938,0.57773,0.01926,0.11647,0.75509,0.32523
0.3489,1.8971,0.00093978,1.5406,0.061036,0.16426,0.25019,0.14454
0.043753,1.3496,5.117e-07,2.1183,0.014351,0,0.2043,0.72272
0.043753,1.0576,4.3872e-10,1.7332,0.036956,0.1371,0.29609,1.0479
0.043753,0.65615,7.1842e-07,2.8886,0.0026128,0.18096,0.38789,1.6261
0.043753,0.54665,0.0022485,2.1183,0.008269,0.097803,0.80099,1.0118
0.68794,0.54665,3.1559,0.7703,0.030863,0.045279,1.3059,2.3488
0.043753,0.29116,0,0.57773,0.92766,0.17415,1.6731,1.0479
0.043753,0.18166,0,0.19258,0.70921,0.22234,1.9026,0.75886
0.043753,0.29116,0,0.38515,0.41793,0.12596,2.3616,0.83113
0.043753,0.83864,0,0,0.29657,0.17415,2.3157,0.61431
0.043753,1.7511,0,0,0.22375,0.12596,1.9485,0.36136
0.043753,2.0431,0,0.19258,0.27229,0.31872,1.26,0.28909
0.043753,2.6271,0,0.7703,0.41793,0.27053,1.0764,0.21682
0.043753,3.2111,0,0.57773,0.90339,0.27053,0.61739,0.21682
0.043753,2.9921,0,1.348,1.3403,0.36691,0.52559,0.14454
0.043753,2.2256,0,1.7332,1.8258,0.55966,0.47969,0.32523
0.043753,1.4226,0,0.7703,2.2627,1.1379,0.43379,0.57818
0.043753,1.0211,0,2.1183,2.2869,0.80061,0.38789,0.72272
0.043753,0.80214,0,2.3109,2.2384,0.51147,0.47969,1.4454
0.55232,0.61965,2.8774,1.1555,0.90339,1.7644,1.26,2.3488
2.8917,2.1526,1.5057,1.1555,0.83057,4.7521,1.719,2.5295
1.9085,2.1526,0.071726,0.57773,1.1218,1.4753,1.4895,0.86727
1.1287,2.1161,0,1.348,1.7772,0.46329,1.2141,0.50591
1.0948,1.9336,0,1.1555,2.3112,0.65604,0.43379,0.54204
1.6373,2.5176,0,0.96288,2.5297,0.70423,0.52559,1.1202
1.4338,2.1161,0.14584,2.1183,2.9423,0.89699,0.52559,1.2286
0.21328,1.4591,0.0011376,2.8886,3.0394,1.0416,0.34199,0.65045
0.077658,1.0211,5.6122e-07,2.8886,2.6025,0.51147,0.43379,0.86727
0.043753,0.61965,4.5497e-10,3.4664,2.3355,0.46329,0.75509,1.3732
0.043753,0.40065,7.5035e-07,2.8886,1.8015,0.46329,1.3977,1.6261
0.043753,0.32765,0.0023442,1.9258,1.316,0.17415,1.8108,1.6261
0.68794,0.54665,2.9408,1.5406,0.90339,2.1499,1.9026,2.4211
0.78966,0.80214,2.9814,0.57773,1.4617,1.7162,1.5354,3.1438
2.5188,3.2111,1.2193,0.96288,1.1461,4.5112,2.2239,2.5295
1.1287,3.2111,0,0.7703,1.7287,1.2343,1.5354,0.43363
0.45061,2.9191,0,1.7332,1.9471,0.51147,1.2141,0.21682
0.45061,2.5541,0,1.5406,2.1413,0.31872,0.84689,0.25295
