"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.0062364,0.30405,2.8732,1.444,0.84967,1.4911,1.8428,1.7621
0.054677,1.5079,0.807,1.2635,0.72945,3.4947,2.3024,0.86149
0.070686,1.8219,0.07339,0.90252,1.2103,0.83997,2.0981,0.15663
0.013916,1.7172,0.07339,0.72202,1.9797,0.48934,1.1788,0.078317
0.050904,2.3191,0,1.6245,2.124,0.23889,0.97447,0.039159
0.057034,2.2406,0,1.6245,2.4847,0.13871,0.61694,0
0.011506,1.534,0.33576,1.9855,2.7492,0.73979,0.31048,0.11748
0.047599,1.063,0.0011893,2.5271,2.7492,0.43925,0.36156,0.078317
0.07092,0.93213,6.0801e-07,3.0686,2.4606,0.38916,0.56586,0.70485
0.0008185,0.48724,4.6552e-10,3.0686,2.3164,0.28898,0.56586,0.78317
0,0.33022,7.5142e-07,3.2491,1.8595,0.33907,0.66801,1.0964
0.032011,0.22554,0.0023251,2.3466,1.9317,0.28898,1.332,1.5272
0.036317,0.33022,3.2291,1.6245,1.4027,1.6414,1.5363,1.9579
0.55269,0.091596,2.8732,0,0.0081316,1.5913,1.332,1.0573
2.4862,0.057208,0.88036,0,0.0081316,3.3945,1.0766,2.1146
2.662,0.09086,0.14678,0,0.0081316,0.78988,3.0175,2.4278
2.9081,0.031865,0.14678,0,0.0081316,0.38916,3.5282,1.8013
2.8026,0.073566,0,0,0.0081316,0.1888,3.9369,1.2139
2.5917,0.024095,0,0,0.0081316,0.038528,3.3239,0.90065
2.0292,0.12199,0.14923,0,0.0081316,0.23889,3.5282,0.74401
0.48238,0.073123,0.0010375,0,0.0081316,0.1888,3.3239,0.19579
0.095676,0.014609,5.6579e-07,0,0.0081316,0.13871,2.8132,0.23495
0.025366,0.032554,4.4335e-10,0,0.0081316,0.088618,2.0471,0.35243
0.025366,0.095341,7.1875e-07,0,0.0081316,0.038528,1.7406,0.31327
0.025366,0,0.0022517,0,0.0081316,0.038528,1.2809,0.54822
0.51754,0.050505,3.009,0,0.0081316,1.391,1.4341,1.1748
1.08,0.51341,2.9086,0.36101,0.27262,1.4911,0.10509,4.4249
4.4549,2.0836,0.88036,0.1805,0.41688,4.2962,0.17745,3.9159
2.1347,1.9004,0,0.36101,1.2825,1.3409,0,1.5663
1.7128,2.0313,0,0.90252,2.0759,0.73979,0.137,0.9398
1.8886,1.9004,0,1.083,2.0278,0.99023,0.2006,0.97896
1.8534,1.7957,0,1.6245,2.5087,0.83997,0.16944,0.9398
1.8183,1.5864,0.22384,1.805,2.8934,0.94014,0.21524,0.74401
0.34176,1.1677,0.0014171,2.3466,2.9175,1.4911,0.13835,0.43074
0.095676,0.61809,6.4179e-07,2.3466,2.7732,0.58952,0.081862,0.4699
0.060521,0.40873,4.8769e-10,2.7076,2.6049,0.89005,0.14576,1.2139
0.025366,0.25171,7.5142e-07,1.9855,2.2202,0.73979,0.18295,1.9579
0.025366,0.19937,0.0023006,0.90252,1.4508,0.43925,0.088155,2.4278
1.3261,0.59192,3.1924,0.36101,0.84967,1.441,0.122,4.5815
0.58785,0.38256,2.7668,0.36101,0.037041,0.10485,2.9153,1.4489
1.7831,2.3453,1.1005,0.54151,0.023346,0.093426,2.6089,0.86149
1.08,2.3191,0.22017,0.90252,0.021871,0.021202,1.7917,0.23495
0.65816,2.1621,0,1.6245,0.0072786,0.06982,1.3831,0
0.55269,2.3715,0,1.444,0.0326,0.10579,0.61694,0.039159
0.65816,2.0836,0,1.9855,0,0.072329,0.61694,0.19579
0.58785,1.2985,0.074613,1.9855,0.030474,0,0.56586,0.11748
0.060521,0.85362,0.0012399,1.805,0.013878,0.045999,0.56586,0.35243
0.025366,0.56575,5.9957e-07,1.9855,0.024775,0.10512,0.31048,0.43074
0.025366,0.4349,4.766e-10,1.444,0.011068,0.073987,0.56586,1.1356
0.025366,0.27788,7.5959e-07,0.72202,0.028,0.012347,0.82124,1.3705
0.025366,0.1732,0.0023496,1.444,0.0062644,0.068122,1.332,1.723
0.9394,0.51341,3.0457,0.72202,0.01426,0.12298,2.0981,2.1537
0.025366,0.22554,0,0.54151,0.84967,0.13871,1.996,2.3104
0.025366,0.14703,0,0.1805,0.5371,0.038528,2.8643,1.0573
0.025366,0.1732,0,0,0.39284,0.038528,3.8858,0.74401
0.025366,0.56575,0,0,0.24857,0.038528,3.4261,0.50906
0.025366,1.7172,0,0,0.1524,0.13871,2.66,0.19579
0.025366,2.9472,0,0,0.34475,0.038528,1.6384,0.23495
0.025366,4.0202,0,0.36101,1.1863,0.28898,1.1788,0.078317
0.025366,4.9361,0,0.90252,2.0519,0.28898,0.77016,0
0.025366,5.0932,0,1.083,2.4366,0.48934,0.46371,0
0.025366,4.3081,0,1.444,3.1098,0.83997,0.20833,0.039159
0.025366,4.0987,0,2.5271,3.3983,1.0904,0.15726,0.15663
0.025366,3.2613,0,2.3466,3.23,1.1906,0.10618,0.11748
0.025366,2.293,0,3.7906,2.9896,0.63961,0.10618,0.078317
0.55269,0.85362,2.9441,0.1805,0.94585,2.0421,1.8428,2.3104
1.8534,1.8742,1.0271,0.1805,1.1863,2.9437,1.6895,1.3705
1.08,1.9528,0.29356,0.72202,1.8595,1.6915,1.6384,0.31327
0.79878,2.0574,0.14678,1.6245,2.6289,0.83997,1.2298,0.15663
0.58785,1.2462,0,3.0686,3.0136,0.48934,0.51478,0.11748
0.90425,0.72277,0,3.4296,3.0136,0.1888,0.51478,0.23495
1.3964,0.48724,0.074613,3.0686,2.4606,0.78988,0.41263,1.488
0.41207,0.19937,0.00096158,3.2491,2.0278,0.33907,0.66801,1.8796
0.16599,0.12086,5.6579e-07,1.9855,1.3306,0.23889,1.1277,3.6809
0.025366,0.094688,4.5443e-10,0.72202,0.65732,0.088618,3.9369,3.0544
0.025366,0.12086,7.1875e-07,0.36101,0.46497,0.038528,3.8347,0.62654
0.025366,0.51341,0.0023251,0,0.34475,0.038528,3.9879,0.27411
0.44723,1.4294,2.9723,0,0.22453,1.7917,3.4261,0.23495
0.48238,0.30405,2.8732,1.083,0.68137,1.8919,2.1492,1.8796
2.1698,2.1621,1.1008,0.36101,0.70541,4.8471,2.5067,1.5663
1.1855,2.2145,0.51373,0.36101,1.3306,1.5412,1.8938,0.4699
0.623,2.45,0,0.72202,1.8355,0.38916,1.4341,0.078317
0.41207,2.293,0,1.444,2.1,0.1888,0.92339,0.078317
0.30661,1.9004,0,1.444,2.7251,0.1888,0.56586,0.039159
0.44723,1.9789,0,1.805,2.6289,0.48934,0.36156,0.39159
0.72847,1.534,0,1.6245,2.4125,0.78988,0.25941,0.27411
1.0449,0.98447,0,3.2491,2.5568,0.48934,0.36156,0.58738
1.6073,0.93213,0,2.8881,2.7732,0.53943,0.46371,0.82233
2.3456,1.1153,0,2.8881,2.7492,0.38916,0.51478,2.1537
3.0136,0.64426,0,3.0686,2.7732,0.48934,1.2298,3.0544
2.5565,0.51341,0,1.9855,2.4366,0.38916,2.4046,2.5061
1.0449,0.59192,3.1215,0.72202,0.82563,1.7917,2.4557,2.7803
2.6972,2.0574,0.88008,0.72202,0.63328,3.7452,2.4046,1.6447
1.291,1.6387,0.264,0.72202,1.0901,1.0403,1.7406,0.27411
0.2363,1.0368,0.0011384,0.90252,1.8114,0.23889,1.2298,0.19579
0.025366,0.72277,5.9578e-07,0.54151,1.6912,0.38916,0.87231,0.35243
0.025366,0.4349,2.4196e-10,1.805,1.4989,0.13871,0.87231,0.4699
0.025366,0.30405,8.5543e-14,2.3466,1.3306,0.23889,0.66801,0.6657
0.025366,0.19937,0,0.90252,0.96989,0.23889,1.1788,1.6447
0.025366,0.22554,8.904e-14,1.2635,0.56115,0.038528,1.7917,1.2139
0.025366,0.25171,2.6702e-10,0.36101,0.36879,0.088618,1.9449,0.9398
0.025366,0.93213,8.0859e-07,0.36101,0.27262,0.038528,1.6895,0.4699
0.025366,1.377,0.0024475,0,0.20048,0.088618,1.6895,0.58738
0.69331,2.2145,3.009,0.1805,0.39284,1.5913,1.3831,0.39159
1.08,0.46107,2.8022,1.2635,1.4027,1.6915,0.97447,2.5453
3.2948,1.3508,1.3205,0.90252,1.0901,4.5466,1.996,3.6417
2.2401,1.9789,0.14673,0.36101,1.1863,1.6414,1.6895,1.1356
0.86909,1.3508,0.075225,0.90252,1.6431,0.48934,1.2809,0.43074
0.13083,0.9583,0.0011064,1.6245,1.9317,0.43925,1.0255,0.15663
0.025366,0.46107,5.6672e-07,1.083,1.8355,0.33907,0.77016,0.9398
0.025366,0.30405,2.263e-10,1.083,1.6191,0.33907,1.0255,0.9398
0.025366,0.19937,8.2712e-14,1.2635,1.2103,0.28898,1.332,1.2139
0.025366,0.35639,8.3544e-14,0.72202,0.99394,0.23889,1.4852,1.0181
0.025366,0.72277,2.5885e-10,0.54151,0.58519,0.13871,1.5874,1.3705
0.025366,0.82745,7.9226e-07,0.1805,0.46497,0.088618,1.4341,0.6657
0.025366,0.82745,0.0023985,0,0.5371,0.28898,1.0766,0.70485
0.48238,1.6387,2.6787,0.36101,0.39284,2.0421,1.2809,1.2139
0.79878,0.61809,3.086,2.166,1.6191,1.6915,0.97447,2.2712
3.5409,0.74894,1.1738,1.2635,1.2344,4.4965,1.3831,3.0152
2.1698,1.0891,0.22017,0.72202,0.99394,1.5913,1.996,1.8796
1.748,1.0891,0,0.54151,1.2584,0.6897,2.1492,0.74401
1.5019,1.4555,0.075021,1.2635,1.1142,0.23889,1.6895,0.23495
0.41207,1.1415,0.00094674,1.083,1.4027,0.38916,1.0766,0.31327
0.13083,0.82745,5.8919e-07,1.2635,1.4267,0.28898,0.87231,0.62654
0.025366,0.77511,2.3359e-10,1.2635,1.6672,0.28898,0.97447,1.1356
0.025366,0.56575,1.7047e-13,1.2635,1.6912,0.43925,0.77016,1.0181
0.025366,0.48724,2.5885e-10,1.9855,1.547,0.23889,1.2298,1.8405
0.025366,0.27788,7.8409e-07,1.2635,1.1382,0.28898,1.8428,1.5272
0.025366,0.1732,0.0023741,0.36101,0.60923,0.13871,2.711,1.6055
0.79878,0.98447,2.8622,0.1805,0.5371,1.7416,2.9153,0.78317
0.41207,0.77511,2.8732,1.083,1.5229,2.1423,1.1277,2.1537
2.4159,1.9789,0.807,0.36101,1.6191,3.5448,1.2298,2.5061
1.08,1.9528,0.07339,0.1805,2.0519,1.441,1.6384,0.6657
0.51754,1.9789,0,1.9855,2.3164,0.38916,1.1277,0.39159
0.623,1.6649,0,3.2491,2.5808,0.088618,0.87231,0.11748
0.86909,1.0368,0,3.2491,3.0136,0.33907,0.56586,0.11748
1.537,0.74894,0,1.9855,3.0136,0.088618,0.61694,0.74401
3.1893,0.72277,0,3.2491,2.4606,0.43925,0.66801,1.8796
4.0682,0.74894,0,3.2491,2.1961,0.13871,0.87231,3.9159
2.6269,0.72277,0.111,1.6245,2.1,0.13871,2.3535,2.6236
0.58785,0.48724,0.0012447,1.444,2.0278,0.48934,2.9664,0.39159
0.13083,0.59192,0.0018852,1.9855,1.6191,0.23889,2.5067,0.58738
0.41207,0.6966,2.7154,1.6245,1.0901,1.391,1.8938,0.90065
