"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.083699,2.5822,-1.6695,-1.9986,2.4602,0.40126,0.7661
-0.083699,1.3896,-0.0096567,1.2209,-0.017994,0.33605,-1.7788
-0.083699,-0.10685,-0.02754,1.6946,-2.8578,-1.2542,-1.4964
-0.083699,-0.15173,-0.11665,2.7297,-0.35809,-1.1192,0.22174
-0.083699,-0.079724,1.6407,1.1566,-0.07859,-0.34888,-0.0088944
-0.083699,0.010749,0.20233,0.53533,-0.075922,-0.31185,-0.26283
-0.083699,-1.7426,2.6553,0.77104,0.016705,0.14774,0.1821
-0.083699,-0.77372,-0.43547,-1.3914,-0.045787,-0.20906,-0.21153
-0.083699,-0.70288,-1.5023,0.10585,-0.14089,0.11223,0.6836
-0.083699,-0.86944,0.50344,-0.39336,0.66108,0.25461,0.65705
-0.083699,-0.54435,-1.0665,-0.39522,-0.76005,-0.073603,-0.28528
-0.083699,0.1179,-0.5177,-1.5948,0.92219,0.1506,1.136
-0.083699,0.54128,-0.44322,-1.9817,1.2135,0.68964,0.15842
2.13,-0.097121,-0.04333,-0.041578,2.3286,0.17489,0.1295
0.93016,-0.097121,-0.04333,-0.041578,-0.70855,-1.3934,0.6251
-0.2703,-0.097121,-0.04333,-0.041578,-2.3007,-0.78546,-0.29212
0.6204,-0.097121,-0.04333,-0.041578,0.11155,0.15058,0.51609
0.26146,-0.097121,-0.04333,-0.041578,-0.51902,-0.16406,1.2761
0.37724,-0.097121,-0.04333,-0.041578,0.088,1.8775,0.95706
-2.6631,-0.097121,-0.04333,-0.041578,-0.092097,3.1502,-0.598
-1.7258,-0.097121,-0.04333,-0.041578,-0.11358,3.7043,-1.5478
0.18359,-0.097121,-0.04333,-0.041578,-0.087544,-0.26483,-1.0864
-0.30117,-0.097121,-0.04333,-0.041578,0.072591,-1.4016,-0.47575
