"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.025266,0.79893,0.095021,2.9408,0.32706,0.11535,0.29276,2.6504,3.417,0.040454
0.15532,1.2356,1.0452,0.80609,0.19623,0.18416,3.4033,2.6504,2.4748,0.13485
0,1.1483,1.1402,0,0.22894,1.0443,3.1501,2.367,3.1478,0.14833
0.17486,1.1919,1.5203,0,0.45788,1.9043,2.3544,2.1403,2.8786,0.28318
0.16714,0.92992,1.0452,0,1.0466,2.042,1.5948,1.7435,2.3403,0.25621
0.074095,0.66793,0.76017,0,1.4063,1.2851,0.87146,1.5734,2.2057,0.45848
0.221,0.62426,0.4751,0.11179,1.7334,0.76903,0.29276,1.5734,0.99434,0.90348
0.13134,0.66793,0.28506,0.0010869,1.4063,0.28737,0.075745,1.8002,1.3981,0.87651
0.13527,0.49327,0.19004,5.5672e-07,0.85034,0.25297,0.075745,2.367,1.6673,0.49894
0.13933,0.53693,0,4.4839e-10,0.5887,0.11535,0.075745,3.1039,1.5327,0.31015
0.28687,0.49327,0,7.0162e-07,0.39247,0.046547,0.075745,2.367,1.9365,0.25621
0.030441,0.62426,0,0.0022247,0.22894,0.046547,0.075745,2.0269,2.2057,0.24273
0.1519,0.84259,0.19004,2.8956,0.13082,0.046547,0.25659,1.8568,2.6094,0.18879
0.11801,0.12373,0,2.9762,0.13082,0.046547,0.40127,2.0836,2.6094,0.52591
0.46049,0.15725,0,0.87937,0.065411,0.046547,2.7522,2.9339,2.4748,0.56636
0.255,0.038686,0,0.073307,0.065411,0.39058,3.0054,2.9339,2.6094,0.41803
0.1865,0,0,0,0.098117,0.70022,1.6672,2.6504,2.8786,0.31015
0.11801,0.10961,0,0,0.098117,0.76903,1.0523,2.4804,2.4748,0.25621
0.1865,0.17461,0,0,0.29435,0.59701,0.4736,2.5371,2.2057,0.22924
0.255,0.12767,0,0.07453,0.5887,0.5282,0.29276,1.9702,2.6094,0.29666
2.3784,0.053179,0,0.00088467,0.35976,0.18416,0.11191,1.46,1.5327,0.41803
2.5154,0.18449,0,5.1454e-07,0.29435,0.046547,0.075745,1.0065,1.5327,0.68772
1.7619,0.15899,0,4.2071e-10,0.13082,0.046547,0.075745,1.7435,1.2635,0.87651
1.351,0.11548,0,7.1794e-07,0.032706,0.046547,0.075745,2.7071,1.1289,0.57985
1.1455,0.24264,0,0.0022003,0.032706,0.080951,0.075745,3.274,1.6673,0.29666
0.1865,0.10786,0,2.8956,0.032706,0.046547,0.18425,3.5007,2.6094,0.13485
0.73448,0.3186,0,2.8699,0,0.080951,0.25659,0.064562,0.05798,2.2789
1.2825,0.79893,0.095021,0.95265,0,0.18416,3.331,0.15167,0.19878,3.7623
1.488,0.84259,0.19004,0.14661,0,1.0099,3.0416,0.044106,0.20259,4.0589
1.8304,0.66793,0.19004,0.073307,0.22894,1.5603,2.3182,0.10465,0.31781,3.951
3.2689,0.66793,0.19004,0,0.75223,1.9388,1.4863,0.14972,0.053063,4.5444
3.2004,0.53693,0.095021,0,1.1447,1.7667,0.83529,0.11593,0.37321,4.9894
2.0359,0.49327,0.095021,0.14906,1.7988,0.90664,0.3651,0,0.17927,5.0703
5.6663,0.36227,0.095021,0.0010363,1.1447,0.32178,0.075745,0.12011,0.12821,4.2747
5.8718,0.3186,0,5.9889e-07,0.68682,0.18416,0.075745,0.16189,0.2157,3.2633
4.2278,0.27494,0,4.3732e-10,0.39247,0.11535,0.075745,0.058538,0.20699,2.9666
2.7894,0.27494,0,7.1794e-07,0.19623,0.11535,0.075745,0.057507,0.35811,2.8048
2.1044,0.23127,0,0.0022247,0.16353,0.080951,0.075745,0.062405,0.1716,2.6835
0.93998,0.18761,0,2.8956,0.098117,0.046547,0.3651,0.056952,0,2.4677
0.1865,1.1483,2.4705,2.9408,0.19623,0.010562,0,0.32631,0.45597,0.40454
0.46049,2.1962,1.9004,0.95265,0.13082,0.03405,0.10246,0.60974,0.45597,1.1597
0.255,2.9386,2.3755,0.14661,0.22894,0.10062,0.13822,1.0065,0.32138,1.4159
0.11801,3.4625,2.7556,0,0.39247,0.021048,0.057199,1.5734,0.59056,0.94393
0.1865,3.0259,2.5656,0,0.45788,0.073193,0.091572,1.5734,0.59056,0.57985
0.11801,2.6329,2.8506,0,0.29435,0.012648,0.066098,1.1766,0.72515,0.445
0.255,2.5019,2.6606,0.037265,0.32706,0.057693,0.068298,0.89317,0.99434,0.3506
1.2825,1.5412,3.0407,0.0011627,0.19623,0.067987,0.0088545,0.55305,0.85975,0.45848
1.2825,1.4102,2.3755,6.3263e-07,0.29435,0.088527,0.033268,0.60974,0.72515,0.53939
1.077,1.2793,1.6154,4.8714e-10,0.29435,0.08696,0.081755,0.66642,0.45597,0.67424
0.66599,1.1046,1.1402,7.5057e-07,0.19623,0,0.039672,0.83648,0.45597,0.57985
0.52899,0.75526,0.85519,0.0023714,0.098117,0.07926,0.06859,0.89317,0.32138,0.7956
0.255,0.75526,0.76017,3.1889,0.098117,0.014532,0.031798,1.6301,0.45597,0.87651
0.66599,1.2356,0,0,0.13082,0.11535,0.075745,2.1403,2.744,0.10788
0.392,2.0216,0.66515,0,0.098117,0.25297,0.11191,1.7435,3.0132,0.080909
0.255,2.7639,1.5203,0,0.065411,0.5626,0.11191,1.2333,2.6094,0.02697
