"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.042434,1.4471,2.9968,0.35685,1.675,1.4309,0.39646,0.19852
0.0032164,0.49306,0.72071,1.0057,3.0451,3.7693,0.13744,0.59556
0.057947,0.23288,0.072097,2.2384,3.7142,1.6647,0.35946,1.4077
0.03131,0.11724,0,3.1468,3.3,0.26162,1.6546,2.1296
0.025368,0.11724,0,4.2173,2.153,0.074539,2.8387,1.0467
0.043245,0.088326,0,3.3738,1.5476,0.074539,3.0977,0.30681
0,0.059416,0.25655,3.2116,1.0378,0.35516,3.5047,0.10828
0.052434,0.030506,0.0014418,1.6869,0.55988,0.16808,2.6537,0.054142
0.015335,0.030506,6.3049e-07,0.64882,0.36871,0.074539,2.1356,0.036095
0.030522,0.26179,5.0087e-10,0.35685,0.27312,0.074539,1.5436,0.054142
0.036299,0.75325,7.6225e-07,0.097323,0.17754,0.074539,1.1735,0.054142
0.027756,2.0542,0.0023082,0.097323,0.2094,0.12131,0.54447,0.21657
0.039629,2.9215,2.956,0.097323,0.78291,1.2438,0.47047,0.14438
0.43024,0.032148,2.9271,0,0.050094,1.5712,1.5066,0.25266
2.0853,0.054656,1.4414,0,0.33685,4.6579,1.9506,1.1009
1.3696,0.0081288,0.21629,0.1622,1.4839,1.4309,2.3576,0.57752
1.5262,0,0,1.2003,1.7388,0.16808,2.2096,0.25266
1.2801,0.011417,0,2.1411,1.5157,0.12131,1.8026,0.23462
1.3472,0.036244,0,2.0438,1.0059,0.074539,1.5806,0.30681
1.4814,0.056514,0.25655,1.8816,0.68732,0.21485,1.6916,0.50533
0.25131,0.023528,0.0011684,1.0705,0.40057,0.21485,1.6176,0.54142
0.11712,0.099602,6.056e-07,0.48661,0.30499,0.12131,1.5436,0.32485
0.027652,0.058381,4.6276e-10,0.1622,0.30499,0.074539,1.6546,0.18047
0.027652,0.084735,7.3016e-07,0.12976,0.2094,0.074539,1.7286,0.21657
0.027652,0.024859,0.0023082,0.1622,0.17754,0.074539,1.0625,0.16243
0.38551,0.014428,2.9199,0.12976,0.11382,1.5244,0.8775,0.32485
0.78809,0.49306,2.9271,0,0.050094,1.3373,0.035384,3.032
4.143,0.69543,0.93693,0,0.17754,3.2081,0.021158,4.8547
4.143,0.26179,0.072097,0,0.68732,1.7582,0.067022,3.411
4.2995,0.059416,0,0.19465,0.94222,0.40193,0.10383,4.2953
