"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.062701,0.24817,2.7287,0.98802,0.94748,1.815,2.0083,2.8398
0.075875,0.82128,0.86826,0.79041,0.70082,3.4867,2.5323,2.3914
0.11506,0.82128,0.07238,0.39521,0.82415,1.2404,1.3271,0.52313
0.082669,0.63024,0,0.39521,1.0215,0.40452,1.1175,0.74733
0.034652,0.90088,0,0.39521,1.3175,0.19555,0.80309,0.52313
0.095134,0.90088,0,0.59281,1.6381,0.30003,0.6459,0.4484
0.17221,1.0442,0.22076,0.79041,1.6381,0.35227,0.4887,0.67259
0.07918,0.69392,0.00097331,1.1856,2.2301,0.56124,0.3315,0.4484
0.094315,0.40736,5.247e-07,3.5569,2.4274,0.45676,0.2791,0.74733
0.12506,0.29593,4.5912e-10,3.3593,2.3781,0.40452,0.4887,0.93416
0.050853,0.24817,7.3303e-07,2.9641,1.8601,0.35227,1.2747,1.2331
0,0.18449,0.0022207,1.7784,1.3175,0.19555,1.5367,1.1584
0.1223,0.20041,2.8952,0.98802,0.79949,1.0836,2.2179,2.0551
0.65019,0.031146,3.0086,0,0.034858,2.2329,1.6939,1.121
2.6988,0.037288,0.94061,0,0.034858,3.9046,2.2703,1.9057
2.5125,0.032604,0.14476,0,0.034858,1.1881,2.1655,2.0551
2.736,0,0.07238,0,0.034858,0.40452,2.5847,1.3452
2.3636,0.020904,0,0,0.034858,0.14331,4.1043,1.0089
1.9538,0.0030101,0,0,0.034858,0.038831,3.3707,0.70996
1.6186,0.0051371,0.14718,0,0.034858,0.24779,2.7943,0.2242
0.53845,0.037337,0.0011231,0,0.034858,0.091072,2.1655,0.41103
0.12874,0.022723,5.9132e-07,0,0.034858,0.038831,1.4843,0.1121
0.091489,0.026993,4.6458e-10,0,0.034858,0.038831,1.3795,0.41103
0.091489,0.015571,7.4914e-07,0,0.034858,0.038831,1.6415,1.0089
0.091489,0.042002,0.0023656,0,0.034858,0.038831,1.5891,0.56049
0.79918,0.011077,2.9314,0,0.034858,1.3448,2.2703,1.121
1.4696,0.24817,3.0436,0.39521,0.55283,1.3971,0.10805,4.9697
5.9765,0.86904,0.57884,0,0.45417,3.9569,0.090944,5.3434
4.1514,0.94863,0,0.59281,0.94748,1.3448,0.04496,3.064
2.9223,0.88496,0,0.59281,1.3421,0.71796,0.11295,1.8683
2.736,1.0282,0,1.3832,1.9834,1.1881,0.089321,1.6441
1.6559,1.2352,0,2.1736,2.3781,1.0836,0.031558,0.82206
1.8793,0.90088,0.14718,1.976,2.7974,0.92692,0.1016,1.0089
0.50121,0.53472,0.0012229,3.1617,2.8467,0.82244,0.021077,0.56049
0.12874,0.31185,5.7467e-07,1.1856,2.3534,0.66572,0,0.70996
0.091489,0.23225,4.5912e-10,2.3712,2.0328,0.71796,0.07191,1.6441
0.091489,0.16857,7.0887e-07,1.7784,1.4901,0.35227,0.084491,2.0925
0.091489,0.12081,0.0022449,1.3832,1.1201,0.091072,0.0021423,2.9146
1.3579,0.18449,3.0762,0.79041,0.84882,1.3971,0.1571,3.5124
1.2461,0.16857,2.7637,0.79041,0.010881,0.063451,2.1655,3.7366
3.6299,0.70984,0.65119,0.59281,0,0.054802,3.4231,3.1014
1.6186,0.9168,0,0.1976,0.030396,0.055083,2.7419,0.67259
0.68744,1.4421,0,0.79041,0.029949,0.067477,2.2179,0.14947
0.83643,1.4262,0,0.79041,0.023897,0.066176,1.3795,0.1121
0.53845,1.4581,0,1.7784,0.044315,0.087634,0.90789,0
0.31497,1.3944,0.18397,2.3712,0.022033,0.023347,0.75069,0.1121
0.16598,0.94863,0.0012978,2.3712,0.032934,0.072462,0.3839,0.1121
0.12874,0.678,6.3297e-07,2.9641,0.058347,0.12676,0.2791,0.2242
0.091489,0.42328,4.8645e-10,2.9641,0.0065012,0,0.2267,0.37366
0.091489,0.26409,7.572e-07,3.3593,0.044809,0.046395,0.2791,0.29893
0.091489,0.24817,0.0023414,2.5688,0.023812,0.061764,0.2791,0.70996
0.98542,0.18449,2.9314,1.7784,0.029288,0.13744,0.69829,2.8025
0.091489,0.21633,0,2.3712,1.6874,0.24779,1.4319,1.8683
0.091489,0.13673,0,1.5808,1.2188,0.24779,1.6415,1.7188
0.091489,0.088969,0,1.5808,0.77482,0.091072,2.8467,1.532
0.091489,0.088969,0,1.1856,0.45417,0.038831,3.1087,0.37366
0.091489,0.23225,0,0.1976,0.28151,0.038831,3.1611,0.14947
0.091489,1.2989,0,0,0.23218,0.038831,1.9559,0
0.091489,3.3048,0,0.1976,0.47884,0.14331,1.2223,0.037366
0.091489,4.7853,0,0.1976,1.4161,0.19555,0.85549,0.037366
