"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0,0.44325,2.7839,1.1662,1.0409,1.8266,0.36442,1.0407
0.027116,2.5852,0.98304,0.72886,1.1236,4.8164,0.64902,1.1378
0.039587,2.5563,0,0.29154,1.4543,2.0565,0.53259,0.58277
0.037459,2.4405,0,1.312,2.1364,1.1366,0.40323,0.36076
0.0021172,2.3537,0,2.0408,2.2191,0.9986,0.24799,0.30526
0.012806,2.3537,0,1.6035,2.4671,0.9986,0.17037,0.15263
0.0051139,1.9195,0.071413,1.312,2.5912,1.4126,0.11863,0.111
0.0058011,1.3695,0.00084768,2.4781,2.7359,1.0906,0.092754,0.055502
0.03508,0.90639,5.6577e-07,3.4985,2.7565,0.86061,0.092754,0.20813
0.031175,0.55904,4.4555e-10,2.7697,2.5085,0.67662,0.092754,0.20813
0.015058,0.35642,7.1919e-07,1.7493,2.2811,0.81461,0.092754,0.33301
0.037386,0.18274,0.002202,1.0204,1.6197,0.40063,0.24799,0.74927
0.032603,0.61693,2.915,1.0204,0.93757,1.4586,0.45497,1.2765
1.0229,0.075568,2.9197,0,0.048767,1.0906,3.3269,2.3449
3.9217,0.02784,1.1235,0,0.048767,4.4944,2.9388,4.7038
4.6174,0.042585,0.14048,0,0.048767,1.1826,2.9776,4.5373
4.4628,0.058408,0,0,0.048767,0.30864,3.2622,4.9674
4.4434,0.061274,0,0,0.048767,0.078653,3.4821,4.5789
4.4434,0.046041,0,0,0.048767,0.078653,3.5468,4.5789
3.6704,0.049339,0.035707,0,0.048767,0.12465,3.5726,4.2181
0.55915,0.050965,0.0010414,0,0.048767,0.17065,3.4174,1.9009
0.07603,0.041782,5.7385e-07,0,0.048767,0.078653,3.5468,1.665
0.018055,0,4.2434e-10,0,0.048767,0.078653,3.3139,1.7067
0.018055,0.060269,7.1137e-07,0,0.048767,0.078653,2.8741,1.665
0.018055,0.040058,0.0021785,0,0.048767,0.078653,2.8482,1.665
0.84902,0.069292,2.9853,0,0.048767,1.6886,3.0293,2.1784
0.63645,0.53009,2.7839,1.4577,0.81355,1.7346,0.021678,1.4292
2.4337,2.4984,0.98304,0.58309,0.48283,3.6665,0.024348,1.221
1.1389,2.5274,0.070242,1.1662,1.1029,1.9645,0.017571,0.36076
0.53983,2.5852,0,1.4577,1.5163,1.1826,0.02396,0.097128
0.5205,2.18,0,1.7493,2.0331,1.2286,0.019414,0.013875
0.63645,2.3537,0,3.0612,2.6325,0.76861,0.027414,0.041626
0.55915,1.7169,0.24995,2.1866,2.8185,1.0906,0.01354,0.1665
0.134,0.96428,0.0011383,2.0408,2.5292,1.0906,0,0.20813
0.03738,0.58798,5.9002e-07,2.0408,2.3845,0.49263,0.011489,0.51339
0.018055,0.41431,4.2964e-10,2.4781,2.0537,0.35464,0.0084405,0.51339
0.018055,0.29852,6.4884e-07,1.6035,1.599,0.26264,0.022478,0.72152
0.018055,0.24063,0.0021551,1.4577,1.2683,0.26264,0.010606,0.8464
0.65577,0.58798,2.8799,0.87463,1.0203,1.5506,0.033917,1.4569
0.4432,0.90639,2.9197,1.4577,0.04608,0.06725,0.015136,1.221
1.622,2.7879,1.1235,0.58309,0.058596,0.035311,0.015136,0.92965
0.53983,2.8168,0.28097,1.4577,0.047723,0.12967,0.015136,0.24976
0.5205,2.2668,0.070242,2.3324,0.013729,0.03137,0.015136,0.20813
0.86835,2.4984,0,2.7697,0.031336,0.11434,0.015136,0.15263
0.57848,2.3537,0,4.0816,0.0087179,0.12252,0.015136,0.069377
0.30793,2.8168,0.17853,3.0612,0.067989,0.057968,0.015136,0.055502
0.134,1.7458,0.0010657,3.207,0.042004,0.094845,0.015136,0.027751
0.018055,1.1669,5.981e-07,2.4781,0.061734,0,0.015136,0
0.018055,0.55904,4.6146e-10,2.3324,0.026292,0.073656,0.015136,0.027751
0.018055,0.35642,7.3483e-07,1.895,0.062847,0.1324,0.015136,0.36076
0.018055,0.21169,0.0022488,1.312,0,0.054926,0.015136,0.59664
0.73307,0.70377,2.7043,1.1662,0.020839,0.067943,0.015136,1.4014
0.57848,0.64587,2.9876,0.72886,0.9169,1.9186,0.54553,0.98515
0.134,0.35642,0,0.58309,0.62752,0.58462,0.67489,0.88803
0.056705,0.26958,0,0.14577,0.37949,0.35464,0.89481,1.0129
0.018055,0.18274,0,0.14577,0.37949,0.12465,1.2182,1.0684
0.018055,0.12485,0,0,0.2348,0.078653,1.2958,0.88803
0.018055,0.095904,0,0,0.13145,0.17065,1.3476,1.0823
0.018055,0.095904,0,0,0.090106,0.21665,1.7357,1.3875
0.018055,0.066958,0,0,0.069436,0.078653,1.8262,1.332
0.018055,0.038013,0,0,0.069436,0.078653,2.3825,1.6373
0.018055,0.038013,0,0,0.069436,0.078653,2.486,1.3459
0.018055,0.038013,0,0,0.048767,0.078653,2.9388,1.6373
0.018055,0.038013,0,0,0.048767,0.078653,2.9646,1.8316
0.018055,0.038013,0,0,0.048767,0.078653,2.8482,1.8177
0.57848,0.55904,2.7839,0.87463,1.1236,2.1025,0.53259,1.1517
2.8202,2.7879,1.0533,1.1662,1.0203,3.8044,0.72664,1.1794
1.2742,3.0484,0.14048,1.7493,1.4337,1.7806,0.45497,0.37464
0.84902,2.4695,0,1.7493,2.0744,0.9986,0.31267,0.1665
0.30793,2.2958,0,1.895,2.5085,0.86061,0.22212,0.12488
0.73307,2.4116,0,2.4781,2.4465,0.9986,0.17037,0.069377
0.34658,1.9484,0.17853,1.312,2.6945,1.0906,0.10569,0.13875
0.056705,1.2827,0.0010899,1.895,2.9219,0.86061,0.11863,0.1665
0.018055,0.81955,5.6577e-07,2.1866,2.8392,1.1826,0.15744,0.20813
0.018055,0.4722,4.4025e-10,2.4781,2.1364,1.1366,0.13156,0.15263
0.018055,0.24063,6.8792e-07,1.6035,1.5163,0.58462,0.15744,0.37464
0.018055,0.24063,0.0021785,0.72886,1.227,0.26264,0.29974,0.70765
0.53983,0.61693,3.0906,0.58309,0.97891,1.6426,0.35148,1.0962
0.71375,0.64587,2.9197,0.29154,0.97891,1.9186,0.50672,1.3875
2.6656,2.6721,0.91315,0.29154,0.89623,3.7584,0.70077,1.5818
1.3128,2.5852,0.35121,0.58309,1.413,2.3785,0.4291,0.41626
0.907,1.9195,0.28097,1.312,1.9504,1.0906,0.26093,0.15263
0.7524,2.1511,0,1.312,2.0331,1.0906,0.20918,0.15263
0.7524,2.1221,0,2.7697,2.1571,1.1366,0.15744,0.13875
0.50118,2.3247,0,2.7697,2.2811,0.9526,0.20918,0.18038
0.65577,2.4695,0,3.0612,2.8392,0.76861,0.15744,0.12488
0.79105,2.18,0,2.9154,3.2526,0.9526,0.13156,0.111
0.71375,2.0932,0,2.3324,3.1699,1.1826,0.10569,0.111
0.88767,1.9195,0,1.895,2.7565,0.86061,0.066881,0.097128
0.86835,1.6879,0,2.9154,2.8805,0.86061,0.066881,0.13875
0.81037,1.8905,0,4.2274,2.7152,1.0446,0.079818,0.27751
0.57848,0.67482,2.682,1.312,1.1443,1.7346,0.54553,1.3875
2.3177,3.1931,1.0529,1.4577,1.227,4.2644,0.66196,1.3598
1.1002,2.5274,0.10829,1.4577,1.537,1.7346,0.55846,0.29138
0.2113,1.8037,0.0010648,2.1866,2.2191,1.1826,0.46791,0.041626
0.018055,1.0801,6.0329e-07,1.895,2.6325,0.72262,0.29974,0.013875
0.018055,0.53009,2.2607e-10,2.1866,2.3845,0.9526,0.27386,0.13875
0.018055,0.32747,8.0991e-14,1.4577,2.1571,0.67662,0.20918,0.31913
0.018055,0.24063,0,2.0408,1.6817,0.44663,0.19625,0.65214
0.018055,0.095904,8.1712e-14,1.0204,1.1236,0.26264,0.4291,0.77702
0.018055,0.095904,2.5557e-10,0.87463,0.75154,0.12465,0.70077,1.0407
0.018055,0.095904,7.7391e-07,0.29154,0.48283,0.078653,1.1665,1.5124
0.018055,0.066958,0.0023425,0.29154,0.33815,0.078653,1.6581,1.7899
0.7524,0.61693,2.9853,0.14577,0.19346,2.5165,2.1238,2.2478
0.907,0.50115,2.682,1.0204,1.0409,1.4126,1.0371,1.7622
3.3033,2.6142,1.0533,0.72886,0.79288,3.2985,1.4123,2.1091
1.3901,2.5852,0.07022,0.29154,1.227,1.5046,0.97243,0.65214
1.0616,2.1221,0.216,0.87463,1.7644,1.1366,0.68783,0.33301
0.17265,1.3116,0.00093581,1.312,2.1571,1.3206,0.49378,0.013875
0.018055,0.96428,5.835e-07,1.1662,2.3845,1.0906,0.36442,0.111
0.018055,0.67482,2.3304e-10,1.312,2.0124,0.86061,0.31267,0.26363
0.018055,0.4722,8.2823e-14,0.87463,1.7024,0.49263,0.33855,0.43014
0.018055,0.38536,7.9103e-14,0.72886,1.2476,0.49263,0.33855,0.58277
0.018055,0.32747,2.4514e-10,0.58309,1.0203,0.26264,0.50672,0.80477
0.018055,0.18274,7.7391e-07,0.58309,0.52417,0.12465,0.76545,0.9574
0.018055,0.1538,0.0023191,0.58309,0.42082,0.078653,1.063,1.4708
0.6751,0.61693,2.9853,0.29154,0.37949,1.5966,1.6451,1.9009
0.6751,0.53009,2.8857,0.87463,0.56551,1.4586,0.97243,1.8177
2.8008,2.6431,1.1235,0.14577,0.48283,3.6205,1.0112,2.2339
1.6413,2.2958,0.14048,0.58309,1.2476,1.5506,0.72664,0.91578
1.1002,2.1221,0.14044,1.895,1.661,1.0906,0.5714,0.47176
0.61713,2.2089,0.10771,0.58309,2.2811,1.0906,0.29974,0.27751
0.15333,1.63,0.0011755,1.1662,2.6532,0.9526,0.19625,0.027751
0.018055,0.90639,5.6392e-07,1.0204,2.3431,1.0906,0.13156,0.069377
0.018055,0.53009,2.3448e-10,1.7493,2.5912,0.53863,0.10569,0.26363
0.018055,0.35642,1.6143e-13,1.6035,1.9297,0.44663,0.20918,0.52727
0.018055,0.24063,2.4253e-10,0.72886,1.6403,0.26264,0.4291,0.69377
0.018055,0.21169,7.6609e-07,0.87463,1.0823,0.078653,0.64902,0.86028
0.018055,0.21169,0.0023191,0.87463,0.7102,0.26264,1.0759,0.88803
0.79105,0.50115,3.1258,0.14577,0.5035,1.7346,1.5934,1.6095
0.5205,0.4722,3.1234,1.4577,1.5163,1.6426,0.35148,0.99903
2.1438,2.4405,1.0533,1.4577,1.2063,4.5864,0.51966,1.4985
1.2548,2.1221,0.070242,1.4577,1.6817,2.0565,0.49378,0.63827
1.3128,1.6879,0,1.312,1.8057,1.6886,0.46791,0.31913
1.3321,2.18,0,0.58309,1.9504,0.9986,0.31267,0.38851
1.0229,2.2089,0,1.0204,2.3018,0.9986,0.17037,0.47176
1.4481,2.4405,0,1.6035,2.4051,0.76861,0.13156,0.38851
1.2548,2.4405,0,3.0612,2.4258,0.81461,0.079818,0.22201
1.0229,2.8168,0,2.9154,2.6118,1.0906,0.11863,0.13875
0.48185,1.9484,0.10624,3.3528,2.7772,1.1826,0.079818,0.111
0.17265,1.5432,0.00085776,3.0612,2.6118,1.1366,0.079818,0.041626
0.018055,1.0222,0.00157,2.0408,2.5705,0.81461,0.028072,0.027751
0.3659,0.90639,2.2829,2.0408,2.3018,1.5506,0.066881,0.31913
