"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0,0.49307,0.6288,2.8774,1.4915,3.3484,2.2417,1.5759,1.0996,1.4491
0.21488,1.2087,0.55893,1.3623,1.0654,1.9867,3.1231,1.6932,1.468,2.0894
0.25932,2.4892,1.5371,0.14345,0.63921,3.363,2.1164,2.4561,2.2046,1.685
0.21759,2.9411,1.8864,0,0.85228,3.4433,2.4065,2.3974,1.6521,0.7414
0.010098,3.4684,2.096,0,0.85228,2.5191,1.6585,2.2213,1.468,0.4718
0.16078,3.845,3.0042,0,1.2784,1.1247,1.1417,1.8106,1.0996,0.2359
0.27674,3.5061,3.7728,0.14584,2.5568,3.1449,4.3315,1.6932,1.468,0.1348
0.23772,2.7905,3.7029,0.0011376,2.7699,2.4745,3.9905,1.2238,1.8363,0.0674
0.163,2.0749,3.144,5.2821e-07,2.5568,3.396,4.0582,0.98906,2.0204,0.1348
0.13937,1.4723,3.0042,4.4413e-10,2.3438,4.0224,4.5345,0.63699,1.0996,0
0.20608,1.3593,2.4453,7.4237e-07,1.9176,0.64598,1.1666,0.63699,1.0996,0.6403
0.26084,1.2463,1.7467,0.0022963,1.0654,1.9976,3.5322,0.63699,0.91549,0.8425
0.32467,1.2463,1.4672,3.0484,0.85228,3.5316,1.2559,0.51963,0.91549,1.348
0.32803,0.13552,0,2.808,0,0.92504,3.2446,4.3338,4.4145,0.3707
0.22818,0.12094,0,0.86041,0,2.0137,3.4816,3.571,3.3096,0.5055
0.32803,0,0,0.21518,0,3.3737,0,2.9255,2.2046,0.6403
0.42789,0.12791,0,0,0,5.7168,3.962,2.3974,2.3888,0.5055
0.32803,0.12015,0,0,0,3.9815,2.4976,1.9279,2.2046,1.1458
0.92716,0.10072,0,0,0,4.5641,4.2263,1.8106,1.468,1.6176
0.92716,0.22691,0,0.072922,0,2.7427,2.2728,1.3998,1.6521,2.5275
4.6218,0.071318,0,0.0011129,0,1.7866,1.8592,1.5759,1.2838,3.0667
5.121,0.16081,0,5.9423e-07,0,2.5181,1.8614,3.0429,2.0204,2.359
3.7231,0.07452,0,4.8205e-10,0,3.4009,1.2995,3.9817,3.6779,1.4828
2.8244,0.11358,0,7.6632e-07,0,2.585,2.697,4.3338,3.1254,0.9436
2.1254,0.1476,0,0.0023442,0,3.1621,2.876,4.3925,3.862,0.5392
0.52774,0.10601,0,3.1559,0,1.75,1.1217,3.571,4.5987,0.337
0.92716,0.41775,0.90826,3.016,1.7046,2.6452,4.4059,0.16594,0.36405,3.1678
1.4264,1.171,0.83839,1.3623,1.7046,2.3222,0.93021,0.065522,0,5.6953
1.1269,2.2255,0.90826,0.14345,1.2784,2.5395,1.8482,0.11014,0.17585,4.6843
