"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.086853,0.68657,-0.59502,-0.81407,3.1748,0.22747,0.78184
-0.086853,0.54988,-0.60413,1.1154,-0.046524,-0.33867,-1.4433
-0.086853,0.074257,0.16717,2.0561,-3.0781,-0.78837,-2.156
-0.086853,-0.38684,1.2089,1.1966,-0.49699,-0.79178,-0.55863
-0.086853,-0.66582,1.5251,0.43972,-0.05203,-0.53512,0.51756
-0.086853,-0.79655,1.0311,0.43724,-0.43946,-0.38682,0.13542
-0.086853,-0.79069,0.30147,-0.068611,0.18464,-0.35369,-0.62329
-0.086853,-0.64688,-0.48357,-1.2477,-0.34984,-0.11151,0.049729
-0.086853,-0.43266,-1.244,-1.8725,-0.77169,0.49444,1.0442
-0.086853,-0.20014,-1.5501,-1.5805,0.021391,1.2001,0.52453
-0.086853,0.059463,-1.1194,-1.1116,-0.61444,1.5697,0.4448
-0.086853,0.29318,-0.24177,-0.60882,1.5823,1.3467,1.3054
-0.086853,0.36707,0.47669,0.24262,1.808,0.59752,0.46112
1.7008,-0.094061,0.0064929,0.021178,1.9802,0.58399,1.3332
1.2366,-0.094061,0.0064929,0.021178,-0.021873,0.90236,1.1359
-0.25106,-0.094061,0.0064929,0.021178,-2.1726,1.299,0.28904
-0.34924,-0.094061,0.0064929,0.021178,-0.85305,1.8807,0.16059
0.1669,-0.094061,0.0064929,0.021178,-0.15167,-0.7146,0.18894
-0.28915,-0.094061,0.0064929,0.021178,0.042276,-2.7,-0.62234
-1.4074,-0.094061,0.0064929,0.021178,0.001923,-1.1743,-1.6048
-1.3388,-0.094061,0.0064929,0.021178,-0.12623,1.5904,-1.4495
-0.27949,-0.094061,0.0064929,0.021178,-0.049932,1.8676,-0.4602
0.0068958,-0.094061,0.0064929,0.021178,-0.048983,-0.9437,0.071427
-0.15871,-0.094061,0.0064929,0.021178,0.02211,-2.0266,0.10403
0.057842,-0.094061,0.0064929,0.021178,0.57494,-1.0469,0.29063
0.35816,-0.094061,0.0064929,0.021178,0.44692,-0.2593,0.49486
2.1122,1.3055,-0.085997,-0.67318,2.9559,-0.12646,1.0095
0.64431,1.1278,0.39431,1.0236,-0.071243,-0.12646,-1.2457
-1.9029,0.33396,0.83457,2.2721,-2.9202,-0.12646,-2.2162
-0.65281,-0.39289,1.1,2.0965,-0.1211,-0.12646,-0.82497
