"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.14143,0.74126,0.095021,2.9408,0.32706,0.12112,0.30291,2.6557,3.4698,0.040454
0,1.1782,1.0452,0.80609,0.19623,0.18992,3.4145,2.6557,2.537,0.13485
0.11848,1.0908,1.1402,0,0.22894,1.05,3.1612,2.3723,3.2033,0.14833
0.17034,1.1345,1.5203,0,0.45788,1.9102,2.3653,2.1455,2.9368,0.28318
0.12957,0.87235,1.0452,0,1.0466,2.0478,1.6054,1.7487,2.4037,0.25621
0.11438,0.61018,0.76017,0,1.4063,1.2909,0.88182,1.5787,2.2705,0.45848
0.10982,0.56648,0.4751,0.11179,1.7334,0.77481,0.30291,1.5787,1.0712,0.90348
0.21059,0.61018,0.28506,0.0010869,1.4063,0.29314,0.085825,1.8054,1.471,0.87651
0.16621,0.4354,0.19004,5.5672e-07,0.85034,0.25873,0.085825,2.3723,1.7375,0.49894
0.11835,0.4791,0,4.4839e-10,0.5887,0.12112,0.085825,3.1092,1.6042,0.31015
0.073684,0.4354,0,7.0162e-07,0.39247,0.052306,0.085825,2.3723,2.004,0.25621
0.30948,0.56648,0,0.0022247,0.22894,0.052306,0.085825,2.0321,2.2705,0.24273
0.067665,0.78496,0.19004,2.8956,0.13082,0.052306,0.26673,1.8621,2.6703,0.18879
0.13048,0.068308,0,2.9762,0.13082,0.052306,0.41146,2.0888,2.6703,0.52591
0.4728,0.099431,0,0.87937,0.065411,0.052306,2.7632,2.9391,2.537,0.56636
0.2674,0.01418,0,0.073307,0.065411,0.39635,3.0165,2.9391,2.6703,0.41803
0.19894,0,0,0,0.098117,0.706,1.6778,2.6557,2.9368,0.31015
0.13048,0.0034363,0,0,0.098117,0.77481,1.0627,2.4856,2.537,0.25621
0.19894,0.025291,0,0,0.29435,0.60278,0.48382,2.5423,2.2705,0.22924
0.2674,0.0647,0,0.07453,0.5887,0.53397,0.30291,1.9755,2.6703,0.29666
