"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.064109,1.8643,-0.81335,-0.76884,2.1935,1.2267,0.87931
-0.064109,1.5201,-0.64535,0.53311,-0.022982,-0.06858,-2.4514
-0.064109,0.11766,-0.19701,1.6248,-2.6288,-1.5852,-2.2504
-0.064109,-0.25543,0.48518,1.8042,-0.71626,-1.8304,0.30995
-0.064109,0.069686,1.245,1.2588,0.010023,-0.90581,0.038318
-0.064109,-0.38398,1.6491,0.54182,-0.066665,-0.16432,-0.27972
-0.064109,-1.1282,1.2583,-0.083671,0.036345,-0.09413,0.17943
-0.064109,-1.0445,0.24929,-0.43694,-0.073535,-0.080976,-0.15563
-0.064109,-0.69812,-0.63348,-0.35494,0.034849,0.14115,1.0575
-0.064109,-0.71371,-0.93499,-0.19527,0.4304,0.18631,0.88068
-0.064109,-0.5227,-0.85169,-0.56445,-0.45384,0.094492,-0.10294
-0.064109,0.079447,-0.67772,-1.2959,0.91855,0.3322,1.4498
-0.064109,0.53982,-0.44562,-1.5027,1.0658,0.69959,0.5877
1.3647,-0.077392,-0.082275,-0.076103,1.3012,-0.42342,0.73487
1.0584,-0.077392,-0.082275,-0.076103,-0.4557,-0.52926,0.53455
0.038195,-0.077392,-0.082275,-0.076103,-1.6917,-0.4185,-0.074579
0.23626,-0.077392,-0.082275,-0.076103,-0.65868,-0.22536,0.60743
0.74027,-0.077392,-0.082275,-0.076103,-0.16339,0.20848,1.8394
-0.29793,-0.077392,-0.082275,-0.076103,-0.060897,1.1591,1.3149
-1.9946,-0.077392,-0.082275,-0.076103,-0.044292,2.0486,-0.77871
-1.6654,-0.077392,-0.082275,-0.076103,-0.086114,1.7988,-2.0433
-0.19386,-0.077392,-0.082275,-0.076103,-0.039564,0.41277,-1.5275
0.08742,-0.077392,-0.082275,-0.076103,-0.11966,-0.96516,-0.55483
-0.15453,-0.077392,-0.082275,-0.076103,0.04479,-1.4996,-0.095343
0.040695,-0.077392,-0.082275,-0.076103,0.91159,-1.2138,0.31708
0.34984,-0.077392,-0.082275,-0.076103,0.6226,-0.51439,0.79295
0.99611,1.4171,-0.71881,-1.0512,3.5793,0.037352,1.2208
0.46341,1.6056,-0.20438,0.04983,0.90135,0.037352,-1.5782
-0.54746,0.49313,0.57201,1.3674,-3.5184,0.037352,-2.3721
-0.72839,-0.73892,1.1884,1.8693,-0.40708,0.037352,-0.44654
-0.31378,-0.97945,1.232,1.2951,-0.15916,0.037352,0.38474
-0.20364,-0.51598,0.72105,0.45348,-0.018062,0.037352,0.095291
-0.55501,-0.47146,0.13284,0.10927,-0.021528,0.037352,-0.3754
