"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0,0.79666,2.9636,0.33646,0.79224,1.8169,2.1192,2.8106
0.063762,2.0229,0.78401,0.50469,1.0603,3.4168,2.1731,1.2165
0.11174,2.1455,0.1426,0.67293,1.4933,1.1169,1.526,0.46144
0.071361,2.0964,0,0.84116,2.0707,0.51698,1.1485,0.083898
0.063199,2.0719,0,1.8505,2.4831,0.267,0.93277,0.12585
0.010217,2.2681,0,1.1776,2.6687,0.31699,0.66313,0.12585
0.0074102,2.219,0.18122,1.6823,2.8337,0.31699,0.23171,0.1678
0.055437,1.704,0.0010079,2.3552,2.2976,0.217,0.23171,0.20974
0.08338,1.4833,5.7429e-07,3.0282,2.2151,0.61698,0.23171,0.20974
0.10361,0.96832,4.3611e-10,3.3646,2.0089,0.76697,0.23171,0.58729
0.079835,0.60046,6.9828e-07,3.7011,2.2357,0.46699,0.33957,0.88093
0.13014,0.37975,0.0022113,3.5329,1.9676,0.36699,0.33957,1.0487
0.076842,0.55142,2.9589,2.3552,1.4933,2.3169,0.66313,2.7686
1.0069,0.025508,2.8603,0,0.029274,1.4169,1.8495,1.5102
3.3903,0.090398,1.2117,0,0.029274,4.0168,2.227,1.8038
3.9299,0.002608,0.2139,0,0.029274,1.3669,3.4674,1.0068
3.3903,0.058439,0,0,0.029274,0.11701,3.3595,0.33559
3.1655,0.0077277,0,0,0.029274,0.067009,2.9281,0.37754
3.4802,0.032992,0,0,0.029274,0.067009,2.227,0.88093
3.0755,0.036326,0.10873,0,0.029274,0.217,1.7417,1.1326
0.51227,0.0079328,0.0012292,0,0.029274,0.11701,1.7956,1.1746
0.15251,0,6.3172e-07,0,0.029274,0.067009,2.1192,1.7619
0.062575,0.046106,4.6303e-10,0,0.029274,0.067009,2.3349,1.8038
0.062575,0.06919,7.1415e-07,0,0.029274,0.067009,2.3888,1.2585
0.062575,0.02775,0.0022827,0,0.029274,0.067009,2.3349,0.88093
0.69214,0.06532,2.9589,0,0.029274,2.2169,2.1731,1.0487
1.6815,0.57594,2.8603,0.67293,0.89535,1.5169,0,4.4046
4.7394,2.1945,1.0691,0.50469,0.91597,4.3168,0.084055,4.4885
2.5359,1.9738,0.1426,1.1776,1.5346,2.3669,0.04732,1.3424
1.6365,2.2436,0,0.67293,2.0295,1.5669,0.00022577,0.92288
1.5466,1.8021,0,1.1776,2.4831,1.067,0.11535,0.37754
1.6365,1.9983,0,1.5141,2.6481,0.96696,0.21838,0.54534
1.0519,2.0474,0.072488,1.1776,2.9987,0.51698,0.030011,0.41949
0.60221,1.2136,0.00118,1.5141,2.8337,0.81697,0.12908,0.20974
0.15251,0.69856,5.907e-07,2.187,2.6069,1.2169,0.059569,0.25169
0.062575,0.45332,4.5764e-10,1.8505,2.4007,0.71697,0.075699,1.0068
0.062575,0.30618,7.3795e-07,2.5235,1.7408,0.71697,0.088141,1.5102
