"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0,1.2334,2.8447,0,0.17771,1.6947,2.6698,1.7429
0.0092748,1.166,1.1207,0,0.73717,4.0324,2.5972,2.6884
0.0098745,0.22247,0,0.15271,2.9051,1.3898,2.6698,2.6656
0.019483,0.22247,0,1.069,3.6044,0.22089,2.3914,2.4947
0.0035644,0.22247,0,3.0542,3.6044,0.068428,2.6819,2.8137
0.032246,0.22247,0,3.665,2.3456,0.068428,2.7546,3.1668
0.014034,0.087678,0.17809,3.0542,1.2966,0.22089,2.8151,3.1099
0.016908,0.087678,0.00091805,1.6798,0.87703,0.22089,2.7425,1.4353
0.014872,0.087678,4.918e-07,0.53448,0.8071,0.068428,2.7061,1.2872
0.011485,0.087678,4.127e-10,0.076354,0.3875,0.068428,2.6456,1.2758
0.0096332,0.087678,7.0181e-07,0.076354,0.10777,0.068428,2.803,1.367
0.0064017,0.087678,0.0021731,0,0.10777,0.068428,2.6698,1.2303
0.0069861,0.82905,2.7677,0,0.10777,0.98319,2.5609,1.4923
0.35316,0,3.1156,0,0.10777,1.593,3.0209,1.7885
2.2038,0.13395,1.1207,0,1.0868,3.7783,2.9119,3.5313
2.5122,0.026206,0.070067,0.22906,2.2057,1.0848,3.0572,3.3833
2.1729,0.0057775,0.070068,0.9926,3.1149,0.47499,3.2388,3.9073
2.4711,0.047625,0,2.6724,3.3247,0.17007,2.8877,3.725
2.6356,0.043425,0,4.1231,2.0659,0.068428,2.9846,3.4174
2.2141,0.062146,0.10685,4.1231,1.1568,0.068428,3.2146,3.3035
0.45597,0.13655,0.00099053,2.2143,0.52737,0.068428,3.1541,1.6859
0.085845,0.075145,5.563e-07,0.68719,0.17771,0.068428,3.1057,1.1391
0.024158,0.14237,4.4974e-10,0.38177,0.10777,0.068428,3.1783,1.2986
0.013877,0.16074,7.174e-07,0.15271,0.10777,0.068428,2.8877,1.2872
0.013877,0.051467,0.00229,0,0.10777,0.068428,3.2146,1.3442
0.45597,0.15291,2.9078,0,0.10777,1.2881,2.8514,1.5948
0.40456,1.3682,3.0479,0,0.24764,1.7963,0.0075049,1.5948
1.8851,1.0986,0.84051,0.076354,1.0868,3.7783,0.0046194,2.3808
2.0804,0.49207,0.070067,0.22906,2.1358,1.4406,0.0080131,2.0391
2.0701,0.15508,0,1.3744,3.1848,0.62745,0.013311,1.7429
1.9879,0.087678,0,2.596,2.4155,0.22089,0.040254,2.2783
2.4094,0.28987,0,3.4359,1.4365,0.11925,0.016666,3.3605
2.029,0.28987,0.17809,2.367,0.73717,0.068428,0.016621,3.144
0.384,0.22247,0.0011838,0.83989,0.66723,0.068428,0.020941,1.3784
0.04472,0.15508,6.1274e-07,0.22906,0.45744,0.068428,0.00021142,1.1278
0.013877,0.15508,4.709e-10,0.076354,0.31757,0.068428,0.0091734,1.3442
0.013877,0.15508,7.408e-07,0,0.17771,0.068428,0.014033,1.0822
0.013877,0.15508,0.0022432,0,0.10777,0.068428,0.043397,1.1733
0.47653,1.9748,2.9428,0,0.10777,1.6439,0,1.6859
0.33259,0.96385,2.7431,0.45812,0,0.075416,0.72061,1.2303
1.7308,4.7381,1.0506,0.30542,0.035203,0.15666,0.84168,1.105
0.81581,4.8055,0.2102,0.076354,0.11957,0.043211,0.55112,0.22783
0.43541,5.4121,0,0.30542,0.079127,0.031086,0.53901,0.10252
0.46625,4.8729,0,0.76354,0.032023,0.024978,0.39373,0.011391
0.67187,4.8055,0,0.68719,0.22289,0.1695,0.29688,0.034174
0.713,3.6598,0.21371,0.61083,0.2021,0.067127,0.22423,0.068348
0.12697,2.851,0.00084557,0.68719,0.12915,0,0.1637,0
0.024158,1.7052,5.2405e-07,1.1453,0.076169,0.052196,0.1637,0.022783
0.024158,1.0312,4.4974e-10,0.83989,0.12846,0.13966,0.22423,0.28479
0.013877,0.76166,7.408e-07,0.83989,0.15862,0.1212,0.30898,0.54679
0.013877,0.28987,0.0023133,0.61083,0.079843,0.067272,0.56323,0.68348
0.32231,0.62686,2.9779,0.22906,0.023789,0.11565,0.82958,1.1391
0.5485,1.2334,2.9124,0,0.17771,1.5422,3.0451,1.5834
0.075564,0.89645,0,0,0.10777,0.11925,2.8756,1.3328
0.024158,0.76166,0,0,0.10777,0.068428,2.4398,1.0138
0.013877,0.62686,0,0,0.10777,0.11925,2.3792,0.80879
0.013877,0.42467,0,0,0.10777,0.068428,2.0645,1.2303
0.013877,0.35727,0,0,0.10777,0.068428,2.3792,1.4125
0.013877,0.22247,0,0,0.10777,0.068428,2.5124,1.3328
0.013877,0.15508,0,0,0.10777,0.068428,2.5124,1.31
0.013877,0.15508,0,0,0.10777,0.068428,2.4882,1.2075
0.013877,0.15508,0,0,0.10777,0.068428,2.6577,1.3898
0.013877,0.087678,0,0,0.10777,0.068428,2.6819,1.4125
0.013877,0.087678,0,0,0.10777,0.11925,2.7061,1.1391
0.013877,0.087678,0,0,0.10777,0.068428,2.5003,1.0708
0.45597,0.76166,2.7092,0,0.10777,1.4914,2.5003,1.7087
1.7411,1.2334,0.91055,0,1.0169,3.6258,2.4882,2.2327
2.101,0.62686,0.14013,0.22906,1.8561,1.0848,2.2098,1.834
2.3169,0.35727,0.070068,0.61083,1.8561,0.32253,2.234,2.358
1.9776,0.28987,0,1.7561,1.5064,0.32253,2.2945,2.5175
2.4505,0.15508,0,1.9852,0.94696,0.11925,2.6335,2.8251
2.4814,0.15508,0.071236,1.9852,0.45744,0.17007,2.8635,2.9276
0.39428,0.15508,0.00089389,0.61083,0.3875,0.27171,2.9483,1.5606
0.04472,0.087678,4.8374e-07,0.076354,0.31757,0.068428,2.8877,1.367
0.013877,0.087678,4.127e-10,0.076354,0.24764,0.068428,2.8998,1.1164
0.013877,0.087678,6.4722e-07,0,0.17771,0.068428,2.6456,1.0708
0.013877,0.087678,0.0021731,0,0.10777,0.068428,2.4882,1.1278
0.40456,0.96385,2.9779,0,0.10777,1.7455,2.5972,1.9707
0.29147,0.89645,3.0479,0,0.10777,1.898,2.8151,1.4923
2.101,0.55946,0.63061,0,1.4365,3.8291,2.9604,3.4402
2.2655,0.35727,0.28027,0.076354,2.9051,1.3389,2.8756,3.4174
2.2243,0.15508,0.070068,1.6034,3.5345,0.37335,2.9604,3.5313
2.43,0.087678,0,3.4359,2.2057,0.17007,3.1057,3.668
2.6253,0.087678,0,2.2906,1.7162,0.068428,3.2388,3.5199
2.1729,0.087678,0,2.2906,1.0169,0.068428,3.1178,3.7022
2.2449,0.087678,0,1.1453,0.87703,0.068428,3.4325,3.5769
2.2963,0.087678,0,1.1453,0.3875,0.068428,3.1783,3.463
2.4814,0.15508,0,0.68719,0.3875,0.068428,2.9362,3.3263
2.6561,0.89645,0,0.22906,0.17771,0.068428,2.9362,4.0667
2.6253,0.96385,0,0.15271,0.10777,0.068428,2.8635,3.3946
2.1112,3.1206,0,0.15271,0.10777,0.22089,2.4156,2.5175
0.46625,1.0312,2.8786,0,0.17771,1.7963,2.5851,1.8796
2.3066,1.0986,0.91027,0,1.0868,4.1849,2.5609,3.1212
1.9159,0.62686,0.28806,0.68719,2.8351,1.1865,2.5003,2.6086
0.37372,0.49207,0.0011116,0.30542,1.7162,0.42417,2.5003,1.0366
0.075564,0.42467,6.1003e-07,0.45812,0.87703,0.068428,2.5124,0.84296
0.013877,0.28987,2.2276e-10,0.15271,0.52737,0.068428,2.6819,1.0138
0.013877,0.15508,8.2601e-14,0.076354,0.45744,0.11925,2.4761,1.1391
0.013877,0.087678,0,0,0.3875,0.068428,2.6698,1.0252
0.013877,0.087678,8.5265e-14,0,0.24764,0.068428,2.3914,1.1619
