"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0,0.4106,2.941,1.436,1.278,1.2728,0.52283,1.4666
0.006701,2.6594,1.3284,0.71798,0.89671,4.776,0.71417,1.4666
0.017166,2.4795,0.20983,0.53849,1.4474,2.977,0.68866,0.54474
0.053465,2.1796,0,1.6155,1.9346,1.0834,0.45905,0.29332
0.023635,2.1197,0,2.3334,2.104,0.75201,0.2677,0.27935
0.0039589,2.5394,0,1.795,2.4217,1.1307,0.17841,0.20951
0.02043,2.4195,0.10666,2.3334,2.6971,1.2254,0.12738,0.18158
0.043115,1.49,0.001037,2.5129,2.9089,1.4148,0.10187,0.041903
0.025146,0.89034,5.875e-07,2.3334,3.163,1.2254,0.063603,0.12571
0.039053,0.50055,4.4365e-10,3.0514,2.7394,0.79935,0.11463,0.36316
0.019839,0.32065,7.3169e-07,3.5899,2.0828,0.32595,0.17841,0.72632
0.031427,0.2307,0.0022392,1.436,1.511,0.13658,0.36975,1.3409
0.017737,0.56052,3.0425,0.53849,1.0873,1.6041,0.9693,1.5504
0.74662,0.041584,2.8396,0,0.049489,1.6041,3.0486,1.9275
4.2995,0.035627,1.0488,0,0.049489,3.4031,3.1124,3.9528
4.5204,0,0.34971,0,0.049489,1.2254,3.0486,4.6233
4.3731,0.075708,0,0,0.049489,0.42063,2.87,4.5115
4.6677,0.065704,0,0,0.049489,0.089242,3.0613,4.8607
4.3915,0.018629,0,0,0.049489,0.041901,3.0741,4.9026
3.6552,0.038786,0.035554,0,0.049489,0.041901,3.2144,4.5115
0.76503,0.031399,0.00089229,0,0.049489,0.089242,3.2654,2.165
0.10232,7.6829e-06,5.3921e-07,0,0.049489,0.041901,3.1124,1.746
0.047096,0.031198,4.0668e-10,0,0.049489,0.041901,3.2016,1.8158
0.028688,0.031666,6.6163e-07,0,0.049489,0.041901,3.0358,1.8717
0.028688,0.028217,0.0021926,0,0.049489,0.041901,2.819,1.746
0.50731,0.05033,2.8676,0,0.049489,1.8409,3.1379,2.1231
0.56254,0.71044,2.8396,1.436,0.83317,1.6515,0.014924,1.1872
2.4586,2.8093,1.1886,1.2565,0.74845,3.6398,0.039818,1.3968
1.8143,2.2996,0.13988,0.53849,1.1932,1.6988,0.027409,0.67045
1.2068,2.3595,0,0.53849,1.7016,1.0834,0.02352,0.44696
0.76503,2.2396,0,1.077,2.0405,1.0361,0.054884,0.26539
1.0043,2.0597,0,2.3334,2.3794,0.79935,0.031969,0.27935
1.0043,1.7299,0.14222,2.8719,2.4853,0.8467,0.02327,0.29332
0.17596,1.1902,0.0012781,3.2309,2.2523,1.1307,0,0.097773
0.028688,0.86035,5.714e-07,2.6924,2.2311,0.51531,0.053983,0.29332
