"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.043796,0.34324,1.3932,2.7854,1.9904,2.0899,1.9212,2.4048,2.9779,0.77518
0.049477,1.1429,1.0654,0.42152,1.7692,2.4629,2.7203,1.5489,2.2844,1.3866
0.10212,1.5427,0.73756,0,1.7692,2.0395,2.5231,2.5054,2.7013,1.3757
0.11273,1.9425,1.8849,0,1.3269,2.7899,2.5217,3.3712,1.7979,1.2337
0.036812,2.2423,2.3766,0,0.88462,1.3157,3.2715,3.0031,2.8067,0.84069
0.090501,2.5089,2.1307,0,0.66347,4.6093,1.3778,1.066,1.072,0.62233
0,2.0091,2.9503,0.17863,0.88462,3.2866,2.568,2.7751,2.9584,0.44764
0.054294,1.576,2.7044,0.0010904,1.3269,0.86455,5.0049,3.7844,2.9042,0.34938
0.060611,0.94295,2.7864,5.5798e-07,1.5481,2.2901,2.3148,2.9041,2.1278,0.29479
0.02027,0.94295,2.0488,4.4579e-10,1.1058,2.3265,3.9349,2.5963,3.4512,0.28387
0.09611,0.77636,1.4751,7.3521e-07,1.7692,3.8788,2.665,0.68101,1.4485,0.37121
0.045671,0.57646,1.1473,0.0022734,1.1058,2.7572,1.4511,1.4337,2.7858,0.50223
0.050682,0.47651,0.98342,2.9166,1.1058,3.272,2.148,2.8743,2.8624,1.0154
1.1147,0.11362,0,2.8533,0,1.0089,2.8464,3.9676,2.4527,2.0963
0.82909,0.10689,0,1.0538,0,1.9493,1.6652,1.8171,1.3516,3.2972
0.37206,0.072984,0,0.14056,0,2.5737,2.1195,2.4371,2.1206,4.0288
2.2573,0.054396,0,0,0,1.635,1.9937,1.6944,2.3833,4.1707
2.2573,0.051323,0,0,0,3.6162,1.4811,1.421,1.8359,4.9022
2.1431,0.075498,0,0,0,2.5243,1.4174,3.1833,2.7864,5.4372
3.3428,0.062432,0,0.25008,0,2.0887,3.3693,1.4204,2.4243,5.2297
6.1992,0,0,0.001042,0,2.1357,3.2713,3.8847,2.5527,4.127
