"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.06053,1.6242,-0.44429,-0.14855,2.099,2.318,1.1703
-0.06053,1.5094,-0.38325,-0.21071,-1.1724,-0.083476,-1.2018
-0.06053,-0.82998,0.76806,1.6976,-2.3581,-1.5021,-1.6884
-0.06053,-0.11323,0.85631,1.9159,0.22587,-0.27413,-0.16818
-0.06053,-0.10701,0.55511,1.5902,-0.22525,-0.51214,-0.1753
-0.06053,0.24756,0.4007,-0.5967,0.36822,-0.12093,0.06266
-0.06053,-0.67,1.6044,-0.72057,-0.2126,-0.084438,0.21735
-0.06053,-1.1018,-0.15815,0.94592,0.42017,0.12136,0.36999
-0.06053,-0.339,-1.2807,-1.6491,0.17268,0.057099,-0.28978
-0.06053,-0.55529,0.28777,-0.63898,-0.3711,0.028809,1.2705
-0.06053,-0.4011,-1.023,-0.86668,-0.0033418,0.23792,-0.46283
-0.06053,-0.1841,-1.1058,-2.5792,0.75553,0.64923,1.6901
-0.06053,0.70952,-0.46563,-0.72394,0.27315,0.26639,1.5658
3.3302,-0.096189,-0.041325,-0.071778,3.1512,0.13638,2.3886
0.92028,-0.096189,-0.041325,-0.071778,-0.33621,3.188,0.8066
-2.3313,-0.096189,-0.041325,-0.071778,-3.1853,1.7156,-2.5619
0.53643,-0.096189,-0.041325,-0.071778,-0.073349,-0.37087,-0.85073
-0.76405,-0.096189,-0.041325,-0.071778,-0.42232,-0.75666,-0.002302
0.61177,-0.096189,-0.041325,-0.071778,0.165,-1.9671,0.2041
-1.339,-0.096189,-0.041325,-0.071778,-0.043346,-0.76909,-0.14987
-1.7272,-0.096189,-0.041325,-0.071778,-0.15062,0.38029,-0.095482
0.019758,-0.096189,-0.041325,-0.071778,-0.12128,0.020198,-0.2176
-0.093696,-0.096189,-0.041325,-0.071778,0.12413,-0.95599,0.13949
-0.17925,-0.096189,-0.041325,-0.071778,-0.46467,-0.4884,-0.088059
0.47352,-0.096189,-0.041325,-0.071778,1.1718,0.34933,0.53148
0.90198,-0.096189,-0.041325,-0.071778,1.0334,0.033632,1.2369
4.6966,1.8057,-0.6963,-1.0009,2.186,0.066642,1.0605
1.5269,1.9627,-2.1533,-0.060825,-0.64178,0.066642,-1.9122
-4.0053,-0.64712,-0.35845,1.4656,-2.3742,0.066642,-1.9138
0.0092796,-0.50805,2.5163,1.1863,0.3269,0.066642,-0.049905
-1.1337,-0.63938,0.32864,0.34556,-0.21879,0.066642,-0.59993
0.089122,0.016459,-2.5684,0.13658,-0.20432,0.066642,0.16092
-0.50877,-0.33275,0.7474,0.38831,0.24867,0.066642,-0.25691
-1.1528,-1.4305,2.3099,-0.95229,-0.1423,0.066642,-0.22662
0.01995,-0.43226,-1.3478,-1.7343,-0.60751,0.066642,1.0885
-0.03562,-0.19244,-1.713,-1.3681,-0.23046,0.066642,1.4426
-0.35838,-0.38446,-0.059178,-1.5508,-0.50957,0.066642,1.9315
0.93825,0.21161,-1.5939,-1.1532,1.0194,0.066642,1.377
1.2837,0.98358,0.81445,-0.61806,1.4329,0.066642,0.06353
2.6905,2.1796,-0.050931,-0.071778,-0.046314,3.2644,-0.76529
0.9185,1.4381,0.31839,-0.071778,-0.046314,0.16827,-2.1786
-2.5523,-1.1608,0.53804,-0.071778,-0.046314,-2.3698,-0.90719
-0.56506,-0.018107,-0.95336,-0.071778,-0.046314,0.2302,-0.55556
-0.22766,0.053562,-0.20918,-0.071778,-0.046314,-0.60593,0.27066
0.21959,0.57907,0.25772,-0.071778,-0.046314,-0.68822,0.058317
-0.4554,-0.33031,0.45702,-0.071778,-0.046314,-0.13357,-0.23619
-0.35663,-1.7971,1.6922,-0.071778,-0.046314,-0.18165,0.28933
-0.12095,-0.68629,0.14406,-0.071778,-0.046314,0.43619,-0.13847
0.0071512,-0.41557,-0.59827,-0.071778,-0.046314,0.25654,0.98411
-0.3375,-0.41447,-0.85489,-0.071778,-0.046314,-0.046404,0.15678
0.83547,-0.056253,-1.2029,-0.071778,-0.046314,0.77409,1.1596
0.7848,0.56028,-0.4296,-0.071778,-0.046314,0.46301,2.1217
