"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.085441,1.5156,-0.5044,-0.96597,2.0259,0.72868,-0.5276
-0.085441,1.7181,-0.22088,0.3271,-0.51606,0.62225,-1.2436
-0.085441,-0.65487,-1.0002,2.4146,-2.1905,-1.5106,-0.36815
-0.085441,0.51188,0.99714,1.1799,0.094539,-1.0979,0.12524
-0.085441,0.6857,0.88712,0.46691,-0.44729,-0.20262,-0.15789
-0.085441,-1.1382,-0.075181,1.1375,0.36748,-0.90192,0.27873
-0.085441,-1.4423,0.90685,0.49077,0.14042,-0.1607,-0.11284
-0.085441,-0.45935,1.0371,-0.72226,-0.34049,0.26927,0.52433
-0.085441,-0.6742,0.31739,-0.36323,-0.099967,0.29089,0.6141
-0.085441,-0.86118,0.22943,-1.1344,-0.02541,-0.22364,0.07229
-0.085441,-0.20035,-0.40127,-0.47325,-0.25825,0.82052,0.64312
-0.085441,-0.37122,-1.9712,-0.26996,0.82826,1.0748,0.61831
-0.085441,0.52564,-0.27695,-1.7894,0.50728,-0.32427,0.29125
2.3745,-0.14764,-0.0078518,0.0032683,2.3002,-2.3562,1.1267
1.2118,-0.14764,-0.0078518,0.0032683,-0.70799,2.4191,1.2301
-0.21669,-0.14764,-0.0078518,0.0032683,-2.331,2.5031,-0.38577
0.33086,-0.14764,-0.0078518,0.0032683,0.2366,0.59682,-0.80348
-0.61025,-0.14764,-0.0078518,0.0032683,-0.47344,-0.20379,-0.58441
-0.099471,-0.14764,-0.0078518,0.0032683,0.086063,-0.74256,-0.060779
-1.7469,-0.14764,-0.0078518,0.0032683,0.050366,0.50386,-0.48772
-1.4387,-0.14764,-0.0078518,0.0032683,-0.137,-0.86663,-0.41117
-0.07236,-0.14764,-0.0078518,0.0032683,-0.11994,-1.2474,0.37889
-0.20202,-0.14764,-0.0078518,0.0032683,-0.011153,-1.0256,-0.0044274
-0.065131,-0.14764,-0.0078518,0.0032683,-0.36913,-0.57824,0.095406
0.07879,-0.14764,-0.0078518,0.0032683,0.90776,-0.6465,0.65453
0.83412,-0.14764,-0.0078518,0.0032683,0.67875,1.083,0.79811
3.3135,2.5705,-0.52979,-0.33991,1.8559,-0.012522,1.3927
0.755,1.1682,0.04175,1.315,-0.10135,-0.012522,-2.5812
-3.0036,-0.76548,0.57176,3.2519,-2.2208,-0.012522,-2.1329
0.5433,0.27007,0.66101,0.60077,0.05895,-0.012522,0.16709
-0.2399,-0.65646,0.58513,0.2648,0.0093566,-0.012522,-0.051488
0.19665,-0.22445,0.58259,1.8308,-0.15827,-0.012522,0.02193
-1.2026,-0.76431,0.53853,0.35961,0.39655,-0.012522,-0.41383
-1.3955,-1.1052,0.52658,-0.15895,-0.27648,-0.012522,-0.15953
0.0076428,-0.91759,0.40959,-0.53256,-0.41227,-0.012522,0.44156
-0.10006,-0.31264,-0.40947,-0.54784,0.15264,-0.012522,1.3847
-0.37155,-0.51571,-1.5177,-1.7531,-0.41774,-0.012522,0.35483
0.88668,0.18903,-1.5288,-2.3173,0.35741,-0.012522,1.6922
1.0326,0.74374,-0.40687,-0.7552,0.43963,-0.012522,2.8455
1.31,3.8275,-0.35528,0.0032683,-0.050326,0.79797,-0.2181
0.31157,1.6693,0.43825,0.0032683,-0.050326,-1.69,-0.94951
-1.2478,-1.0698,1.1643,0.0032683,-0.050326,-0.80353,-0.42689
-0.19833,0.22766,0.3233,0.0032683,-0.050326,-1.2613,-0.13125
-0.1476,-0.052702,0.12046,0.0032683,-0.050326,-0.78983,0.35253
0.131,-1.3307,0.81965,0.0032683,-0.050326,0.17929,-0.047249
-0.61168,-1.405,-0.52825,0.0032683,-0.050326,-0.10125,0.22663
-0.47649,-0.67068,0.12615,0.0032683,-0.050326,-0.25502,0.16204
-0.029612,-0.59411,0.021197,0.0032683,-0.050326,-0.20485,0.52985
-0.023368,-0.27332,-1.8019,0.0032683,-0.050326,0.73858,0.87463
-0.31927,-0.56564,0.47922,0.0032683,-0.050326,0.33012,0.086048
0.63295,0.067144,0.12357,0.0032683,-0.050326,1.5294,0.87413
0.65662,0.71201,-0.96904,0.0032683,-0.050326,0.678,-0.012766
-0.085441,-0.85639,-0.65197,-1.1349,-0.25827,0.36406,-1.5736
-0.085441,-0.008568,-0.48409,-0.58382,-0.039653,2.5219,-1.0007
-0.085441,-0.074624,-0.14065,-0.35253,-0.11032,0.35471,-0.0066234
-0.085441,1.3864,0.077139,-0.41775,0.084367,-1.3348,-0.49539
-0.085441,2.1666,-0.12814,-0.032119,-0.12113,-1.6981,-0.037189
-0.085441,1.9497,0.28581,1.3937,0.02961,-1.4989,0.025682
-0.085441,1.6332,0.79358,3.0535,0.15857,-0.5443,-0.19532
-0.085441,1.2112,0.85758,1.4763,-0.090622,-0.79968,0.06707
-0.085441,-1.1618,-0.2431,1.39,0.36066,-0.42948,0.023899
-0.085441,-1.173,1.9804,1.8763,0.2067,-0.39191,0.19673
-0.085441,-0.559,0.29661,-0.20108,0.24459,0.070136,0.11673
-0.085441,-2.5163,0.85834,-0.47971,-0.30895,-0.27335,-0.066315
-0.085441,-0.72132,2.1154,-1.1333,-0.6987,0.47134,0.10315
1.2734,1.9962,-0.63682,0.32891,1.4483,-0.2394,-0.34611
0.32767,0.66115,0.59772,1.1936,-0.30486,-0.24326,-1.558
-1.1699,0.032712,1.0599,2.4699,-1.6476,-0.10743,-0.7777
-0.16706,-0.64752,2.148,1.5957,-0.29905,-1.5119,0.30078
-0.25505,-1.8799,1.9674,0.73403,-0.69996,-0.44181,-0.42735
0.85151,-0.45985,-0.68351,-1.0008,0.37697,-0.27002,1.378
-0.53175,-0.78069,0.15642,-1.5566,0.073309,0.52325,0.89412
-1.0988,-0.43005,-0.62136,-1.3099,-0.5238,-0.40465,1.3306
-0.12434,-0.23762,-2.8539,-2.4184,-0.10851,3.8754,1.9076
-0.20466,-0.13299,-1.1175,-1.127,-0.064233,3.0644,-3.1246
-0.12322,-0.0032741,-0.49671,-0.2455,-0.42249,-1.1713,-1.7275
0.18236,1.3041,-0.51857,-0.46858,1.0442,0.61613,0.19715
0.39631,1.0948,0.57302,0.032681,1.3982,-2.3285,0.0064434
2.1462,2.6119,-1.412,-0.82646,3.3555,1.7385,0.31609
0.38429,1.8798,-0.56755,1.0166,-0.31003,-0.60045,-1.064
-1.7212,-0.61893,0.2127,2.1469,-3.5443,-1.1093,-1.1525
-0.15048,0.55458,1.2718,0.56958,-0.042796,-0.78648,0.14522
-0.45686,-1.2295,0.34476,1.5564,-0.30447,-0.92102,-0.21091
0.0062408,-0.17233,0.54821,1.0699,0.13806,-0.42931,0.46662
0.18018,-0.33507,-0.40018,-1.0414,0.39891,-0.34104,0.10183
0.26032,-1.3167,1.4823,-0.022014,-0.13154,-0.0033417,0.1492
0.43321,-0.79991,1.6836,0.73841,-0.21686,0.27459,0.3599
0.69226,0.29838,-1.4008,0.22884,-0.07534,0.0057041,0.85429
0.95144,-0.38792,1.0573,-0.037144,-0.079164,0.44628,2.0715
0.15215,-1.1328,-1.0807,-0.19025,-0.068263,2.0621,0.066065
-1.1966,0.45586,-1.6184,-1.5111,0.054974,1.5827,-1.0144
2.447,2.434,-0.038011,-0.59234,2.6514,0.71089,-0.0015703
0.07031,1.0855,-0.10814,-0.00063159,-0.63115,-0.95765,-2.219
-2.3918,-1.8752,0.37431,2.4393,-2.8575,-1.0895,-0.72184
-0.49605,-0.64241,-0.47074,0.87097,0.35538,-0.91594,0.22514
-0.2457,-0.8533,0.5562,-0.89057,-0.27439,-0.15574,0.34139
-0.0060584,-0.39979,2.5221,-0.26818,-0.1439,-0.28804,-0.096036
-0.13851,-0.48235,-1.5846,-0.78421,0.10834,0.08674,1.1615
-0.037621,-0.043515,-0.88587,-1.1994,-0.22097,1.3417,0.4613
-0.14557,-0.38659,-0.16798,-0.9397,-0.18379,0.74744,-0.66137
0.010802,0.6798,-1.0991,-0.24511,0.12999,-0.30407,-0.35818
-0.26868,0.83727,-0.039443,-0.35231,-0.44355,-0.25579,-0.25316
0.39682,1.0822,-0.45292,0.12659,1.0564,-0.1389,0.18236
0.61541,0.7652,0.81482,0.86232,0.87294,-0.71423,-0.24844
3.2156,0.4969,-0.023982,-0.92613,3.1784,1.2681,2.5142
0.67098,1.9808,-1.0942,-0.46455,-0.07672,0.95682,-1.2927
-2.3157,-0.50435,-0.22336,0.95462,-3.3374,-1.1934,-2.6131
-1.201,-1.2596,1.7194,1.3818,0.019395,-0.40051,-0.23297
-0.65586,-0.85446,-0.0079881,0.10398,-0.23536,-0.62115,0.41047
0.0323,-0.8737,-0.95039,-0.38404,-0.060545,-0.03386,0.69201
-0.17199,-0.2524,0.70766,-1.0417,-0.083154,0.67096,0.13084
-0.019116,-0.23501,-0.52676,-0.87991,-0.08281,0.36583,0.051331
-0.14613,0.4322,-0.71627,-0.76501,-0.17604,0.21286,0.23695
-0.014433,0.47983,-0.2673,-1.1344,-0.028681,0.05965,-0.099232
-0.19709,-0.46741,-0.73958,0.36195,-0.34386,-0.70828,-0.7707
0.19889,0.73965,0.25018,-0.2473,1.3364,-0.15117,0.72974
0.53183,1.0608,0.70066,-0.16194,0.88667,0.42264,0.41842
3.1679,-0.32842,-0.62753,-0.20677,2.9527,0.22455,1.5463
0.91009,0.57278,-1.4552,-1.5824,-0.15934,1.0929,-0.24266
-2.2853,-0.020196,-0.73798,0.60352,-2.9597,0.86132,-1.8124
0.38044,0.2533,0.71262,0.0039167,-0.24126,-0.39721,-0.96347
-1.3039,0.12376,0.61276,0.1405,-0.30791,-1.1019,-0.12689
-0.98866,-1.1221,-0.39811,0.65319,0.11451,-0.96505,0.21014
-0.16565,-0.27504,0.56604,0.15108,-0.23513,0.24534,0.8752
-0.17562,-0.39778,-0.53378,0.7006,0.15187,-0.29398,-0.027551
-0.082467,-0.48858,1.0238,-0.34023,-0.15677,0.10399,0.67848
-0.018354,-0.20347,0.24664,-0.62724,-0.031949,1.1278,0.43957
-0.27103,-0.86321,-1.924,-1.6036,-0.40221,1.272,-0.21788
0.46242,0.71365,-0.95033,-1.0743,0.93626,1.406,-0.2923
0.73842,1.0742,0.43245,0.70108,0.86748,-0.77862,-0.87152
2.731,2.1425,-0.8681,-0.51459,2.2525,-0.59191,1.7068
0.28423,0.93567,-1.4826,1.0328,-0.65677,0.9888,-1.4471
-2.1189,-0.53098,1.7032,1.1013,-2.3162,-0.2027,-1.6892
0.15705,-0.035153,3.0219,0.55066,-0.46677,-0.96785,0.29759
-0.025056,-1.3104,1.3869,1.0884,-0.00041119,-0.31731,-0.62022
0.39892,-1.0307,-1.99,1.0245,-0.05606,-0.51962,0.78036
1.3229,-0.33667,-0.22104,-1.1537,-0.060687,0.4926,0.7302
2.0286,-0.14948,2.502,-1.3804,0.19381,-0.37962,2.654
-0.43867,-0.030154,-2.3999,-0.32629,-0.59281,1.7457,1.1352
-2.8279,-0.50303,-1.9221,-0.19822,0.53559,2.5371,-3.5076
-1.6927,-0.33797,1.0104,-0.45752,-0.32597,-0.27664,-1.0773
0.08189,0.20047,0.09325,-1.7681,0.46578,-1.1027,0.84826
0.38698,-0.054548,-0.67113,-0.7246,0.95679,-1.0184,0.1217
