"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.18248,0.46443,0.97031,2.941,2.4571,2.0914,1.8723,4.7438,2.4335,0.68745
0.13497,1.4221,0.71156,1.3284,3.3209,2.5607,3.3841,1.4328,3.4135,1.1457
0.14255,1.7505,1.0997,0.20983,3.7116,1.3899,3.9902,4.2945,2.4748,1.1021
0.13888,2.3251,1.7466,0,4.0136,3.6014,3.0392,2.5272,2.7774,0.9166
0.18003,2.5166,2.0053,0,2.9965,2.1679,3.0166,1.2,1.1017,0.58924
0,2.5166,2.5875,0,2.6768,1.9364,3.2712,2.7828,3.3482,0.41465
0.13706,2.7082,3.105,0.10666,2.3044,1.7512,2.8688,3.4143,3.9104,0.38192
0.17472,2.4619,2.5875,0.001037,1.6315,2.4097,2.233,3.8577,3.8489,0.25097
0.14459,1.6137,2.9756,5.875e-07,2.0084,3.5897,3.715,2.0392,2.0955,0.12003
0.13437,0.82015,2.7169,4.4365e-10,2.8772,1.8056,3.8368,3.4573,2.882,0.28371
0.18389,0.46443,2.1347,7.3169e-07,1.5714,3.2274,3.0549,4.1287,2.5709,0.38192
0.19386,0.30026,1.0997,0.0022392,1.4191,2.3301,3.1091,3.6752,1.3048,0.69836
0.10848,0.38235,0.58219,3.0425,3.5173,3.2327,2.1967,2.3544,1.2733,0.92751
1.4169,0.046456,0,2.8396,2.1318,3.2472,2.5996,3.3553,3.7191,1.9423
1.3135,0.014744,0,1.0488,1.9804,4.2482,1.2997,2.8116,4.1932,2.8371
2.3472,0.060205,0,0.34971,2.4373,3.7806,3.1318,3.5943,2.2121,4.0265
2.7607,0.030383,0,0,1.912,0.67699,2.3101,3.9222,3.3939,4.463
2.6056,0.031499,0,0,1.319,0.54858,2.2664,1.7389,3.8719,4.7685
3.1741,0,0,0,3.1637,1.805,1.8458,1.1334,2.3443,5.1504
3.1225,0.02029,0,0.035554,2.1523,0.76768,2.5308,1.5378,1.7959,5.2268
6.3269,0.057147,0,0.00089229,2.575,2.019,2.1828,4.9939,3.8142,4.1247
6.2235,0.0039039,0,5.3921e-07,3.1996,2.5608,1.837,4.3824,1.8401,3.4154
4.8797,0.028848,0,4.0668e-10,2.1339,2.9755,3.3836,3.1721,4.4561,2.6079
