"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.093476,0.29222,1.3932,2.7854,1.9904,3.4802,1.7622,2.9412,2.1787,0.77518
0.1216,1.094,1.0654,0.42152,1.7692,4.0232,3.3928,3.8953,3.3681,1.3866
0.081325,1.4948,0.73756,0,1.7692,3.5004,2.0399,2.6467,2.9663,1.3757
0.087936,1.8957,1.8849,0,1.3269,3.5293,0.82505,2.2041,2.3186,1.2337
0.029722,2.1964,2.3766,0,0.88462,2.7954,2.219,2.5383,4.2918,0.84069
0.038797,2.4636,2.1307,0,0.66347,0.8648,2.7777,3.7435,1.7512,0.62233
0.0059215,1.9625,2.9503,0.17863,0.88462,2.9031,2.3329,2.9405,2.2685,0.44764
0.032727,1.5282,2.7044,0.0010904,1.3269,1.5739,2.6983,3.637,4.1132,0.34938
0.061971,0.89353,2.7864,5.5798e-07,1.5481,2.7466,3.8588,2.6074,3.6989,0.29479
0.13842,0.89353,2.0488,4.4579e-10,1.1058,3.3446,2.4847,2.6178,3.166,0.28387
0.0712,0.7265,1.4751,7.3521e-07,1.7692,1.8742,2.5528,3.1314,3.0949,0.37121
0.12555,0.52606,1.1473,0.0022734,1.1058,3.602,2.4526,3.2835,3.9344,0.50223
0,0.42584,0.98342,2.9166,1.1058,3.2334,1.63,3.1189,4.6984,1.0154
1.0676,0.049116,0,2.8533,0,2.6735,0.54773,3.4965,3.5342,2.0963
0.78086,0.028373,0,1.0538,0,2.4591,1.1397,3.6213,2.5102,3.2972
0.32213,0.0016321,0,0.14056,0,1.5424,3.309,3.9002,4.4517,4.0288
2.2144,0,0,0,0,2.3854,3.1136,1.866,1.7769,4.1707
2.2144,0.067551,0,0,0,3.3863,4.4762,2.5537,2.1698,4.9022
2.0997,0.06281,0,0,0,2.1414,4.2345,3.8894,2.9529,5.4372
3.3039,0.066784,0,0.25008,0,2.8431,1.7059,3.9492,3.7234,5.2297
6.1709,0.0091605,0,0.001042,0,0,1.9837,3.8181,1.3135,4.127
5.4828,0.047243,0,5.499e-07,0,0.912,3.2076,1.6433,0.72854,3.3082
4.5654,0.021709,0,4.2987e-10,0,3.1089,2.7045,3.7457,4.6358,2.9588
3.6479,0.043952,0,7.0393e-07,0,4.1048,3.0662,2.9052,2.7978,2.271
2.6731,0.051433,0,0.0022266,0,1.9748,3.0288,3.229,2.2527,2.2491
0.72351,0.094866,0,3.022,0,3.0354,2.7893,3.7944,4.7015,2.1181
0.20744,0.29222,0.57366,3.0231,0.44231,4.0485,3.9922,0.79066,3.1054,1.0809
0.60883,1.1608,0.49171,1.1241,0.22116,1.4797,1.0646,3.9005,3.5897,1.7469
0.20744,2.6641,1.5571,0.35139,0,2.5585,2.1384,4.392,1.7763,1.3975
0.035419,3.7999,2.5405,0.070279,0,1.8046,1.9612,3.7353,1.8456,0.94987
0.035419,4.0671,2.9503,0,0.66347,2.917,0.17746,4.6227,0,0.5459
0.092761,3.6328,2.6225,0,1.7692,2.5175,3.6672,3.1468,4.2515,0.34938
0.26478,2.9313,3.1961,0.35725,1.5481,1.9257,4.4203,4.3112,3.0881,0.098262
0.78086,2.6641,3.1961,0.00099352,1.1058,4.8563,2.8465,2.5182,3.1721,0.032754
1.1249,1.7287,2.5405,5.9033e-07,1.1058,2.1432,1.9697,2.7968,1.949,0
1.2396,1.1608,2.6225,4.5109e-10,1.1058,0.57611,3.4481,4.6193,2.8436,0.010918
1.0676,0.7265,2.2127,7.1957e-07,1.3269,2.3097,2.8196,3.3177,3.9162,0.26203
0.89554,0.52606,1.4751,0.0022266,1.7692,1.7061,2.5444,3.0258,6.4979,0.3603
0.1501,0.45925,0.90147,2.9869,1.1058,1.7471,3.575,3.4568,3.2631,0.63325
0.37947,0.39243,0.98342,2.7514,0.44231,2.7911,3.6103,2.2881,3.2514,1.0372
0.49415,1.5617,0.90147,0.98355,0.44231,2.7522,1.2055,2.5336,1.7048,1.332
0.26478,1.8289,2.2946,0.21084,1.1058,3.8483,1.6018,2.5058,2.7325,1.07
0.092761,2.5973,2.6225,0,0.22116,2.7408,0.88179,3.9613,2.2098,0.82977
0.1501,2.2632,3.1142,0,1.7692,3.8304,2.2458,2.0878,2.1501,0.64416
0.035419,1.8623,3.2781,0,1.7692,2.3234,1.5859,3.2072,2.8796,0.33846
0.55149,1.428,3.1961,0.21435,3.3173,2.2772,2.1346,2.7509,3.1541,0.32754
2.3291,1.2276,2.7864,0.00089659,2.875,2.6637,4.3883,5.1716,4.5918,0.21836
2.2717,1.0272,2.2946,5.6607e-07,1.3269,3.2056,3.1101,3.2205,1.8421,0.2402
1.641,0.55947,2.0488,4.3517e-10,1.7692,2.9971,3.4228,3.6653,1.4038,0.21836
1.1249,0.39243,1.3112,6.7264e-07,1.7692,3.2605,1.9366,1.5917,2.004,0.52407
0.8382,0.39243,0.98342,0.0021094,2.2116,2.136,3.4437,4.1748,2.382,0.77518
0.32213,0.39243,0.73756,2.8463,0.66347,4.5471,3.7261,2.1701,3.1428,1.0918
0.20744,0.2254,0.57366,2.7514,0.66347,2.1501,1.3765,4.9937,4.0611,1.1464
0.1501,1.0606,0.49171,0.42167,0.22116,6.1534,3.7114,2.4571,3.2421,2.2273
0.49415,1.9625,1.3112,0.070279,1.3269,2.5906,3.3106,3.6006,3.3488,1.7687
0.26478,2.6307,1.4751,0,1.1058,3.107,1.3285,3.3284,4.4966,1.059
0.035419,3.1986,1.8029,0,1.7692,2.0619,1.8254,4.0775,4.3396,0.72059
0.092761,2.9313,2.0488,0,2.4327,3.1383,2.0377,3.7897,2.2761,0.3603
0.035419,2.2632,2.4585,0,3.5385,2.4687,1.542,1.9613,2.1934,0.21836
0.20744,1.428,1.9668,0,3.0962,0.78227,2.6531,2.939,5.6611,0.40397
0.1501,1.4614,1.3932,0,3.0962,1.9759,3.565,3.1898,2.512,0.53498
0.8382,1.1608,1.4751,0,3.5385,4.9837,3.3176,1.0673,2.0792,0.79702
0.26478,1.2276,0.98342,0,3.5385,2.9918,0.81887,4.6809,2.6403,0.96079
0.37947,0.92694,0.90147,0,1.7692,3.9559,2.2005,2.2659,3.0023,1.07
0.60883,1.3612,1.3112,0,1.5481,3.2758,0.89249,3.7523,3.4058,1.2665
0.035419,0.62628,0.81952,2.7174,2.6539,2.234,1.2743,2.6633,3.7926,0.74243
0.32213,1.1608,1.3112,1.4051,1.9904,2.7795,2.4374,3.6235,2.9689,1.0154
0.37947,1.4614,1.639,0.14056,1.7692,2.5621,4.0693,2.1966,3.8233,1.0809
0.37947,1.7955,1.5571,0,1.5481,3.4781,2.2102,2.8908,2.5886,0.89528
0.49415,1.8623,2.7044,0,1.5481,4.6441,2.6935,4.0784,4.3613,0.93895
0.20744,2.5304,3.1961,0.070256,2.6539,1.6078,2.1797,4.2237,3.7044,0.55682
0.26478,2.1296,2.7044,0.17863,4.6443,2.7497,1.2873,3.55,3.2927,0.3603
1.641,1.3946,2.1307,0.0010662,2.875,3.4996,3.7103,2.7635,2.758,0.22928
1.9277,0.96034,1.9668,5.6607e-07,1.3269,3.0765,3.3885,3.1898,1.0696,0.25111
1.469,0.7265,1.4751,4.6171e-10,0.66347,3.0889,2.5595,2.0618,1.8359,0.37121
1.1249,0.55947,1.2293,7.3521e-07,1.1058,3.5535,2.1112,5.1215,3.5968,0.60049
0.72351,0.39243,0.49171,0.0022734,1.5481,3.1459,3.5714,2.7886,2.2947,0.63325
0.092761,0.35903,0.40976,3.0571,0.44231,1.5791,1.391,2.5322,0.95774,0.97171
0.49415,0.25881,0.57366,2.9552,1.7692,3.3103,3.3005,1.5643,2.4426,0.92803
0.8382,1.3278,0.49171,0.91363,0.44231,2.1471,3.5694,1.4204,3.2555,1.9107
0.37947,2.1964,1.4751,0.28112,0.66347,3.7867,0,2.8508,3.3703,1.8015
0.092761,2.7643,1.9668,0,1.5481,3.5441,2.2395,3.5627,4.0577,1.2883
0.092761,2.8311,2.9503,0,1.7692,2.4621,2.3076,1.5637,3.2468,0.67692
0.092761,2.2298,3.0322,0,1.7692,2.0305,1.5364,2.8883,4.2016,0.38213
0.20744,2.0962,2.9503,0,2.875,1.77,2.5634,3.365,3.0689,0.32754
0.20744,1.7287,2.9503,0,3.3173,3.7103,2.0549,5.0669,3.7465,0.44764
0.20744,1.5282,3.0322,0,2.2116,2.795,3.8219,2.4452,3.7744,0.55682
0.20744,1.5282,2.7864,0,2.6539,3.9517,2.1906,2.3931,3.0287,0.5459
0.092761,1.5282,2.5405,0,1.7692,3.1826,1.051,2.9096,4.6271,0.46948
0.26478,1.5617,2.2127,0,1.5481,4.0164,4.2039,5.3488,4.1246,0.52407
0.20744,1.7621,2.4585,0,1.3269,3.234,2.3496,2.4697,2.5344,0.49131
