"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.17788,0.84181,3.0136,1.2546,1.2107,1.5882,2.81,1.4367
0.082716,2.3951,1.0747,0.31365,0.85469,3.8834,3.3494,0.95779
0.098672,2.1582,0.14334,0.47047,0.93846,1.2952,2.5942,0.15963
0.13834,2.6057,0,0.94095,1.5248,0.31847,1.6233,0.039908
0.099634,3.6325,0,1.2546,2.174,0.12313,0.7063,0.039908
0.11673,3.8168,0,2.1955,2.4253,0.17197,0.38266,0.039908
0,2.869,0.14573,1.5682,2.7813,0.17197,0.22084,0.039908
0.045881,2.1845,0.00093903,1.0978,3.1582,0.26964,0.11296,0
0.14115,1.5526,5.5253e-07,0.94095,2.886,0.80682,0.059015,0.039908
0.14849,1.0261,4.4919e-10,1.0978,2.9278,0.66031,0.11296,0.19954
0.16227,0.7365,7.0987e-07,2.3524,2.7184,1.1487,0.27478,0.43899
0.08085,0.52588,0.002175,1.8819,2.3624,0.85565,0.27478,1.0376
0.098981,0.94712,2.9026,1.5682,2.2996,1.8323,0.59842,1.8358
0.82057,0.057616,2.8751,0,0.058943,1.5393,1.6233,0.71834
3.1833,0.042378,1.1463,0,0.058943,3.4439,2.3785,1.6362
2.5615,0.0089402,0.21501,0,0.058943,0.85565,2.4324,0.79816
2.8102,0.017572,0.071669,0,0.058943,0.2208,2.0548,0.91788
2.8517,0.016945,0,0,0.058943,0.26964,2.1088,1.3569
3.2248,0.037042,0,0,0.058943,0.074296,2.2706,1.1573
2.8517,0.015183,0.036432,0,0.058943,0.074296,2.5403,1.1573
0.3646,0.067639,0.0010132,0,0.058943,0.074296,2.7561,1.317
0.11589,0.058176,5.4428e-07,0,0.058943,0.074296,3.2955,0.9977
0.11589,0.0072594,4.4378e-10,0,0.058943,0.074296,2.9718,0.55871
0.11589,0,7.338e-07,0,0.058943,0.074296,2.7021,0.43899
0.11589,0.042274,0.0023423,0,0.058943,0.074296,2.0548,0.35917
1.0278,0.069461,2.9743,0,0.058943,1.93,1.2997,0.95779
1.5252,0.4469,2.8405,0.78412,1.085,2.0765,0.027109,4.31
6.3336,1.9212,1.1463,0.31365,0.81281,3.9322,0.15492,5.2678
3.8465,2.0529,0.21501,0,1.0432,1.8812,0.051059,2.4743
2.3543,2.2108,0,0,1.5457,1.1487,0.036525,1.1573
1.6081,2.1582,0,0.94095,1.8389,1.051,0.045744,0.75825
1.0278,2.1582,0,1.5682,2.1111,1.0022,0.0028978,0.43899
1.2765,2.1845,0.32789,3.1365,1.9855,1.1487,0.038087,0.27935
0.2817,1.2367,0.0014827,3.4501,2.5509,1.2463,0.060872,0.11972
