"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.035027,-0.38549,-0.45731,0.32155,1.4867,0.32371,3.0642
-0.035027,-0.49611,0.131,1.5875,-0.086367,1.6653,-1.1293
-0.035027,-0.26857,1.0563,1.5749,-1.744,1.0555,-3.2609
-0.035027,-0.050493,1.6469,0.49946,-0.58044,0.077231,-0.35408
-0.035027,0.016669,1.331,-0.60758,-0.12238,-0.84547,-0.4705
-0.035027,0.035981,0.20104,-1.2792,-0.06495,-0.89861,0.58633
-0.035027,0.0030169,-1.0309,-1.2877,-0.010053,-0.71223,-0.21569
-0.035027,0.18698,-1.578,-0.79785,-0.08484,-0.38813,-0.28808
-0.035027,0.078613,-1.2364,-0.51897,-0.098993,0.90008,0.63404
-0.035027,0.27516,-0.53039,-0.55869,-0.090404,1.1086,0.42169
-0.035027,2.0776,-0.056119,0.25952,0.0077306,-0.22879,-0.90351
-0.035027,2.6695,0.11783,1.9585,0.86687,-1.2786,-0.82545
-0.035027,0.26783,0.22172,2.1893,0.47689,-0.21721,0.82335
0.95493,0.046609,-0.45896,2.3957,2.0418,-0.19455,0.70687
1.0142,0.046609,0.32234,2.1476,-0.39035,0.48655,1.0611
0.71891,0.046609,1.6878,0.89597,-2.4171,0.80705,0.92576
0.30924,0.046609,1.962,-0.58638,-0.41068,0.91351,0.36553
-0.26355,0.046609,0.44828,-1.4313,-0.070552,1.3446,-0.52608
-1.01,0.046609,-1.0289,-1.3418,-0.12953,1.2006,-1.4211
-1.5042,0.046609,-1.3306,-0.79632,-0.031782,-0.48548,-1.6238
-1.33,0.046609,-1.12,-0.43121,-0.054291,-2.0935,-0.90107
-0.68298,0.046609,-0.71118,-0.32645,-0.040412,-1.62,-0.0092484
-0.097416,0.046609,-0.21507,-0.20493,-0.023368,-0.39501,0.3594
0.21715,0.046609,-0.027516,-0.08552,-0.32108,-0.4128,0.42089
0.39287,0.046609,-0.026661,-0.21096,1.6527,-0.79796,0.52831
0.49046,0.046609,0.14266,-0.48483,1.2436,-0.22173,0.50843
2.6303,-1.8858,-0.15696,0.98528,2.2389,0.033719,2.0929
1.7713,-2.4253,-0.096238,1.6976,-0.49717,0.033719,1.3719
-0.35585,-0.58978,0.76521,1.4274,-2.5357,0.033719,-0.69083
-0.12303,-0.3003,2.0163,0.19868,-0.42378,0.033719,-0.051093
0.79409,-0.55805,1.7429,-1.1292,-0.17577,0.033719,0.46909
-0.34689,0.15367,-0.15203,-1.6025,0.024722,0.033719,-0.41004
-2.3968,0.13129,-1.5474,-1.1421,0.0012487,0.033719,-1.7279
-1.891,-0.26797,-1.4175,-0.51102,-0.19386,0.033719,-1.2226
-0.16003,0.16211,-0.70118,-0.27333,-0.055321,0.033719,-0.070765
0.025017,0.099558,-0.3319,-0.28292,-0.033131,0.033719,-0.21121
