"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0,0.84321,3.0136,1.2546,1.2042,1.6114,2.8774,1.4367
0.091429,2.3995,1.0747,0.31365,0.84789,3.9094,3.4162,0.95779
0.064861,2.1621,0.14334,0.47047,0.93173,1.318,2.6618,0.15963
0.11618,2.6106,0,0.94095,1.5186,0.34012,1.6919,0.039908
0.12114,3.6393,0,1.2546,2.1683,0.14455,0.77591,0.039908
0.080635,3.824,0,2.1955,2.4199,0.19344,0.45261,0.039908
0.057575,2.8743,0.14573,1.5682,2.7762,0.19344,0.29096,0.039908
0.050726,2.1885,0.00093903,1.0978,3.1534,0.29123,0.18319,0
0.22866,1.5554,5.5253e-07,0.94095,2.881,0.82906,0.12931,0.039908
0.10002,1.0279,4.4919e-10,1.0978,2.9229,0.68238,0.18319,0.19954
0.14031,0.73769,7.0987e-07,2.3524,2.7133,1.1713,0.34484,0.43899
0.039985,0.52666,0.002175,1.8819,2.357,0.87795,0.34484,1.0376
0.014804,0.94872,2.9026,1.5682,2.2941,1.8558,0.66815,1.8358
0.80536,0.044122,2.8751,0,0.051425,1.5625,1.6919,0.71834
3.167,0.050279,1.1463,0,0.051425,3.4693,2.4463,1.6362
2.5455,0.060766,0.21501,0,0.051425,0.87795,2.5002,0.79816
2.7941,0.074289,0.071669,0,0.051425,0.24234,2.123,0.91788
2.8355,0.072315,0,0,0.051425,0.29123,2.1769,1.3569
3.2084,0.060641,0,0,0.051425,0.095654,2.3385,1.1573
2.8355,0.12738,0.036432,0,0.051425,0.095654,2.608,1.1573
0.34961,0.0017797,0.0010132,0,0.051425,0.095654,2.8235,1.317
0.10102,0.054025,5.4428e-07,0,0.051425,0.095654,3.3623,0.9977
0.10102,0.030735,4.4378e-10,0,0.051425,0.095654,3.039,0.55871
0.10102,0.051024,7.338e-07,0,0.051425,0.095654,2.7696,0.43899
0.10102,0.0029413,0.0023423,0,0.051425,0.095654,2.123,0.35917
1.0125,0,2.9743,0,0.051425,1.9536,1.3686,0.95779
1.5097,0.44753,2.8405,0.78412,1.0784,2.1003,0.13499,4.31
6.3158,1.9247,1.1463,0.31365,0.80597,3.9583,0,5.2678
3.8299,2.0566,0.21501,0,1.0365,1.9047,0.13646,2.4743
2.3383,2.2149,0,0,1.5396,1.1713,0.11652,1.1573
1.5926,2.1621,0,0.94095,1.833,1.0735,0.1664,0.75825
1.0125,2.1621,0,1.5682,2.1055,1.0246,0.16116,0.43899
1.2611,2.1885,0.32789,3.1365,1.9797,1.1713,0.10837,0.27935
0.26674,1.2389,0.0014827,3.4501,2.5456,1.2691,0.074443,0.11972
0.10102,0.81683,6.1025e-07,1.8819,2.2522,0.73127,0.22186,0.67843
0.10102,0.52666,4.4378e-10,3.4501,2.5666,0.87795,0.090624,0.75825
0.10102,0.26288,7.0987e-07,2.5092,2.1055,0.4868,0.010889,1.6761
0.10102,0.18375,0.0022467,2.3524,1.7701,0.29123,0.068367,1.9156
1.634,0.55304,2.9384,1.8819,1.309,1.5136,0.13164,4.6293
0.7225,0.68494,3.0136,0.6273,0.058174,0.11511,1.6381,2.7137
3.0013,2.083,0.93137,0.47047,0,0.07092,1.8536,2.0353
1.6754,2.0566,0.071669,1.4114,0.080046,0.044149,1.9614,0.55871
1.1368,2.0039,0,1.8819,0.05102,0.16176,1.2609,0.35917
0.63963,1.9247,0,2.9797,0.071722,0.14816,0.99145,0.59862
0.43247,2.4259,0,1.8819,0.066769,0.033263,0.72203,0.31926
0.5982,2.2149,0.18216,2.9797,0.070919,0.098453,0.50649,0.15963
0.18388,1.4499,0.00096375,2.666,0.081443,0.16303,0.34484,0.11972
0.10102,0.94872,5.1129e-07,2.666,0.019843,0.12573,0.34484,0.23945
0.10102,0.76407,4.1131e-10,3.4501,0.049508,0.10083,0.39873,0.39908
0.10102,0.50029,6.6999e-07,2.8228,0.054333,0,0.34484,0.87797
0.10102,0.31564,0.002175,2.0387,0.048818,0.18018,0.45261,1.6761
1.1782,0.76407,2.6518,2.1955,0.057417,0.11963,1.0992,3.2724
0.30818,0.50029,2.8405,2.666,1.3719,1.5625,1.7458,0.87797
0.22531,0.36839,0,0.6273,1.1204,0.34012,1.4225,0.5188
0.10102,0.34202,0,0.47047,0.65925,0.14455,1.5842,0.9977
0.10102,0.50029,0,0.15682,0.55446,0.095654,1.7458,0.83806
