"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.030695,3.3153,-0.0048829,0.2538,4.201,0.97164,1.8429
-0.030945,1.5866,0.16968,-0.047251,-0.10437,0.42983,-0.60275
-0.055134,0.014947,0.51881,-0.047251,-2.7952,-0.41299,-1.6603
-0.0088373,0.046379,0.34425,0.15345,-0.64254,-0.714,-0.23921
-0.0096505,-0.20508,-0.70314,0.68865,0.25441,-0.65379,-0.27225
0.0077333,-0.39367,1.2171,1.1569,-0.032616,-0.47319,-0.27225
-0.014245,-0.99089,2.439,0.5214,0.21853,-0.17218,-0.17311
-0.011113,-1.4624,-0.0048829,-0.4821,0.36204,-0.051782,-0.0078579
0.014523,-0.99089,-1.4014,-0.44865,-0.42727,0.0084198,0.32264
-0.032627,-0.42511,-1.0523,-0.2814,-0.39139,0.49003,1.3802
-0.047893,-0.23651,0.69338,-1.3183,-0.31964,1.4533,2.2395
0.0074154,0.48643,-0.87771,-1.8535,1.259,2.8379,0.68618
0.4765,-0.17199,-3.3216,-2.3553,0.82845,0.67063,-1.3298
2.2752,-0.69405,-1.576,-1.4856,0.97196,0.24922,-0.47055
1.0969,0.091071,-0.0048829,-0.013801,-0.46315,1.7543,-0.7019
-0.59629,-0.075692,-0.0048829,-0.013801,-2.6158,-0.23239,-1.1315
0.59254,-0.095151,-0.0048829,-0.013801,-0.67842,-1.015,-0.27225
0.62856,-0.01877,-0.0048829,-0.013801,-0.10437,-0.7742,-0.23921
-0.48821,-0.02058,-0.0048829,-0.013801,0.039139,-0.59359,0.22349
-2.0373,-0.0727,-0.0048829,-0.013801,0.0032616,0.068621,0.25654
-1.7131,-0.019228,-0.0048829,-0.013801,-0.10437,-0.051782,0.45484
-0.41616,0.077737,-0.0048829,-0.013801,-0.068494,-0.59359,0.025192
-0.091938,-0.0079443,-0.0048829,-0.013801,-0.032616,0.36963,-0.3714
-0.019888,-0.031237,-0.0048829,-0.013801,-0.032616,0.42983,-0.27225
0.52049,-0.018882,-0.0048829,-0.013801,1.3307,-0.41299,0.025192
1.5652,0.66788,1.3916,1.759,0.97196,-2.431,2.9336
4.5553,2.5625,0.34425,1.3576,1.3666,-2.3927,2.4709
1.277,2.2466,-0.70314,0.086549,-0.068494,-0.12719,-1.9247
-3.2261,0.29784,1.0425,1.5583,-2.1853,0.2188,-2.4866
-1.2808,-0.36224,1.3916,2.2942,-0.39139,0.08792,-0.80105
-0.95654,-0.39367,-0.17945,1.5918,-0.14025,-0.14978,-0.33835
-0.38014,-0.29938,-0.35401,0.3207,-0.032616,-0.07794,-0.33835
-0.77641,-1.3052,0.16968,-0.013801,0.36204,0.14554,-0.23921
-1.2087,-1.7453,0.86794,-1.2514,0.039139,0.13533,-0.10701
-0.23604,-0.89659,-0.0048829,-1.8201,-0.64254,-0.038564,0.55398
-0.091938,-0.48797,-1.2268,-1.6194,-0.17613,-0.02325,1.7438
-0.019888,-0.26794,-0.52858,-1.6863,-0.17613,-0.0046242,1.7768
1.277,0.29784,-1.0523,-0.98385,0.57731,-0.083727,2.1734
1.0969,0.73789,2.439,-1.0483,-0.12376,0.715,0.091291
2.4658,2.3409,0.51881,-0.73417,-1.188,1.2026,-1.2307
0.55651,1.6494,-2.6234,-0.078724,-0.10535,0.67063,-1.429
-2.8659,-0.5194,0.34425,0.050605,0.0078454,-0.17218,-2.6518
-1.3888,-0.11078,0.69338,0.021158,-0.0096889,-0.714,-1.0985
-0.59629,-0.047918,1.0425,-0.033145,-0.048663,-0.53339,-0.17311
-0.055913,-0.29938,1.3916,0.017385,-0.08316,-0.41299,0.15739
-0.30809,-0.77086,0.51881,-0.040285,-0.056924,-0.17218,0.091291
-0.30809,-1.2423,0.86794,-0.087352,-0.010751,-0.11198,0.28959
-0.091938,-1.1166,-0.70314,-0.019092,-0.045688,0.12882,0.75228
-0.019888,-0.6137,-1.9251,-0.012519,-0.03248,0.42983,0.38874
-0.019888,-0.23651,-0.52858,0.0078069,-0.069056,1.092,1.5785
0.91676,0.32927,-1.2268,-0.022068,-0.0011142,3.0185,1.215
0.55651,0.80075,-0.35401,2.0431,1.2798,-0.41299,-0.47055
-0.88449,-0.17365,0.34425,1.8025,0.17713,-2.0384,-1.2307
-0.59629,-0.36224,-0.52858,-0.98385,-1.1807,1.6339,-1.4951
-0.091938,0.89505,-0.52858,-0.91695,-0.24788,1.3328,-0.6358
-0.019888,1.6494,-0.52858,-0.18105,-0.14025,-0.65379,-0.5697
-0.019888,1.1465,0.34425,0.48795,0.075017,-1.2558,-0.14006
-0.019888,-0.5194,0.16968,0.6552,0.1109,-1.1354,0.15739
-0.019888,-0.89659,0.16968,0.82245,0.039139,-1.015,-0.0078579
-0.019888,-0.016485,0.51881,0.82245,0.21853,-0.59359,-0.0078579
-0.019888,-0.07935,-0.0048829,0.2538,0.25441,-0.23239,0.25654
-0.019888,-0.5194,0.69338,0.2538,0.0032616,0.24922,0.75228
-0.019888,-0.92802,-0.17945,-0.18105,-0.31964,0.24922,0.52094
-0.019888,-0.83373,-0.52858,-0.91695,-0.24788,0.36963,0.32264
0.84471,-0.016485,0.16968,-1.0173,0.7567,1.6339,0.85143
2.682,1.9952,-0.35401,-0.85005,2.2636,2.8981,-0.27225
0.19626,2.561,-0.0048829,0.35415,-0.10437,0.0084198,-1.7264
-2.2895,0.80075,0.34425,1.1904,-1.8624,-2.7608,-1.0324
-0.77641,-0.80229,1.0425,1.5583,-0.78605,-1.617,-0.10701
0.088187,-1.2109,0.86794,1.2238,-0.64254,-0.65379,0.058241
0.16024,-0.39367,1.3916,0.28725,0.0032616,-0.41299,0.19044
-0.48821,-0.45654,-0.0048829,0.42105,0.14677,-0.11198,0.19044
-0.52424,-0.83373,-1.0523,0.22035,-0.032616,0.068621,0.45484
-0.091938,-0.83373,0.86794,-0.31485,0.0032616,0.24922,0.45484
-0.019888,-0.83373,-0.17945,-0.8835,0.36204,0.068621,0.058241
-0.019888,-0.55083,-2.2742,-1.2514,0.1109,0.0084198,0.45484
0.77266,0.10924,-1.7505,-1.0842,0.64906,0.79104,1.248
0.59254,0.32927,0.51881,-1.3183,1.1872,2.4165,1.0497
1.0609,2.6867,-0.17945,-0.4821,1.6178,1.8747,-1.0324
-0.019888,2.5924,-0.17945,1.1235,-0.60666,-1.617,-1.9908
-1.7131,0.23497,1.2171,1.5583,-2.6876,-2.2792,-0.9002
-0.30809,0.39213,0.51881,1.3576,-0.7143,-0.9548,-0.23921
-0.019888,-0.708,1.3916,0.9897,0.29028,-0.35279,0.058241
-0.019888,-1.148,0.86794,0.5883,0.1109,-0.11198,0.12434
0.44844,-0.55083,-0.0048829,0.12,0.1109,-0.11198,0.025192
0.16024,-0.42511,-1.2268,-0.11415,0.1109,0.0084198,-0.040908
0.052162,-0.047918,-0.52858,-0.1476,0.25441,0.0084198,0.22349
0.59254,0.39213,1.0425,-0.080701,-0.21201,-0.051782,0.091291
0.052162,0.29784,-0.0048829,0.35415,-0.57078,-0.051782,-0.20616
0.052162,-0.29938,0.86794,0.82245,0.039139,0.0084198,-0.073957
0.23229,-2.091,-1.4014,-2.857,0.61319,2.2961,1.9751
1.6733,0.077811,-2.2742,-3.2919,2.3712,2.8379,2.2065
-0.091938,2.1838,-0.70314,1.1569,0.0032616,0.0084198,-1.8256
-2.7938,-0.708,0.51881,1.458,-2.7593,-1.1956,-2.2883
-0.95654,-1.2738,1.0425,0.75555,-1.0731,-1.1956,-0.23921
-0.12796,-0.11078,0.34425,0.15345,-0.17613,-0.7742,0.15739
-0.055913,-0.20508,1.2171,-0.3483,0.1109,0.12882,0.32264
-0.019888,-0.20508,0.34425,0.019649,0.075017,-0.11198,-0.040908
-0.019888,-0.11078,-0.35401,-0.1476,-0.17613,-0.47319,-0.33835
-0.019888,0.17211,-0.70314,-0.31485,0.039139,-0.051782,0.025192
-0.019888,0.83219,-0.87771,-0.2814,0.1109,-0.23239,0.81838
0.016137,0.20354,-0.0048829,0.019649,-0.10437,-0.23239,-0.040908
0.59254,-0.17365,0.16968,0.12,1.7972,0.0084198,-0.14006
0.59254,-1.2738,0.34425,-1.4187,0.82845,1.393,1.5124
1.8894,1.2722,-0.52858,-1.5859,0.97196,1.393,1.1819
0.52049,2.4038,0.34425,0.3207,-0.032616,-0.23239,-1.3298
-1.8932,-0.708,1.7408,2.1939,-2.5799,-0.7742,-1.8917
-1.1367,-1.1166,0.69338,1.5918,-0.92956,-1.015,-0.33835
-0.66834,-0.73943,-0.17945,0.55485,-0.39139,-0.59359,-0.073957
-0.091938,-0.42511,-0.0048829,0.5214,0.14677,0.0084198,0.25654
-0.019888,-0.64513,-0.87771,-0.6828,0.039139,0.0084198,0.68618
-0.019888,-0.58227,-0.70314,-1.218,0.0032616,0.18902,0.85143
-0.019888,-0.5194,-0.35401,-1.4521,-0.17613,1.2726,0.85143
-0.019888,-0.42511,-1.4014,-1.5859,-0.39139,1.8145,-0.768
-0.019888,0.48643,-1.0523,-1.1846,0.039139,0.85124,-1.2968
0.26831,2.4038,-0.52858,-0.3483,1.0078,-0.7742,-0.10701
0.62856,-0.64513,1.5662,0.5214,0.86433,-0.59359,0.85143
1.5292,-0.016485,0.34425,0.42105,2.3712,1.1522,0.55398
0.052162,2.3724,-1.4014,0.789,-0.10437,-0.47319,-1.0324
-1.677,-0.20508,1.3916,1.4914,-3.2975,-1.8578,-0.80105
-0.48821,-0.23651,0.69338,1.458,-0.85781,-1.1354,-0.14006
-0.12796,-0.48797,-1.0523,0.95625,0.039139,-0.714,-0.040908
-0.23604,-1.1795,0.69338,0.3876,0.21853,-0.29259,0.15739
-0.091938,-1.2423,1.0425,0.086549,0.0032616,-0.11198,0.28959
-0.055913,-0.92802,0.34425,-0.11415,-0.068494,0.12882,0.48789
-0.019888,-0.48797,-0.70314,-0.24795,0.075017,0.42983,0.19044
-0.019888,-0.26794,-0.70314,-1.4187,-0.14025,0.61043,0.32264
-0.019888,-0.39367,-0.0048829,-1.6194,-0.39139,0.79104,0.58703
0.52049,0.17211,-0.87771,-1.0508,1.259,1.5135,-0.3053
1.205,0.80075,0.51881,0.15345,1.3666,0.068621,1.248
2.1416,1.7752,0.16968,0.62175,1.1514,-0.35279,1.215
0.088187,1.5237,-0.52858,0.3876,-0.67842,0.068621,-2.0239
-2.2174,0.32927,0.51881,1.3576,-2.6876,-0.714,-1.8917
-0.88449,-0.047918,0.86794,1.4914,-0.64254,-0.8946,-0.23921
0.26831,-0.07935,0.51881,0.35415,0.039139,-0.65379,0.19044
0.016137,-0.29938,-1.0523,-0.1476,0.1109,-0.23239,0.19044
0.052162,-0.11078,-0.35401,0.8559,0.21853,-0.051782,0.38874
0.12421,0.10924,1.0425,0.6552,0.0032616,0.068621,0.058241
-0.34411,-0.45654,1.0425,-0.080701,0.46967,-0.29259,-0.23921
-0.48821,-0.73943,1.5662,0.28725,0.4338,-0.41299,-0.40445
-0.56026,-1.0852,2.2645,0.019649,-0.35552,-0.11198,-0.33835
0.73664,-0.55083,-0.52858,-0.98385,0.82845,0.068621,0.81838
1.8534,0.10924,-3.4962,-1.2849,2.1918,0.0084198,1.5785
