"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.0020001,2.3637,-0.52109,-0.68526,2.6925,1.9405,0.82143
0.0020001,2.7814,-0.26523,0.29336,-0.11572,1.6398,-1.3944
0.0020001,-0.74671,0.219,1.2828,-2.7321,-1.8872,-2.4479
0.0020001,-0.59376,0.76157,1.7501,-0.2689,-2.176,-1.1303
0.0020001,0.43997,1.1318,1.5413,-0.28359,-0.5921,0.3126
0.0020001,-0.17723,1.1544,0.99988,0.23978,-1.5559,0.14302
0.0020001,-0.47087,0.82682,0.58696,0.33322,-1.1114,-0.46296
0.0020001,-1.0117,0.34592,0.36808,-0.25681,-0.35677,-0.2455
0.0020001,-0.99046,-0.042205,1.4324e-05,0.2718,-0.3612,0.263
0.0020001,-0.80889,-0.23293,-0.72332,0.10462,0.077114,0.44045
0.0020001,-0.45598,-0.27463,-1.4803,-0.66637,0.2817,0.74702
0.0020001,0.20951,-0.24535,-1.7144,0.75915,0.40396,1.4591
0.0020001,0.81547,-0.18731,-1.226,0.8168,0.46765,1.4338
1.8668,-0.003749,0.058479,-0.0017708,1.7571,0.49653,1.7469
1.4564,-0.003749,0.058479,-0.0017708,-0.095964,2.5117,1.7717
-0.10518,-0.003749,0.058479,-0.0017708,-1.9056,1.6685,0.20164
-0.19651,-0.003749,0.058479,-0.0017708,-0.56697,-0.13898,-0.59406
0.45905,-0.003749,0.058479,-0.0017708,0.0041624,-0.38948,-0.016885
-0.15394,-0.003749,0.058479,-0.0017708,0.051125,-0.73184,0.091787
-1.7438,-0.003749,0.058479,-0.0017708,0.033363,-0.97434,-1.2489
-1.4952,-0.003749,0.058479,-0.0017708,0.011874,-0.19087,-1.7227
-0.058164,-0.003749,0.058479,-0.0017708,0.036194,0.13356,-0.58644
0.11803,-0.003749,0.058479,-0.0017708,0.0059698,-0.73931,0.023687
-0.10498,-0.003749,0.058479,-0.0017708,0.059287,-2.2061,-0.003226
0.25824,-0.003749,0.058479,-0.0017708,0.58886,-2.1346,0.28804
0.59243,-0.003749,0.058479,-0.0017708,0.43415,0.16115,0.61816
2.7598,2.0039,-1.6438,-0.85665,1.4029,-0.097053,1.9621
1.2786,1.5146,1.4183,0.45189,-0.35455,-0.097053,-1.2381
-1.5042,-0.42885,0.9064,1.4099,-1.5084,-0.097053,-2.3776
-1.3567,-0.29752,-0.96664,1.5219,-0.25152,-0.097053,-0.32628
-0.43873,0.3456,1.5925,1.4892,-0.023938,-0.097053,-0.27577
-0.13182,0.15797,2.6561,1.5796,0.027785,-0.097053,-0.47628
-0.56263,-0.60796,-0.80174,1.039,0.050433,-0.097053,-0.20157
-0.54566,-1.3017,-2.7823,-0.25869,-0.13101,-0.097053,-0.24734
0.0051783,-1.0439,1.6104,-1.3191,-0.14583,-0.097053,0.092693
0.0074635,-0.54354,0.97961,-1.5106,-0.22014,-0.097053,0.56825
-0.09759,-0.35317,0.1055,-1.1667,-0.049382,-0.097053,0.87464
0.5992,0.20762,0.568,-0.74504,1.1356,-0.097053,1.8648
0.91415,0.83073,-1.1434,-0.31889,0.73405,-0.097053,1.2239
3.1897,1.3071,-0.4981,-0.0017708,0.032627,-0.097053,1.2073
