"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.01091,1.2709,2.7313,0.1398,1.2263,1.7071,0.53696,0.12801
0.042764,0.61711,0.50055,0.72695,1.6898,3.2015,0.50134,0.65607
0.052459,0.26297,0.071532,2.0411,2.2623,1.1467,0.50134,0.9601
0.060131,0.099519,0,2.6282,2.0714,0.35281,1.1781,1.2161
0.045035,0.12676,0,2.7121,1.608,0.11931,1.6055,0.76808
0.022665,0.072277,0,2.8519,0.9537,0.072611,2.1398,0.41604
0.059915,0.045035,0.10909,2.4884,0.54477,0.16601,2.3891,0.17602
0,0.072277,0.0012825,1.4259,0.24489,0.21271,2.1398,0.032003
0.071651,0.072277,6.2555e-07,0.55919,0.13584,0.072611,1.6767,0.016002
0.047175,0.154,4.8615e-10,0.19572,0.081314,0.072611,1.2849,0.12801
0.044036,0.69884,7.4832e-07,0.055919,0.054052,0.072611,0.75066,0.032003
0.032793,2.3061,0.0023378,0,0.10858,0.072611,0.67943,0.11201
0.014134,3.3413,3.0043,0.02796,0.40846,2.2675,0.46572,0.17602
0.22276,0.039373,3.0079,0,0.02679,1.8005,1.4986,0.24002
1.2573,0.075425,0.85808,0,0.40846,3.902,1.2137,0.38404
1.2366,0.047642,0.071532,0.083879,1.0082,1.1,1.1068,0.38404
1.4642,0.077631,0,0.39144,1.0082,0.16601,0.75066,0.52805
1.6918,0.060629,0,0.97859,0.79013,0.072611,1.4274,0.67207
1.7746,0.075934,0,1.0066,0.40846,0.072611,1.8192,0.59206
1.3401,0.084029,0.10909,1.0066,0.27215,0.11931,2.4247,0.59206
0.30552,0.059486,0.0011346,0.36348,0.1631,0.072611,2.211,0.30403
0.077927,0.10231,5.7616e-07,0.1398,0.10858,0.072611,1.9261,0.14401
0.036545,0,4.3753e-10,0.083879,0.081314,0.072611,1.4986,0.22402
0.036545,0.047364,7.324e-07,0.055919,0.081314,0.072611,1.1068,0.33603
0.036545,0.027556,0.0023617,0,0.081314,0.072611,1.3562,0.40004
0.26414,0.067958,3.1832,0,0.081314,1.7071,1.2849,0.33603
0.88486,0.78056,2.9387,0,0.13584,1.7071,0.063576,2.5443
3.9885,0.45366,1.4301,0,0.40846,5.0695,0.057512,3.2483
4.2988,0.099519,0.2146,0.11184,1.09,1.8005,0.11801,3.6004
4.1333,0.099519,0.071532,0.67103,1.3081,0.63301,0.15232,4.1764
5.0644,0.045035,0,1.4259,0.9537,0.30611,0.00062247,5.3285
5.0851,0.045035,0,1.7335,0.65382,0.072611,0.047869,5.3285
