"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.095304,0.82781,2.7434,1.7684,1.8905,1.4193,1.0578,1.4561
0.046545,2.4483,0.92203,1.7684,1.9807,4.2762,1.5273,2.5886
0.081806,2.3872,0.070951,1.9452,1.868,1.3225,1.4686,0.72806
0.06601,2.4789,0,2.2989,1.9581,0.54777,1.1165,0.56627
0.1026,2.4483,0,2.2989,1.9807,0.49935,0.76441,0.44492
0.059972,2.2955,0,1.5915,2.4314,0.93514,0.47099,0.24269
0,2.0814,0.14427,3.5368,2.7694,0.49935,0.29493,0.12134
0.091208,1.3476,0.0010519,4.0673,2.792,1.2741,0.29493,0.040448
0.091824,0.67493,5.4699e-07,3.5368,2.4539,1.032,0.23625,0.12134
0.077297,0.39974,4.4469e-10,2.6526,2.499,0.74145,0.29493,0.44492
0.035206,0.27744,7.0276e-07,2.4757,2.2736,0.54777,0.70572,1.8201
0.062773,0.18571,0.0022478,3.3599,1.6201,0.35408,1.7034,3.1954
0.039181,0.76666,2.8026,1.5915,1.0342,2.2909,3.4639,2.6695
0.65179,0.083187,2.7091,0,0.042586,1.5162,2.3489,1.5775
2.799,0.058025,0.85111,0,0.042586,3.6467,3.6986,2.1033
1.9569,0.046838,0.1419,0,0.042586,0.93514,4.0507,0.72806
2.1253,0.047914,0,0,0.042586,0.1604,3.4639,0.72806
2.6727,0,0,0,0.042586,0.063554,3.0531,0.40448
2.8832,0.07813,0,0,0.042586,0.063554,2.701,0.44492
2.1253,0.14819,0.2164,0,0.042586,0.1604,2.4663,0.68761
0.52548,0.062916,0.0010764,0,0.042586,0.11198,2.7597,0.76851
0.14657,0.077617,5.1433e-07,0,0.042586,0.063554,2.4076,1.2539
0.06237,0.036078,3.9647e-10,0,0.042586,0.063554,2.1728,0.80895
0.06237,0.022689,6.7907e-07,0,0.042586,0.063554,2.7597,0.80895
0.06237,0.047309,0.0022005,0,0.042586,0.063554,2.5836,0.48537
0.69389,0.067987,2.909,0,0.042586,1.9036,2.3489,0.8494
1.9148,0.73608,2.7091,1.4147,1.237,1.4193,0.18156,4.0852
6.0408,2.5706,0.92203,0.35368,0.96655,3.792,0.048657,3.883
3.4305,2.9375,0.070951,0.70735,1.3046,1.3709,0.14214,1.7392
2.2937,2.8764,0.070951,1.4147,2.0257,0.88672,0.16808,0.8494
1.9569,2.6012,0,2.1221,2.8596,0.88672,0.082701,0.76851
1.1991,2.5095,0,1.2379,3.1075,0.74145,0.077727,0.44492
1.5359,2.326,0.1082,1.7684,3.0849,0.88672,0.060049,0.36403
0.31498,1.2559,0.00097855,1.4147,3.1075,1.2741,0.068094,0.16179
0.14657,0.64435,5.8781e-07,2.6526,2.2511,0.98356,0,0.24269
0.06237,0.39974,4.179e-10,1.4147,1.8905,0.45092,0.074418,0.8494
0.06237,0.18571,7.1855e-07,1.4147,1.1694,0.78987,0.15516,2.3864
0.06237,0.15514,0.0022952,0.88419,0.76373,0.25724,0.086008,3.0336
1.578,0.49147,3.0509,0.35368,0.51584,1.613,0.20247,5.056
1.3675,0.88896,2.8806,3.3599,0.068985,0.09334,0.82309,3.1549
4.483,2.7847,1.4894,0.88419,0.07655,0.079712,1.2339,3.5594
2.0411,2.5095,0.2838,0.70735,0.04049,0.033299,1.4686,1.4157
1.157,2.2955,0,1.2379,0.053971,0.061287,1.0578,0.32358
0.44128,2.4178,0,1.4147,0.010179,0.10909,0.76441,0.080895
0.48338,2.2649,0,2.2989,0.069203,0.041769,0.52967,0.12134
0.39918,2.1426,0.14427,2.8294,0.06772,0.034903,0.35362,0.28313
