"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.014353,0.69922,2.7935,1.3529,0.96153,1.7673,0.88756,1.5426
0.030483,2.3214,1.2682,0.33824,0.79581,4.1448,0.98895,1.4198
0.010749,2.4416,0.35242,1.1838,1.3344,1.9071,1.0143,0.77815
0.0086301,2.6218,0,0.84559,1.6037,1.068,0.82419,0.34129
0.0075271,2.3515,0,1.0147,2.2044,0.92812,0.65943,0.15017
0.046048,2.4716,0,1.6912,2.5773,0.92812,0.39328,0.13652
0.019045,2.742,0.14332,2.3677,2.6187,1.1612,0.24119,0.068258
0.0068563,2.021,0.0008992,2.3677,2.4116,1.3477,0.16514,0.068258
0.023296,1.3,5.1094e-07,2.875,2.4737,1.3011,0.12712,0.068258
0.036886,0.87947,4.2579e-10,2.0294,2.4116,1.0214,0.10177,0.15017
0.041273,0.6091,6.9029e-07,2.7059,2.1423,0.74164,0.11445,0.34129
0,0.42886,0.00228,1.5221,1.6865,0.55516,0.12712,0.54607
0.0082831,0.90951,2.7841,1.0147,1.6037,2.1868,0.19049,0.88736
0.74477,0.016129,2.7253,0,0.050079,1.5808,3.3083,2.0614
4.1335,0.022292,1.4092,0,0.050079,3.5388,3.359,4.9283
4.4144,0.066712,0.14097,0,0.050079,1.1146,2.9661,4.4504
4.302,0.047909,0,0,0.050079,0.13559,2.776,4.2593
4.3207,0,0,0,0.050079,0.088974,2.8647,4.4778
4.639,0.067917,0,0,0.050079,0.088974,3.0421,4.4778
4.0399,0.046416,0.14332,0,0.050079,0.18221,3.2069,4.5597
0.61371,0.030043,0.0010693,0,0.050079,0.18221,3.1562,2.2798
0.089488,0.0025615,5.5961e-07,0,0.050079,0.088974,2.8774,1.5017
0.014598,0.051993,4.1515e-10,0,0.050079,0.088974,2.9914,1.7201
0.014598,0.019939,6.9029e-07,0,0.050079,0.088974,3.2703,1.5426
0.014598,0.017396,0.002139,0,0.050079,0.088974,3.3843,1.7611
0.65116,0.018037,2.8546,0,0.050079,1.8605,3.0041,2.3071
0.44521,0.66918,2.8275,1.5221,1.3758,1.9071,0.016796,1.4061
2.28,2.5317,0.70458,0.84559,1.0858,3.8651,0.042377,1.6792
1.3252,2.1412,0,1.0147,1.5415,1.0214,0.035856,0.58702
1.0631,2.2013,0,1.0147,1.9766,1.068,0.025128,0.23208
