"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.026723,0.81358,2.8209,1.0427,0.97552,1.902,0.87371,1.3863
0,2.6895,0.83348,0.86893,0.77227,3.745,1.1325,1.503
0.0096796,1.8114,0.13896,0.34757,1.5853,1.902,0.7976,0.62748
0.014259,2.0908,0.13896,0.52136,1.9664,1.0726,0.6606,0.42319
0.045435,1.8114,0,2.2592,2.1442,0.98044,0.59971,0.33563
0.024967,1.4921,0,2.6068,2.3475,0.88829,0.47794,0.5983
0.053734,1.0531,0.1766,2.6068,2.3475,0.6579,0.47794,0.46696
0.025302,0.53419,0.0011739,3.4757,2.2458,0.93436,0.40182,0.35022
0.0041753,0.45436,5.7564e-07,2.0854,1.6361,0.28929,0.41705,0.53993
0.042099,0.33462,4.4598e-10,1.7379,1.128,0.24322,0.72149,0.93393
0.048981,0.29471,7.2687e-07,0.52136,0.74686,0.10499,1.1325,0.91934
0.031911,0.2548,0.0022708,0.17379,0.44199,0.012836,1.3608,1.255
0.029925,0.89341,3.1267,0.34757,0.36577,1.6716,1.8175,1.6636
0.7571,0.11287,2.9217,0,0.03549,1.349,3.2484,2.043
3.8521,0.0030113,1.1808,0,0.03549,4.943,3.568,4.5091
3.9201,0.070012,0.069482,0,0.03549,1.349,3.568,4.2902
3.665,0,0.069482,0,0.03549,0.4736,3.9943,4.801
3.75,0.067825,0,0,0.03549,0.10499,4.116,5.1074
3.733,0.10986,0,0,0.03549,0.012836,3.8116,4.9323
3.1718,0.050651,0.24724,0,0.03549,0.24322,3.4463,4.2319
0.60405,0.08473,0.001102,0,0.03549,0.058912,3.5376,2.0722
0.1109,0.087209,5.3566e-07,0,0.03549,0.012836,3.8725,1.576
0.042876,0.027721,4.4598e-10,0,0.03549,0.012836,4.0704,1.5322
0.025871,0.058514,7.1141e-07,0,0.03549,0.012836,3.6594,1.649
0.025871,0.049758,0.0022013,0,0.03549,0.012836,3.5528,1.7365
0.451,0.057731,3.0572,0,0.03549,1.2108,3.3854,2.364
0.65506,1.0131,2.8209,0.17379,0.61983,1.7177,0.031811,1.503
