"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.032258,2.3419,-0.42464,-0.20072,3.5412,1.5398,2.5957
0.01523,2.3051,0.21232,0.18241,-0.090098,0.51239,-0.84009
-0.00079073,0.94254,1.0616,1.1402,-2.0105,-0.87769,-3.0155
-0.03019,-0.71463,2.1232,1.3318,-0.68367,-0.99857,-1.2027
0.011854,-1.267,1.6986,1.1083,-0.29959,-0.61579,-0.21853
-0.0023068,-1.3775,0.42464,1.0125,-0.15993,-0.47477,0.2649
-0.0040135,-0.89876,0.63696,0.24626,-0.71859,-0.17258,0.24763
-0.013501,-0.49368,0.63696,-1.2224,-0.40434,0.27063,0.54115
-0.030962,-0.3832,-1.2739,-1.5097,-0.29959,0.61312,0.61021
0.015035,-0.27272,-1.9109,-1.0627,-0.22976,1.1772,0.43755
0.0065579,-0.16224,-0.63696,-0.99889,-0.090098,1.1772,0.48935
-0.026496,0.53746,-1.0616,-0.61577,0.92247,0.97575,0.85192
0.57913,-0.085471,-1.4862,-0.55192,1.1669,2.386,0.78286
3.4214,-0.61691,-0.63696,-0.2965,1.8303,1.4995,3.4072
2.7441,0.032198,0,-0.0091539,-0.64875,-0.11214,3.2
0.37536,-0.068334,0,-0.0091539,-2.8135,0.81458,-0.46025
0.44255,-0.074071,0,-0.0091539,-0.57892,0.63326,-0.184
-0.061425,-0.052159,0,-0.0091539,-0.090098,0.29078,0.59294
-0.36381,0.0026704,0,-0.0091539,0.049566,-0.27331,0.040447
-3.1021,0.096785,0,-0.0091539,0.049566,-0.75682,-3.2227
-3.3877,-0.028677,0,-0.0091539,-0.090098,0.069173,-3.6198
-0.683,-0.036522,0,-0.0091539,-0.090098,-0.11214,-0.7365
-0.095023,-0.018109,0,-0.0091539,-0.020266,-0.39419,0.14404
-0.027826,-0.1244,0,-0.0091539,-0.020266,0.23034,-0.16674
0.62735,-0.046427,0,-0.0091539,0.88755,-0.031558,0.54115
0.64415,0.51285,0,0.59746,1.0621,-4.8473,0.29943
1.5177,3.1918,0.21232,0.56553,2.354,-4.5788,-0.27033
