"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.12934,0.56224,0.82272,2.7839,3.4964,3.3756,2.2947,1.0974,2.2712,0.70478
0.12217,1.2769,1.0126,0.98304,2.3914,4.2244,1.6073,2.3528,1.5948,1.2036
0.15026,2.2298,0.94929,0,4.0901,2.2314,0.85651,1.5331,1.4967,1.0518
0.051633,2.4151,2.1517,0,1.4665,1.5543,2.2062,1.3946,4.1193,0.71563
0.086325,2.6269,2.2783,0,2.7037,2.0851,2.0251,1.4795,2.0652,0.43371
0.12592,2.5739,2.7846,0,3.6332,2.188,2.6717,3.1578,4.306,0.33613
0.079773,2.7063,2.8479,0.071413,0,1.7932,1.6233,2.5236,2.6481,0.19517
0.001702,2.0975,3.3542,0.00084768,3.6554,3.7429,3.1697,2.4302,0.67514,0.0759
0.078925,1.5681,3.1643,5.6577e-07,2.036,2.2936,0.37196,3.283,4.7766,0.0759
0.10037,1.1975,2.5314,4.4555e-10,2.1372,3.1458,1.4807,2.2011,4.1673,0.14096
0.0064336,0.85341,2.4049,7.1919e-07,2.7775,0.89969,3.4966,3.762,1.5491,0.19517
0.10161,0.61518,1.6454,0.002202,2.7088,2.7338,1.8592,2.4293,4.6637,0.52045
0,0.35049,1.0759,2.915,3.2734,1.6521,2.0273,1.5832,3.4998,0.73731
0.39631,0.033498,0,2.9197,4.6717,0.54603,2.9723,1.3637,1.4745,2.3637
0.86916,0.052161,0,1.1235,3.6025,1.5924,1.8581,2.7887,2.7943,3.0794
1.2369,0.064224,0,0.14048,3.5778,3.4723,1.3324,2.0756,4.1719,4.2287
1.6047,0.029317,0,0,4.0147,3.3214,4.5141,2.7838,2.3402,4.8034
1.6047,0.027651,0,0,4.5309,1.2323,2.7027,2.0964,2.5529,5.1937
2.3928,0.079508,0,0,3.4321,1.6428,2.8919,2.2995,1.9447,5.1829
2.6029,0.064974,0,0.035707,3.5245,2.8728,4.1966,5.554,2.6977,4.7383
7.1213,0,0,0.0010414,4.8131,3.0333,0.51493,1.6689,1.8016,3.86
6.1756,0.0209,0,5.7385e-07,3.2111,2.859,3.2679,2.7373,1.9347,2.8733
5.0722,0.0082334,0,4.2434e-10,3.4814,1.7774,2.9581,2.5602,2.8063,2.3963
3.2859,0.034922,0,7.1137e-07,3.1037,2.9999,2.4655,2.7121,3.1001,2.0927
2.4453,0.046358,0,0.0021785,3.436,2.5129,2.0809,1.1997,1.6877,2.1035
0.60647,0.049546,0,2.9853,2.122,3.8226,2.4086,0.85814,3.7602,1.9951
0.2387,0.40343,0.75943,2.7839,2.7706,2.5166,0,1.9327,2.815,0.95417
0.29124,1.3563,0.75943,0.98304,4.7386,2.7722,0.9758,1.9298,2.372,1.5397
0.13362,2.4416,1.0759,0.070242,3.6184,1.5813,2.3414,2.0096,1.0635,1.1602
0.29124,3.0239,1.8986,0,4.3369,1.0145,1.3298,1.9212,1.3497,0.74815
0.081082,2.9445,1.8353,0,3.8355,1.9494,2.8275,1.7079,1.8187,0.46624
0.2387,2.6004,2.5947,0,3.1291,1.6203,2.1699,1.5328,1.9715,0.27107
0.081082,2.4945,2.4682,0.24995,5.4842,2.4318,2.1486,3.8822,1.2465,0.14096
0.97424,1.674,2.8479,0.0011383,4.2432,2.7097,1.6228,2.781,1.0127,0.18433
1.1319,0.80047,2.9112,5.9002e-07,3.732,3.5037,1.9301,1.7614,2.0715,0.26023
0.65901,0.66812,2.5314,4.2964e-10,3.3652,1.3668,3.1628,4.204,1.0099,0.40118
0.39631,0.53577,1.8986,6.4884e-07,4.687,2.2832,3.0346,3.2074,1.971,0.55298
0.34378,0.53577,1.4556,0.0021551,3.1773,2.9688,1.9449,1.2983,3.2147,0.56383
0.18616,0.37696,1.2024,2.8799,5.3633,3.8789,0.74569,1.7507,2.6974,0.88911
0.13362,0.5093,1.0126,2.9197,4.5169,2.57,3.1269,2.7438,2.9801,0.41203
0.39631,2.0445,0.88601,1.1235,4.4015,2.0551,2.9673,1.3638,2.7183,0.93248
0.081082,2.521,2.2783,0.28097,3.0842,1.5501,2.1334,2.5795,5.1639,0.79153
0.081082,2.7857,2.7846,0.070242,2.8368,0.11091,2.0302,2.7477,2.2487,0.4554
0.081082,2.6004,2.9744,0,4.2686,2.3234,3.5967,1.7214,3.284,0.34697
0.081082,3.2092,2.9744,0,4.0091,4.1836,2.9242,1.8679,2.2492,0.23854
0.13362,3.2092,2.7846,0.17853,3.6772,1.8904,1.645,1.9214,2.05,0.14096
1.0793,2.6798,3.2909,0.0010657,2.7246,2.9593,1.8695,2.42,2.8331,0.10843
0.97424,1.9651,3.2276,5.981e-07,4.0206,3.5427,3.5228,1.1893,1.9356,0.021686
0.60647,1.4357,2.0884,4.6146e-10,2.3609,3.4009,1.9248,3.2664,2.7772,0
0.39631,0.85341,2.215,7.3483e-07,3.3174,3.5879,2.6044,0.45897,2.2117,0.054214
0.34378,0.58871,1.772,0.0022488,2.3886,2.1678,3.8869,1.6741,3.5309,0.2277
0.13362,0.48283,1.6454,2.7043,2.8757,1.0945,1.1634,4.2926,1.882,0.69394
0.081082,0.64165,0.69615,2.9876,2.7927,3.2183,3.0301,0.1946,0.78546,0.6072
0.60647,0.53577,0.50629,0,4.0778,3.2372,0.83793,0.55282,2.9067,0.73731
0.50139,0.56224,0.31643,0,3.4592,2.2312,3.4233,1.5229,2.4978,0.9108
0.44885,0.37696,0.18986,0,2.8466,3.6012,3.4221,2.7777,1.5529,0.96501
0.39631,0.40343,0.25314,0,5.6483,3.9103,1.3219,1.4553,1.3299,0.89995
0.2387,0.32402,0.25314,0,2.9427,1.8552,3.1731,2.745,2.814,1.1385
