"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.14383,0.25782,0.79857,3.0342,1.7367,1.7405,2.6175,1.7905,0.65582,2.4848
0.10545,0.90992,0.59893,0.72972,1.042,1.7986,1.5978,3.2418,0.7897,2.2498
0.42078,1.3727,1.5306,0.146,1.042,3.8452,4.16,4.5189,1.0575,1.5782
0.13584,1.5831,2.1961,0,1.9103,3.5167,3.2065,3.8223,1.3252,1.1753
0.30815,1.5831,2.795,0,2.7786,2.0134,2.9976,3.2418,1.9946,0.70516
0.31215,1.4148,2.9947,0,3.126,4.0622,3.7204,2.9515,1.8607,0.43653
0.27532,1.0151,2.7285,0.14843,2.7786,2.6459,2.2771,2.6613,1.9946,0.26863
0.29169,0.63646,1.9964,0.0011075,2.605,3.1242,2.5039,1.7905,2.2624,0.13432
0.1717,0.53128,1.7302,6.0477e-07,1.042,0.048336,3.9773,1.3842,1.7268,0.26863
0.35009,0.46818,1.2644,4.6855e-10,0.86833,1.7675,3.7761,1.3261,0.92358,0.67158
0.33534,0.48921,1.1313,7.5553e-07,0.86833,1.6403,1.0953,1.6744,1.4591,1.0074
0.28206,0.38403,0.86512,0.0023127,0.34733,2.3009,4.514,1.6744,1.3252,0.67158
0,0.34196,0.46584,2.8834,0.521,2.7873,2.8401,1.5003,1.1913,0.67158
0.23804,0.032122,0,2.999,0,2.8646,3.2413,2.2549,4.4044,0.43653
0.59821,0.080433,0,1.0946,0,1.6579,1.6819,2.4871,3.4673,1.1417
0.47816,0.045128,0,0.072998,0,3.036,2.3348,2.2549,3.735,1.4103
0.23804,0.041259,0,0,0,2.4576,3.5697,2.7774,3.0656,1.4439
0.71827,0,0,0,0,1.8031,2.7991,2.6032,2.9317,1.3767
0.3581,0.047638,0,0,0,2.3675,0.77167,2.0808,1.8607,1.4775
0.59821,0.037257,0,0.18554,0,3.1655,1.7542,2.2549,1.9946,1.4775
4.32,0.036751,0,0.0010068,0,1.4248,1.6685,2.0808,2.3962,1.7125
4.8002,0.015873,0,5.1237e-07,0,2.5771,1.6496,2.371,2.664,1.276
3.4796,0.058665,0,4.5201e-10,0,2.5064,2.9282,3.0096,3.1995,0.90663
2.6392,0.10743,0,7.3116e-07,0,1.5458,2.7135,2.4871,3.1995,0.70516
2.0389,0.036214,0,0.0023614,0,3.7774,1.263,2.313,3.3334,0.50368
1.0784,0.046345,0,3.0294,0,1.0774,5.7033,2.0808,3.1995,0.4701
0.59821,0.27886,0.86512,2.6814,1.2157,2.7865,2.739,0,0.61521,2.3841
1.6787,0.74164,0.79857,0.58378,0.86833,3.6081,1.9227,0.11612,0.22549,5.1376
1.3186,1.1413,1.5971,0.072998,0.86833,3.0714,2.8177,0.082434,0.41408,4.4996
1.3186,1.2886,1.6637,0,0.69466,3.6374,4.4322,0.055628,0.14815,3.3915
0.71827,1.2044,1.9964,0,1.3893,2.7968,2.3572,0.090829,0.54612,2.8206
