"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.015763,1.2519,2.8635,0.10158,0.20186,1.2508,2.6898,1.81
0.032776,1.2519,0.85625,0,0.65722,4.0779,2.5489,2.7942
0.005161,0.4505,0.07138,0.20315,2.6304,1.1118,2.6898,2.7263
0.0025598,0.23192,0,1.2189,3.3135,0.18488,2.5745,3.0091
0.027531,0.086207,0,2.2347,2.934,0.13853,2.8692,3.1788
0.024668,0.15906,0,4.4693,2.1751,0.092188,3.0998,3.0996
0.0070259,0.15906,0.254,4.2662,1.2644,0.13853,3.2536,3.3711
0.0017689,0.15906,0.0011568,2.2347,0.809,0.092188,3.0742,1.7308
0.0097402,0.086207,5.7494e-07,1.1173,0.65722,0.092188,3.3048,1.1765
0.013043,0.086207,4.5277e-10,0.50788,0.58132,0.092188,3.0486,1.2218
0.020689,0.086207,7.3878e-07,0.30473,0.42954,0.092188,2.8692,1.4254
0,0.086207,0.0022614,0.20315,0.27775,0.092188,3.1511,1.2218
0.0093312,1.2519,3.0336,0.10158,0.12596,1.6679,3.0998,1.8439
0.35006,0.036227,2.8635,0,0.12596,1.3435,2.7155,1.7874
2.1371,0.0088876,0.92761,0,0.809,3.0119,2.7283,3.5521
2.6388,0.034316,0.21414,0.4063,1.7956,0.83371,2.9845,3.8236
2.4506,0.095935,0.07138,0.8126,1.7197,0.32391,3.0614,3.9481
2.4506,0.12934,0,1.0158,1.1885,0.13853,2.9205,3.801
2.482,0,0,0.91418,0.73311,0.092188,3.1255,3.5861
1.949,0.11001,0.07257,1.1173,0.42954,0.13853,3.0614,3.439
0.33961,0.012103,0.0011568,0.4063,0.20186,0.23122,3.0742,1.8439
0.067896,0.050364,5.9136e-07,0.4063,0.12596,0.092188,2.8436,1.5046
0.036544,0.13188,4.4199e-10,0.10158,0.12596,0.092188,3.1126,1.3688
0.015643,0.043742,7.1495e-07,0,0.12596,0.092188,3.0486,1.4141
0.015643,0.13251,0.0023328,0,0.12596,0.092188,2.8308,1.1652
0.40232,0.048593,2.8552,0,0.12596,1.6679,2.7155,1.7421
0.30826,0.88764,2.9325,0.10158,0.20186,1.7143,0.0062331,1.6516
2.1894,0.9605,1.213,0.10158,0.96079,4.1706,0.027902,2.8734
2.4402,0.4505,0.14276,0.10158,3.1617,0.74102,0.010772,3.3711
2.5029,0.30478,0,0.71103,3.6929,0.18488,0.017535,3.2806
2.806,0.23192,0,1.5236,3.0858,0.092188,0.023052,3.1223
2.4088,0.52335,0,2.9457,2.0233,0.092188,0.034215,3.2693
2.2103,0.15906,0.18143,3.0473,1.1885,0.13853,0.012092,2.3643
0.37096,0.15906,0.0011075,1.5236,0.809,0.18488,0.044291,1.5611
0.078347,0.15906,5.7494e-07,0.4063,0.65722,0.092188,0.0030434,1.4254
0.015643,0.15906,4.4199e-10,0.10158,0.58132,0.092188,0.012305,1.3575
0.015643,0.086207,6.9112e-07,0.10158,0.35364,0.092188,0.046109,1.3914
0.015643,0.086207,0.0022376,0.10158,0.27775,0.092188,0,1.3462
0.33961,1.3976,2.9266,0,0.20186,1.9923,0.019384,1.8439
0.39187,1.4705,2.76,0.20315,0.04246,0.099312,1.2164,1.267
1.6564,5.6234,1.4271,0,0.16996,0,1.447,1.9118
0.78899,5.6234,0.3569,0.10158,0,0.15901,1.0371,0.47513
0.45457,5.4048,0,0.71103,0.29517,0.093159,0.63987,0.079188
0.39187,4.5305,0,0.91418,0.23701,0.11283,0.39644,0.067875
0.43367,3.4377,0,0.8126,0.12202,0.068461,0.358,0
0.39187,2.7819,0.10886,1.0158,0.080454,0.056408,0.24269,0.14706
0.099248,1.9805,0.0011568,1.4221,0.14862,0.10794,0.20425,0.011313
0.036544,1.3976,5.6672e-07,2.7425,0.087322,0.10102,0.17863,0.12444
0.015643,0.74193,4.366e-10,1.4221,0.15321,0.066955,0.26832,0.42988
0.015643,0.59621,6.9907e-07,1.2189,0.12427,0.083111,0.40925,0.71269
0.015643,0.52335,0.0022138,0.91418,0.10565,0.079391,0.93455,0.76925
0.47547,0.81479,2.8552,0.50788,0.34564,0.072568,1.2164,1.5498
0.37096,1.0334,2.691,0,0.12596,1.946,2.7795,1.5272
0.067896,0.52335,0,0,0.12596,0.23122,2.8436,1.3236
0.015643,0.37764,0,0,0.12596,0.18488,2.7411,1.0973
0.015643,0.23192,0,0,0.12596,0.092188,2.9076,1.1539
0.015643,0.086207,0,0,0.20186,0.092188,2.5233,1.1313
0.015643,0.086207,0,0,0.12596,0.092188,2.7667,1.3009
0.015643,0.086207,0,0,0.12596,0.13853,2.8564,1.1991
0.015643,0.086207,0,0,0.12596,0.13853,2.8308,1.267
0.015643,0.086207,0,0,0.12596,0.092188,2.9461,1.1539
0.015643,0.086207,0,0,0.12596,0.092188,2.9717,1.6969
0.015643,0.086207,0,0,0.12596,0.092188,2.7283,1.1199
0.015643,0.086207,0,0,0.12596,0.092188,2.6386,1.5838
0.015643,0.086207,0,0,0.12596,0.092188,2.7283,1.3349
0.31871,1.3976,3.0015,0,0.12596,1.807,2.472,1.3914
1.9072,1.1062,1.0703,0,0.8849,4.9121,2.2414,2.0249
1.949,0.15906,0.14276,0.50788,2.7822,1.3899,1.9595,1.7308
2.1476,0.086207,0,0.91418,2.934,0.27757,2.1261,2.3078
2.1789,0.086207,0,2.4378,2.3269,0.27757,2.4336,3.0544
2.3566,0.086207,0,2.3362,1.6438,0.092188,2.5745,3.3598
1.9386,0.30478,0.254,1.8284,0.96079,0.23122,2.7667,3.3485
0.42322,0.30478,0.00095986,0.91418,0.58132,0.13853,2.8051,1.4706
0.046995,0.086207,5.503e-07,0.20315,0.27775,0.092188,2.9333,1.2104
0.015643,0.086207,4.6355e-10,0,0.12596,0.092188,3.0101,1.1652
0.015643,0.086207,7.229e-07,0,0.12596,0.092188,2.9333,1.5951
0.015643,0.086207,0.0022376,0,0.12596,0.092188,2.9845,1.4028
0.41277,1.6162,2.9623,0,0.12596,1.6216,2.8436,1.7195
