"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.047911,0.95201,0.28388,2.7229,0.39682,0.06029,0.21596,1.1245,2.1316,0.4795
0.091375,1.1938,0.47313,1.2274,0.29762,0.27239,2.6572,1.5533,1.311,0.79917
0.16963,0.9923,0.757,0.14445,0.24801,0.82386,2.9502,2.1047,1.5845,0.66393
0,0.9923,0.66238,0,0.39682,1.3329,1.876,2.8398,1.5845,0.46721
0.14016,0.71027,0.66238,0,1.0417,2.0541,1.3552,3.0236,1.5845,0.35655
0.19156,0.46854,0.66238,0,1.9841,1.8844,0.73676,3.0849,1.4478,0.19672
0.17617,0.30738,0.757,0.036716,2.4305,1.842,0.41126,2.5948,1.311,0.28278
0.15532,0.2268,0.56775,0.0010709,1.4385,0.39966,0.085761,2.3497,1.8581,0.27049
0.17312,0.14622,0.3785,5.4851e-07,0.99205,0.14513,0.05321,1.8596,1.9948,0.31967
0.098124,0.10593,0.28388,4.5814e-10,0.54563,0.06029,0.05321,2.2272,1.7213,0.30737
0.11445,0.58941,0.28388,7.4755e-07,0.19841,0.10271,0.05321,1.8596,2.5419,0.35655
0.14659,1.8384,0.56775,0.0023364,0.099205,0.18755,0.085761,2.7173,3.4993,0.20901
0.10507,2.5636,1.514,3.3224,0.099205,0.44208,0.37871,2.0434,3.6361,0.17213
0.19299,0.054243,0,3.1069,0.049603,0.06029,0.24851,2.7173,2.1316,0.036885
0.43408,0.12587,0,0.72201,0.049603,0.18755,2.7874,2.656,2.5419,0.31967
0.25327,0.10851,0,0.14445,0.099205,0.9087,3.178,2.2272,2.5419,0.41803
0.25327,0.074584,0,0,0.49603,1.3753,2.1364,1.8596,3.089,0.51639
0.25327,0.10359,0,0,1.1905,1.2905,1.0623,1.9822,2.9522,0.56557
0.31354,0.05898,0,0,1.6369,1.2481,0.50891,2.7786,2.4052,0.67622
0.55463,0.076142,0,0.11015,1.6865,0.65418,0.085761,2.9623,2.4052,0.61475
2.9655,0.061355,0,0.0011705,0.99205,0.27239,0.05321,3.4524,2.5419,0.35655
2.845,0.075637,0,6.6487e-07,0.54563,0.10271,0.05321,3.3299,2.8155,0.22131
