"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.01293,0.83523,2.7434,1.7684,1.8773,1.4312,1.052,1.4561
0.042506,2.4567,0.92203,1.7684,1.9674,4.2858,1.5227,2.5886
0,2.3955,0.070951,1.9452,1.8547,1.3344,1.4638,0.72806
0.0012888,2.4873,0,2.2989,1.9449,0.56026,1.1109,0.56627
0.012923,2.4567,0,2.2989,1.9674,0.51188,0.75792,0.44492
0.013261,2.3037,0,1.5915,2.4182,0.94733,0.4638,0.24269
0.045223,2.0895,0.14427,3.5368,2.7562,0.51188,0.28732,0.12134
0.01986,1.3553,0.0010519,4.0673,2.7787,1.286,0.28732,0.040448
0.055485,0.68226,5.4699e-07,3.5368,2.4407,1.0441,0.22849,0.12134
0.0601,0.40692,4.4469e-10,2.6526,2.4858,0.7538,0.28732,0.44492
0.040587,0.28455,7.0276e-07,2.4757,2.2604,0.56026,0.6991,1.8201
0.027351,0.19277,0.0022478,3.3599,1.6068,0.36673,1.6991,3.1954
0.072516,0.77404,2.8026,1.5915,1.0209,2.3021,3.4639,2.6695
0.60783,0.041415,2.7091,0,0.029255,1.5279,2.3462,1.5775
2.7564,0.11456,0.85111,0,0.029255,3.6568,3.6992,2.1033
1.9138,0.1461,0.1419,0,0.029255,0.94733,4.0521,0.72806
2.0823,0.056938,0,0,0.029255,0.17319,3.4639,0.72806
2.63,0.069535,0,0,0.029255,0.076427,3.0521,0.40448
2.8406,0.054714,0,0,0.029255,0.076427,2.6992,0.44492
2.0823,0.06555,0.2164,0,0.029255,0.17319,2.4639,0.68761
0.48145,0,0.0010764,0,0.029255,0.12481,2.758,0.76851
0.1023,0.062881,5.1433e-07,0,0.029255,0.076427,2.405,1.2539
0.018043,0.091707,3.9647e-10,0,0.029255,0.076427,2.1697,0.80895
0.018043,0.071194,6.7907e-07,0,0.029255,0.076427,2.758,0.80895
0.018043,0.077349,0.0022005,0,0.029255,0.076427,2.5815,0.48537
0.64996,0.068861,2.909,0,0.029255,1.915,2.3462,0.8494
1.8717,0.74345,2.7091,1.4147,1.2237,1.4312,0.19781,4.0852
6.0002,2.579,0.92203,0.35368,0.95326,3.802,0,3.883
3.3883,2.9462,0.070951,0.70735,1.2913,1.3828,0.065298,1.7392
2.2508,2.885,0.070951,1.4147,2.0125,0.89895,0.20557,0.8494
1.9138,2.6096,0,2.1221,2.8464,0.89895,0.14298,0.76851
1.1555,2.5179,0,1.2379,3.0943,0.7538,0.050984,0.44492
1.4925,2.3343,0.1082,1.7684,3.0717,0.89895,0.058595,0.36403
0.27081,1.2635,0.00097855,1.4147,3.0943,1.286,0.18497,0.16179
0.1023,0.65167,5.8781e-07,2.6526,2.2379,0.99571,0.18261,0.24269
0.018043,0.40692,4.179e-10,1.4147,1.8773,0.4635,0.13906,0.8494
0.018043,0.19277,7.1855e-07,1.4147,1.1561,0.80218,0.15166,2.3864
0.018043,0.16218,0.0022952,0.88419,0.75043,0.26996,0.12632,3.0336
1.5346,0.4987,3.0509,0.35368,0.50253,1.6247,0.061619,5.056
1.324,0.89642,2.8806,3.3599,0.053437,0.14705,0.81675,3.1549
4.4415,2.7932,1.4894,0.88419,0.017179,0.066625,1.2285,3.5594
1.9981,2.5179,0.2838,0.70735,0.0096952,0.048957,1.4638,1.4157
1.1134,2.3037,0,1.2379,0.060572,0.12119,1.052,0.32358
0.39719,2.4261,0,1.4147,0.033249,0.079875,0.75792,0.080895
0.43932,2.2731,0,2.2989,0.047539,0.09955,0.52262,0.12134
0.35507,2.1507,0.14427,2.8294,0.054261,0.011714,0.34614,0.28313
0.1023,1.5389,0.00090516,2.8294,0.029695,0.066769,0.34614,0.24269
0.018043,0.9576,5.6332e-07,3.7136,0.0047061,0.041201,0.22849,0.64716
0.018043,0.46811,4.5541e-10,2.1221,0.026131,0.049141,0.4638,1.173
0.018043,0.37633,6.9486e-07,1.7684,0.0055701,0.041385,0.64027,1.1325
0.018043,0.25396,0.0021532,1.5915,0.040689,0,1.5227,3.1145
1.1134,0.71286,3.0509,0.53051,0,0.083867,3.5815,2.6291
0.69209,1.0494,2.9149,1.2379,1.4265,1.7699,1.1109,2.5482
0.1023,0.55989,0,0.88419,1.2237,0.36673,1.5815,1.1325
0.018043,0.71286,0,0.70735,0.77297,0.22158,2.6992,0.72806
0.018043,1.4471,0,0.35368,0.61521,0.076427,2.8756,0.36403
0.018043,2.3343,0,0.17684,0.66028,0.076427,2.0521,0.040448
0.018043,2.579,0,0.70735,0.95326,0.22158,1.6403,0.20224
0.018043,1.8448,0,0.35368,1.111,0.26996,0.9344,0.24269
0.018043,1.7224,0,0.88419,1.5167,0.31835,0.64027,0.20224
0.018043,1.8448,0,0.88419,1.6744,0.60865,0.34614,0.24269
0.018043,1.6612,0,0.88419,1.697,0.70541,0.40497,0.52582
0.018043,1.3553,0,1.5915,1.8547,0.65703,0.58145,1.173
0.018043,0.77404,0,0.70735,1.5843,0.31835,0.64027,1.173
0.018043,0.55989,0,1.061,1.2462,0.36673,0.9344,1.5775
1.0291,0.77404,2.7091,0.88419,0.90819,1.3828,2.2286,2.2246
3.1776,2.5179,0.99296,0.70735,0.68282,3.4633,3.758,1.2539
1.2819,3.2827,0.35475,0.88419,1.1561,1.286,2.2286,0.12134
0.52358,3.3133,0.1419,1.061,1.4941,0.99571,1.052,0
0.39719,2.5179,0,1.9452,2.2153,0.26996,0.64027,0
0.64996,2.1507,0,1.9452,2.328,0.17319,0.40497,0.080895
0.60783,2.1507,0.14427,3.3599,2.4182,0.31835,0.22849,0.24269
0.1023,1.7224,0.0011743,1.9452,2.621,0.41511,0.28732,0.32358
0.018043,1.3553,5.8781e-07,2.2989,2.5759,0.31835,0.28732,0.80895
0.018043,0.92701,4.7148e-10,2.8294,2.4182,0.4635,0.52262,0.88985
0.018043,0.55989,7.5014e-07,2.1221,1.99,0.85056,0.34614,0.88985
