"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.045563,0.40236,-0.30816,0.60311,2.046,0.69438,0.87905
-0.045563,-1.0151,0.040998,2.1771,-0.97997,0.042744,0.84609
-0.045563,-1.6313,1.174,2.0057,-2.317,-0.77763,0.10613
-0.045563,-1.1659,2.0799,-0.16891,-0.45493,0.60037,-0.29908
-0.045563,-0.3783,1.1926,-1.6464,-0.066288,-0.99051,0.28338
-0.045563,0.03079,-0.84569,-1.337,0.056725,0.062415,0.28394
-0.045563,-0.10016,-1.7467,-0.64389,0.065639,1.9384,-1.5635
-0.045563,-0.12411,-1.03,-0.29223,-0.027085,0.93379,-1.8925
-0.045563,-0.02348,-0.21946,-0.22459,-0.090084,1.3353,-0.35673
-0.045563,-0.28577,-0.12352,-0.23653,0.12609,-0.25404,0.047984
-0.045563,0.14786,-0.25844,-0.12594,-0.33342,-2.7297,0.0094419
-0.045563,1.7082,-0.12858,-0.0025005,1.3013,-1.8394,0.49382
-0.045563,1.8996,0.19366,0.145,1.7178,0.48615,0.62152
1.5213,-0.028282,-0.74919,0.32307,1.9968,0.71186,1.8775
1.3455,-0.028282,0.34377,2.7604,-0.70234,0.65248,1.8879
0.036961,-0.028282,2.884,2.0792,-2.1945,0.029498,0.019938
-0.31205,-0.028282,1.4738,-2.0403,-0.075595,-0.31548,-0.63883
0.16989,-0.028282,-1.7535,-2.0234,-0.1206,-0.12188,0.26417
-0.13959,-0.028282,-1.8823,-0.1705,0.14703,0.13146,0.38568
-1.4152,-0.028282,-0.69936,-0.38304,0.097151,-0.010709,-1.6331
-1.444,-0.028282,0.085941,-0.46373,-0.11502,-0.60815,-1.8137
-0.25477,-0.028282,0.037987,-0.30581,-0.058491,-1.192,-0.15477
0.055603,-0.028282,-0.012792,0.024936,0.080789,-1.1865,0.042426
-0.12505,-0.028282,0.011396,-0.001917,-0.29161,-0.46327,-0.18027
0.22342,-0.028282,-0.016061,-0.079905,1.6709,0.43889,0.17063
0.55786,-0.028282,0.17146,0.19621,1.1525,0.79825,0.52709
1.4806,-0.97313,-0.18469,0.5058,2.3328,-0.032267,1.6303
1.3566,-2.073,0.18476,2.5033,-0.08563,-0.032267,1.0219
0.18479,-1.1449,0.72933,1.7912,-2.3875,-0.032267,-0.29227
-0.24436,-0.18357,1.6924,-0.496,-0.33652,-0.032267,0.27274
0.09542,-0.0042903,1.7476,-1.2094,-0.13168,-0.032267,0.55642
-0.27445,-0.14997,-0.2349,-0.93206,0.088448,-0.032267,-0.39717
-1.3998,-0.24807,-1.7157,-0.70919,0.016532,-0.032267,-1.6426
-1.3695,-0.16487,-1.2006,-0.58532,-0.073776,-0.032267,-1.6453
-0.27316,0.095997,-0.62286,-0.43978,0.025954,-0.032267,-0.2613
0.062606,-0.29017,-0.37113,-0.18728,0.031423,-0.032267,0.35476
-0.11885,-0.087135,-0.014365,-0.16523,-0.14076,-0.032267,-0.21537
0.13906,2.2949,0.032688,-0.15308,1.0206,-0.032267,0.12681
0.47416,2.4997,0.075092,0.21111,0.7469,-0.032267,0.86026
2.9719,1.367,-0.077611,-0.018295,0.013568,2.4324,2.0128
1.655,1.3024,1.0977,-0.018295,0.013568,-0.37429,-1.6199
-1.7799,0.13592,0.97502,-0.018295,0.013568,-1.8277,-2.8546
-1.1067,-0.58663,-0.55339,-0.018295,0.013568,-0.6439,-0.031432
-0.16917,-0.46836,-1.0161,-0.018295,0.013568,-0.89927,-0.32116
0.34817,-0.23146,0.76768,-0.018295,0.013568,-0.71836,0.32399
-1.0438,-0.46521,2.2879,-0.018295,0.013568,-0.21397,-0.31229
-1.1352,-0.87063,1.1164,-0.018295,0.013568,-0.20213,-0.7944
0.091072,-0.87126,-1.3682,-0.018295,0.013568,0.13837,1.5886
-0.046592,-0.56631,-2.0646,-0.018295,0.013568,0.38487,0.25952
-0.2006,-0.092128,-1.0112,-0.018295,0.013568,1.1081,0.16533
0.53559,0.53886,-0.23518,-0.018295,0.013568,1.9408,1.4408
1.1568,0.8056,0.24134,-0.018295,0.013568,0.66198,-0.22559
-3.73,-0.96025,0.007977,-0.018295,-4.6158,0.27417,-0.096306
-2.8087,-1.1981,0.007977,-0.018295,-2.337,0.53507,-0.23409
-0.040247,-1.2109,0.007977,-0.018295,-0.15932,0.18991,-0.10603
-6.7654e-05,-1.0191,0.007977,-0.018295,0.013048,-0.74383,-0.018743
-0.16066,-0.70566,0.007977,-0.018295,-0.065989,-0.84289,0.018615
0.024632,-0.37983,0.007977,-0.018295,0.069042,-0.10859,-0.014221
-0.066341,-0.13269,0.007977,-0.018295,0.0042242,-0.18197,-0.05234
-0.049105,-0.0053316,0.007977,-0.018295,-0.0033818,-1.0427,-0.044966
-0.038044,0.016763,0.007977,-0.018295,0.031426,-0.91707,-0.013274
-0.049485,-0.015674,0.007977,-0.018295,0.0062817,0.14803,0.0097565
-0.042477,-0.046966,0.007977,-0.018295,0.01265,1.0939,-0.0091664
-0.057978,-0.042556,0.007977,-0.018295,0.01535,1.0521,-0.065628
0.0041994,0.0013307,0.007977,-0.018295,0.019999,0.14835,-0.082986
1.1138,0.39991,-0.080902,0.35914,2.3686,0.6633,1.3922
1.1306,-2.0877,0.092711,2.3766,-0.1546,1.4202,1.2188
0.21953,-1.3813,0.62107,2.0326,-2.5096,1.1132,0.13008
-0.097221,-0.036719,1.9035,-0.34979,-0.19693,0.61564,-0.11043
0.1508,-0.27046,1.7001,-1.6079,-0.053677,0.53334,0.52034
-0.28018,-0.060536,-0.35384,-1.1784,0.018117,0.39126,-0.050171
-1.281,0.24351,-1.5019,-0.62394,0.051215,-0.14182,-2.2768
-1.3654,0.21068,-1.3094,-0.41854,-0.019687,-0.53492,-1.6781
-0.44076,-0.24211,-0.8017,-0.28011,-0.021327,-0.43606,0.20431
0.060157,-0.30845,-0.18512,-0.19392,0.057518,-0.23817,-0.15671
-0.0149,-0.39042,0.0082403,-0.19791,-0.19527,-0.22052,0.020301
0.12459,2.7086,-0.11381,-0.15092,1.1901,-0.20646,0.40632
0.40143,2.4018,0.17596,0.13837,0.81336,-0.093175,0.027776
2.6715,0.53583,-0.26599,0.42045,1.6633,0.54939,-0.10995
2.7661,-0.87843,0.11199,2.3989,-1.0267,-0.62274,0.12145
-0.55025,-1.6151,0.4815,2.0363,-2.1415,-1.3382,0.2793
0.40848,-0.53759,2.4287,-0.59945,-0.34651,-0.12042,0.44285
-0.0095557,0.37701,1.7357,-1.4356,0.018974,0.56962,0.48599
-0.28594,-0.11522,-1.4183,-1.0218,-0.066974,-0.1643,0.37214
0.23161,-0.4739,-0.98689,-0.94607,0.022948,2.0366,0.23874
0.20538,0.29949,-0.17404,-0.46498,0.017085,3.0468,0.034837
-0.0051204,0.91336,-0.57567,-0.18181,0.051084,-1.2646,-0.30581
0.2564,0.61131,-0.50408,-0.051359,0.016812,-2.9004,-0.5305
-0.81162,0.94521,-0.38761,-0.14489,-0.036441,-0.082628,-0.43185
-0.29313,1.8188,-0.37685,-0.26735,0.037498,0.45631,-0.19465
0.60886,0.91559,-0.078526,0.27963,0.20642,-0.80983,-0.044175
2.5466,0.99933,-0.75623,0.75837,2.483,-0.32366,2.9514
2.3715,-1.6779,1.7103,3.0952,0.0045124,-0.96785,2.6786
-2.8457,-1.5016,2.9665,0.87244,-2.5847,1.1216,-2.8423
-2.0815,0.32526,-0.60812,-2.1555,-0.42023,1.3343,-2.6536
0.23851,-0.27076,-1.8173,-1.5082,-0.018682,-1.6869,0.42249
-0.3034,-0.17652,-0.90263,-0.57376,-0.015837,2.0252,-0.23819
0.065754,0.0015931,-0.66063,-0.23902,0.019381,2.0722,0.090357
-0.091484,-0.02678,-0.10169,-0.17482,0.011701,-3.5914,-0.46539
-0.039925,-0.065502,-0.16498,-0.1521,0.014133,-1.0401,0.17281
-0.010981,0.13536,0.017033,-0.0621,0.027886,0.29524,0.73455
-0.15207,-0.71662,0.025935,-0.018278,-0.10734,-1.0501,-0.74715
0.29933,3.1268,-0.043147,-0.051675,0.77163,1.2027,-0.038398
0.66093,2.2401,0.21939,0.20363,0.65233,0.75746,0.37372
1.9705,1.4332,-0.7235,0.21291,2.1576,-0.011893,2.4061
1.7172,-0.21508,0.052612,2.3979,-0.36157,0.23601,1.6354
-0.25763,-1.4446,2.245,2.2779,-2.2998,0.59237,-0.99551
-1.8154,-0.38718,1.8495,-0.70906,-0.26871,0.93652,-1.9297
-1.5315,-0.23451,-0.74735,-2.2427,-0.025026,0.62942,-1.2621
-0.35478,-0.68877,-1.6967,-1.2082,-0.050009,-0.25166,-0.34531
0.10319,-0.49666,-0.8154,-0.23836,-0.048719,-0.83854,0.0022984
-0.043925,0.011407,0.02491,-0.2745,0.019876,-0.84561,0.1365
-0.075082,0.027957,-0.40555,-0.30391,0.016975,-0.65366,0.17225
-0.05917,-0.087845,-0.50556,0.015085,0.028216,-0.56255,-0.11186
-0.044314,-0.33814,-0.019097,0.034183,-0.16977,-0.34566,-0.18155
0.15182,2.7069,0.053141,-0.16244,1.2569,0.17136,0.37399
0.32247,2.1103,0.22874,-0.050686,0.92909,0.51567,0.65167
1.1484,0.84982,-0.038193,0.55913,2.3122,0.52393,0.52664
1.2196,-2.1037,0.15198,2.2492,-0.025228,-0.84888,0.37459
0.51216,-1.7648,1.7384,1.8422,-2.4336,-1.7356,0.040451
-0.51803,-0.10847,2.4255,-0.37254,-0.1409,-0.43924,-0.35653
-1.3248,-0.39786,-0.039548,-1.7345,-0.059552,0.99022,-0.70875
-1.3255,-0.13853,-2.2301,-1.4431,-0.12933,1.2135,-0.89655
-0.58326,-0.094038,-1.7225,-0.56622,0.0342,0.87296,-0.83043
0.02924,-0.41109,-0.35531,-0.11313,0.010836,0.57181,-0.56038
0.047373,-0.17049,0.36637,-0.1503,0.012578,0.36118,-0.23477
-0.11635,0.16072,0.098546,-0.18571,0.027406,-0.5814,0.051911
-0.01387,-0.60686,-0.14256,-0.099968,-0.092863,-1.7431,0.27777
0.27602,2.0009,-0.05076,-0.012052,0.75745,-1.7394,0.40243
0.40399,3.1964,-0.23397,0.16134,0.55427,-0.49904,0.37561
1.959,0.44671,-0.16705,0.78699,2.3181,0.74431,2.4954
1.5786,-1.0844,-0.061889,1.898,-0.0080981,-0.54937,1.1474
-0.49028,-1.7832,0.44484,1.8866,-2.3656,-1.4733,-1.1264
0.10035,-1.1139,1.3749,0.49162,-0.37263,0.11599,0.76309
0.49187,-0.26143,1.7248,-1.0249,-0.07158,0.96424,0.29758
-0.28316,0.049098,0.75552,-1.4758,-0.041212,0.23792,0.032978
-0.3898,0.039847,-0.7028,-1.0494,-0.010364,0.088182,0.29964
0.098979,0.069498,-1.2666,-0.49595,0.0082144,1.4711,0.36425
0.022324,0.23071,-0.87773,-0.18527,0.073304,1.765,0.53092
-1.829,0.27103,-0.53186,-0.16665,0.082135,-0.074238,-2.3143
-1.743,0.2261,-0.49093,-0.26175,-0.11833,-0.79195,-2.653
0.36035,0.38074,-0.24928,-0.172,0.48736,-0.32927,0.34963
0.71056,0.37683,0.2129,0.13793,0.49889,-0.39597,0.84761
